circRNA,miRNA
ath-circ30189--,ath-miR5658
ath-circ30189--,ath-miR5658
ath-circ30298-AT2G33810,ath-miR5641
ath-circ30342--,ath-miR5028
ath-circ30442-AT2G34430,ath-miR861-3p
ath-circ30445-AT2G34430,ath-miR861-3p
ath-circ30446-AT2G34430,ath-miR861-3p
ath-circ30447-AT2G34430,ath-miR861-3p
ath-circ30448-AT2G34430,ath-miR861-3p
ath-circ30449-AT2G34430,ath-miR861-3p
ath-circ30452-AT2G34430,ath-miR861-3p
ath-circ30453-AT2G34420,ath-miR829-3p.2
ath-circ30454-AT2G34420,ath-miR829-3p.2
ath-circ30456-AT2G34420,ath-miR829-3p.2
ath-circ30463-AT2G34420,ath-miR829-3p.2
ath-circ30464-AT2G34430,ath-miR861-3p
ath-circ30465-AT2G34430,ath-miR861-3p
ath-circ30466-AT2G34430,ath-miR861-3p
ath-circ30469-AT2G34420,ath-miR829-3p.2
ath-circ30470-AT2G34420,ath-miR829-3p.2
ath-circ30474-AT2G34430,ath-miR861-3p
ath-circ30475-AT2G34430,ath-miR861-3p
ath-circ30481-AT2G34430,ath-miR861-3p
ath-circ30482-AT2G34430,ath-miR861-3p
ath-circ30531-AT2G34560,ath-miR5021
ath-circ30573-AT2G34660,ath-miR5648-5p
ath-circ30631--,ath-miR854a
ath-circ30631--,ath-miR5658
ath-circ30857-AT2G35630,ath-miR870-5p
ath-circ30935-AT2G36010,ath-miR407
ath-circ30935-AT2G36010,ath-miR836
ath-circ30962-AT2G35830,ath-miR5021
ath-circ31080-AT2G36380,ath-miR414
ath-circ31080-AT2G36380,ath-miR414
ath-circ31605-AT2G37710,ath-miR158a-5p
ath-circ31605-AT2G37710,ath-miR842
ath-circ31827-AT2G38250,ath-miR397a
ath-circ31827-AT2G38250,ath-miR390a-5p
ath-circ31907--,ath-miR156d-3p
ath-circ31972--,ath-miR835-3p
ath-circ31975-AT2G38470,ath-miR393a-5p
ath-circ32284-AT2G39330,ath-miR5021
ath-circ32320-AT2G39420,ath-miR156a-3p
ath-circ32321-AT2G39420,ath-miR156a-3p
ath-circ32912-AT2G40840,ath-miR1887
ath-circ32924-AT2G40840,ath-miR1887
ath-circ32925-AT2G40840,ath-miR1887
ath-circ32926-AT2G40840,ath-miR1887
ath-circ32941--,ath-miR419
ath-circ33081-AT2G41220,ath-miR5643a
ath-circ33552-AT2G43150,ath-miR159b-5p
ath-circ33552-AT2G43150,ath-miR5021
ath-circ33830-AT2G43320,ath-miR776
ath-circ33880-AT2G43970,ath-miR173-3p
ath-circ33880-AT2G43970,ath-miR5021
ath-circ33933-AT2G43620,ath-miR5021
ath-circ33933-AT2G43620,ath-miR5021
ath-circ34079-AT2G43970,ath-miR5658
ath-circ34079-AT2G43970,ath-miR5658
ath-circ34080-AT2G43970,ath-miR5658
ath-circ34080-AT2G43970,ath-miR5658
ath-circ34081--,ath-miR414
ath-circ34081--,ath-miR414
ath-circ34334-AT2G45000,ath-miR414
ath-circ34334-AT2G45000,ath-miR396b-3p
ath-circ34430-AT2G45060,ath-miR4221
ath-circ34504-AT2G45260,ath-miR414
ath-circ35000-AT2G46760,ath-miR5021
ath-circ35043-AT2G46830,ath-miR837-3p
ath-circ35043-AT2G46830,ath-miR837-3p
ath-circ35088-AT2G47020,ath-miR408-3p
ath-circ35088-AT2G47020,ath-miR408-3p
ath-circ35096-AT2G47040,ath-miR825
ath-circ35098-AT2G47040,ath-miR825
ath-circ35122-AT2G47115,ath-miR5024-5p
ath-circ35184-AT2G47240,ath-miR5021
ath-circ35548-AT3G01270,ath-miR414
ath-circ35814-AT3G01500,ath-miR5658
ath-circ35814-AT3G01500,ath-miR5658
ath-circ36134-AT3G02220,ath-miR837-5p
ath-circ36274-AT3G02710,ath-miR3434-3p
ath-circ36274-AT3G02710,ath-miR3434-3p
ath-circ36277-AT3G02710,ath-miR5641
ath-circ36450-AT3G03341,ath-miR5658
ath-circ36558-AT3G04184,ath-miR156h
ath-circ36558-AT3G04184,ath-miR4221
ath-circ36764-AT3G04260,ath-miR414
ath-circ36764-AT3G04260,ath-miR414
ath-circ37148-AT3G05165,ath-miR5641
ath-circ37154-AT3G05165,ath-miR5641
ath-circ37155-AT3G05165,ath-miR5641
ath-circ37182-AT3G05165,ath-miR5641
ath-circ37200-AT3G05220,ath-miR414
ath-circ37200-AT3G05220,ath-miR414
ath-circ37202-AT3G05220,ath-miR414
ath-circ37202-AT3G05220,ath-miR414
ath-circ37203-AT3G05220,ath-miR414
ath-circ37203-AT3G05220,ath-miR414
ath-circ37204-AT3G05220,ath-miR414
ath-circ37204-AT3G05220,ath-miR414
ath-circ37295-AT3G05530,ath-miR171a-3p
ath-circ37296-AT3G05530,ath-miR171a-3p
ath-circ37363-AT3G05670,ath-miR414
ath-circ37363-AT3G05670,ath-miR414
ath-circ37450-AT3G06260,ath-miR156a-5p
ath-circ37450-AT3G06260,ath-miR156a-5p
ath-circ38026-AT3G07260,ath-miR173-3p
ath-circ38026-AT3G07260,ath-miR5021
ath-circ38076-AT3G07810,ath-miR414
ath-circ38076-AT3G07810,ath-miR414
ath-circ38200-AT3G07780,ath-miR773a
ath-circ38209--,ath-miR1886.1
ath-circ38389-AT3G08730,ath-miR5632-5p
ath-circ38390-AT3G08730,ath-miR5632-5p
ath-circ38594--,ath-miR2937
ath-circ38594--,ath-miR2937
ath-circ38822--,ath-miR5021
ath-circ38904--,ath-miR8179
ath-circ38904--,ath-miR8179
ath-circ38919-AT3G09970,ath-miR1888a
ath-circ39266--,ath-miR414
ath-circ39266--,ath-miR414
ath-circ39338-AT3G11100,ath-miR5021
ath-circ39437-AT3G11420,ath-miR855
ath-circ39527--,ath-miR405a
ath-circ39587-AT3G11830,ath-miR5021
ath-circ39587-AT3G11830,ath-miR5021
ath-circ39631--,ath-miR5021
ath-circ39735-AT3G12080,ath-miR5021
ath-circ39805-AT3G12240,ath-miR414
ath-circ39808-AT3G12240,ath-miR414
ath-circ39851-AT3G12390,ath-miR414
ath-circ39856-AT3G12390,ath-miR414
ath-circ39857-AT3G12390,ath-miR414
ath-circ39958-AT3G12670,ath-miR156a-3p
ath-circ40078-AT3G13100,ath-miR159b-5p
ath-circ40105-AT3G13200,ath-miR414
ath-circ40105-AT3G13200,ath-miR414
ath-circ40107-AT3G13200,ath-miR414
ath-circ40107-AT3G13200,ath-miR414
ath-circ40110-AT3G13200,ath-miR414
ath-circ40110-AT3G13200,ath-miR414
ath-circ40140-AT3G13380,ath-miR405a
ath-circ40140-AT3G13380,ath-miR414
ath-circ40313-AT3G13480,ath-miR414
ath-circ40836--,ath-miR415
ath-circ40925-AT3G14770,ath-miR172a
ath-circ41512-AT3G15980,ath-miR838
ath-circ41512-AT3G15980,ath-miR838
ath-circ41677-AT3G16400,ath-miR5021
ath-circ41679-AT3G16420,ath-miR415
ath-circ41680-AT3G16460,ath-miR400
ath-circ41681-AT3G16400,ath-miR5021
ath-circ41684-AT3G16410,ath-miR5021
ath-circ41685-AT3G16400,ath-miR5021
ath-circ41686-AT3G16480,ath-miR400
ath-circ41689-AT3G16450,ath-miR415
ath-circ41698-AT3G16460,ath-miR400
ath-circ41705-AT3G16430,ath-miR842
ath-circ41707-AT3G16460,ath-miR400
ath-circ41710-AT3G16430,ath-miR842
ath-circ41711-AT3G16460,ath-miR400
ath-circ41713-AT3G16430,ath-miR842
ath-circ41715-AT3G16430,ath-miR842
ath-circ41718-AT3G16440,ath-miR842
ath-circ41720-AT3G16460,ath-miR400
ath-circ41733-AT3G16460,ath-miR400
ath-circ41804-AT3G17010,ath-miR161.2
ath-circ41804-AT3G17010,ath-miR161.2
ath-circ41862-AT3G17185,ath-miR414
ath-circ41862-AT3G17185,ath-miR414
ath-circ41863--,ath-miR4243
ath-circ41864--,ath-miR4243
ath-circ42089-AT3G17160,ath-miR414
ath-circ42089-AT3G17160,ath-miR414
ath-circ42090-AT3G17160,ath-miR414
ath-circ42090-AT3G17160,ath-miR414
ath-circ42091-AT3G17160,ath-miR414
ath-circ42091-AT3G17160,ath-miR414
ath-circ42092-AT3G17160,ath-miR414
ath-circ42092-AT3G17160,ath-miR414
ath-circ42093-AT3G17160,ath-miR414
ath-circ42093-AT3G17160,ath-miR414
ath-circ42247-AT3G17740,ath-miR1888a
ath-circ42521-AT3G18520,ath-miR414
ath-circ42521-AT3G18520,ath-miR414
ath-circ42836-AT3G19450,ath-miR1886.1
ath-circ43128--,ath-miR8170-3p
ath-circ43128--,ath-miR8170-3p
ath-circ43328-AT3G21000,ath-miR169a-5p
ath-circ43328-AT3G21000,ath-miR169b-5p
ath-circ43353-AT3G20870,ath-miR859
ath-circ43371-AT3G20935,ath-miR832-3p
ath-circ43372-AT3G20950,ath-miR399a
ath-circ43551-AT3G21720,ath-miR399a
ath-circ43679-AT3G22121,ath-miR5021
ath-circ43679-AT3G22121,ath-miR5021
ath-circ43691-AT3G22121,ath-miR5021
ath-circ43691-AT3G22121,ath-miR5021
ath-circ43785-AT3G22330,ath-miR838
ath-circ43789-AT3G22330,ath-miR838
ath-circ43791-AT3G22330,ath-miR838
ath-circ43897--,ath-miR5022
ath-circ43937-AT3G23050,ath-miR8177
ath-circ44068-AT3G23530,ath-miR5658
ath-circ44069-AT3G23530,ath-miR5658
ath-circ44071-AT3G23480,ath-miR5658
ath-circ44235--,ath-miR5634
ath-circ44242-AT3G23810,ath-miR172d-5p
ath-circ44242-AT3G23810,ath-miR172d-5p
ath-circ44243-AT3G23810,ath-miR172d-5p
ath-circ44243-AT3G23810,ath-miR172d-5p
ath-circ44267-AT3G23910,ath-miR414
ath-circ44267-AT3G23910,ath-miR414
ath-circ44268-AT3G23910,ath-miR414
ath-circ44268-AT3G23910,ath-miR414
ath-circ44684-AT3G25013,ath-miR414
ath-circ44761--,ath-miR5658
ath-circ44761--,ath-miR5658
ath-circ44973--,ath-miR400
ath-circ45166-AT3G26740,ath-miR5658
ath-circ45166-AT3G26740,ath-miR5658
ath-circ45180-AT3G26840,ath-miR857
ath-circ45297--,ath-miR447a.2-3p
ath-circ45340-AT3G27310,ath-miR5021
ath-circ45340-AT3G27310,ath-miR5021
ath-circ45524-AT3G28050,ath-miR5665
ath-circ45543-AT3G28100,ath-miR400
ath-circ45564-AT3G28390,ath-miR5019
ath-circ45565-AT3G28380,ath-miR5019
ath-circ45604-AT3G28650,ath-miR407
ath-circ45690-AT3G28810,ath-miR835-5p
ath-circ45690-AT3G28810,ath-miR1888a
ath-circ45698-AT3G28980,ath-miR171c-5p
ath-circ45698-AT3G28980,ath-miR414
ath-circ45699-AT3G28810,ath-miR835-5p
ath-circ45699-AT3G28810,ath-miR1888a
ath-circ45700-AT3G28980,ath-miR171c-5p
ath-circ45700-AT3G28980,ath-miR414
ath-circ45701-AT3G28980,ath-miR171c-5p
ath-circ45701-AT3G28980,ath-miR414
ath-circ45703-AT3G28980,ath-miR171c-5p
ath-circ45703-AT3G28980,ath-miR414
ath-circ45901-AT3G30210,ath-miR858a
ath-circ45949--,ath-miR415
ath-circ45949--,ath-miR415
ath-circ46087-AT3G43590,ath-miR403-5p
ath-circ46087-AT3G43590,ath-miR5014a-5p
ath-circ46088-AT3G43590,ath-miR403-5p
ath-circ46088-AT3G43590,ath-miR5014a-5p
ath-circ46148-AT3G44150,ath-miR779.2
ath-circ46148-AT3G44150,ath-miR779.2
ath-circ46150-AT3G44010,ath-miR855
ath-circ46150-AT3G44010,ath-miR855
ath-circ46152-AT3G44010,ath-miR855
ath-circ46152-AT3G44010,ath-miR855
ath-circ46153-AT3G44010,ath-miR855
ath-circ46153-AT3G44010,ath-miR855
ath-circ46240-AT3G44320,ath-miR158a-5p
ath-circ46241-AT3G44310,ath-miR5021
ath-circ46242-AT3G44320,ath-miR158a-5p
ath-circ46245-AT3G44310,ath-miR5021
ath-circ46246-AT3G44320,ath-miR158a-5p
ath-circ46268-AT3G44320,ath-miR158a-5p
ath-circ46272-AT3G44320,ath-miR158a-5p
ath-circ46307-AT3G44480,ath-miR824-5p
ath-circ46307-AT3G44480,ath-miR849
ath-circ46308-AT3G44480,ath-miR865-5p
ath-circ46308-AT3G44480,ath-miR849
ath-circ46309-AT3G44480,ath-miR865-5p
ath-circ46309-AT3G44480,ath-miR849
ath-circ46318-AT3G44560,ath-miR407
ath-circ46319-AT3G44560,ath-miR407
ath-circ46333-AT3G44670,ath-miR5025
ath-circ46333-AT3G44670,ath-miR8166
ath-circ46334-AT3G44630,ath-miR5025
ath-circ46334-AT3G44630,ath-miR8166
ath-circ46336-AT3G44630,ath-miR5025
ath-circ46336-AT3G44630,ath-miR8166
ath-circ46338-AT3G44670,ath-miR5025
ath-circ46338-AT3G44670,ath-miR8166
ath-circ46340-AT3G44670,ath-miR5025
ath-circ46340-AT3G44670,ath-miR8166
ath-circ46344-AT3G44670,ath-miR5025
ath-circ46344-AT3G44670,ath-miR8166
ath-circ46345-AT3G44680,ath-miR5998a
ath-circ46345-AT3G44680,ath-miR5998a
ath-circ46375-AT3G44800,ath-miR390a-3p
ath-circ46375-AT3G44800,ath-miR845b
ath-circ46379-AT3G44860,ath-miR163
ath-circ46379-AT3G44860,ath-miR163
ath-circ46380-AT3G44860,ath-miR163
ath-circ46380-AT3G44860,ath-miR163
ath-circ46385-AT3G44870,ath-miR163
ath-circ46385-AT3G44870,ath-miR163
ath-circ46511--,ath-miR5648-5p
ath-circ46512--,ath-miR5648-5p
ath-circ46539-AT3G45710,ath-miR852
ath-circ46606-AT3G46030,ath-miR829-5p
ath-circ46701-AT3G46270,ath-miR5666
ath-circ46874-AT3G47290,ath-miR781a
ath-circ46874-AT3G47290,ath-miR2933a
ath-circ46875-AT3G47290,ath-miR781a
ath-circ46875-AT3G47290,ath-miR2933a
ath-circ47040-AT3G47910,ath-miR825
ath-circ47125-AT3G48057,ath-miR829-3p.2
ath-circ47125-AT3G48057,ath-miR843
ath-circ47128-AT3G48360,ath-miR156b-3p
ath-circ47128-AT3G48360,ath-miR396a-3p
ath-circ47300-AT3G48430,ath-miR414
ath-circ47300-AT3G48430,ath-miR414
ath-circ47407-AT3G48800,ath-miR472-3p
ath-circ47408-AT3G48800,ath-miR472-3p
ath-circ47414-AT3G49010,ath-miR407
ath-circ47414-AT3G49010,ath-miR837-5p
ath-circ47474-AT3G49010,ath-miR837-3p
ath-circ47474-AT3G49010,ath-miR5662
ath-circ47475-AT3G49010,ath-miR837-3p
ath-circ47475-AT3G49010,ath-miR5662
ath-circ47513-AT3G49010,ath-miR5662
ath-circ47513-AT3G49010,ath-miR5662
ath-circ47562-AT3G49120,ath-miR5999
ath-circ47563-AT3G49120,ath-miR5999
ath-circ47613-AT3G49310,ath-miR4227
ath-circ47646-AT3G49430,ath-miR2936
ath-circ47646-AT3G49430,ath-miR2936
ath-circ47648-AT3G49430,ath-miR2936
ath-circ47648-AT3G49430,ath-miR2936
ath-circ47651--,ath-miR5658
ath-circ47651--,ath-miR5658
ath-circ47663-AT3G49870,ath-miR840-3p
ath-circ47663-AT3G49870,ath-miR5021
ath-circ47664-AT3G49796,ath-miR472-5p
ath-circ47664-AT3G49796,ath-miR5021
ath-circ47688-AT3G49601,ath-miR840-3p
ath-circ47824-AT3G50500,ath-miR5649a
ath-circ47824-AT3G50500,ath-miR8165
ath-circ48086-AT3G51830,ath-miR834
ath-circ48086-AT3G51830,ath-miR414
ath-circ48105-AT3G52090,ath-miR156d-3p
ath-circ48105-AT3G52090,ath-miR414
ath-circ48281-AT3G51850,ath-miR5643a
ath-circ48281-AT3G51850,ath-miR5643a
ath-circ48373-AT3G52030,ath-miR865-3p
ath-circ48486-AT3G52535,ath-miR414
ath-circ48486-AT3G52535,ath-miR414
ath-circ49623--,ath-miR851-3p
ath-circ49624--,ath-miR851-3p
ath-circ49625--,ath-miR851-3p
ath-circ49626--,ath-miR851-3p
ath-circ49627--,ath-miR851-3p
ath-circ50065-AT3G56090,ath-miR158a-5p
ath-circ50144-AT3G56190,ath-miR5663-5p
ath-circ50251--,ath-miR414
ath-circ50251--,ath-miR414
ath-circ50252--,ath-miR414
ath-circ50252--,ath-miR414
ath-circ50253--,ath-miR414
ath-circ50253--,ath-miR414
ath-circ50293-AT3G56800,ath-miR5021
ath-circ50419--,ath-miR5021
ath-circ50606-AT3G57610,ath-miR5017-3p
ath-circ50774-AT3G58570,ath-miR835-5p
ath-circ50781-AT3G58570,ath-miR835-5p
ath-circ51263--,ath-miR5658
ath-circ51430-AT3G60600,ath-miR415
ath-circ51451--,ath-miR831-3p
ath-circ51521-AT3G61050,ath-miR861-5p
ath-circ51521-AT3G61050,ath-miR1888a
ath-circ51522-AT3G61050,ath-miR861-5p
ath-circ51522-AT3G61050,ath-miR1888a
ath-circ51523-AT3G61050,ath-miR861-5p
ath-circ51523-AT3G61050,ath-miR1888a
ath-circ51544-AT3G61050,ath-miR5021
ath-circ51546-AT3G61050,ath-miR5021
ath-circ51780-AT3G62030,ath-miR407
ath-circ51780-AT3G62030,ath-miR5021
ath-circ52211-AT3G63340,ath-miR5021
ath-circ52247-AT3G63410,ath-miR5021
ath-circ52247-AT3G63410,ath-miR5021
ath-circ52433-AT4G00290,ath-miR414
ath-circ52433-AT4G00290,ath-miR8183
ath-circ52434-AT4G00290,ath-miR414
ath-circ52434-AT4G00290,ath-miR8183
ath-circ52435-AT4G00260,ath-miR413
ath-circ52435-AT4G00260,ath-miR5021
ath-circ52436-AT4G00260,ath-miR413
ath-circ52436-AT4G00260,ath-miR5021
ath-circ52442-AT4G00270,ath-miR414
ath-circ52639-AT4G01037,ath-miR414
ath-circ52639-AT4G01037,ath-miR414
ath-circ52952--,ath-miR5649a
ath-circ52952--,ath-miR5649a
ath-circ53170-AT4G02510,ath-miR5644
ath-circ53170-AT4G02510,ath-miR5644
ath-circ53447-AT4G02970,ath-miR408-5p
ath-circ53447-AT4G02970,ath-miR415
ath-circ53715-AT4G04570,ath-miR397a
ath-circ53717-AT4G04570,ath-miR5029
ath-circ53738-AT4G04740,ath-miR5016
ath-circ53744-AT4G04740,ath-miR5016
ath-circ53745-AT4G04740,ath-miR5016
ath-circ53761-AT4G04760,ath-miR829-3p.2
ath-circ53909-AT4G05320,ath-miR830-5p
ath-circ53909-AT4G05320,ath-miR5021
ath-circ53910-AT4G05320,ath-miR830-5p
ath-circ53910-AT4G05320,ath-miR5021
ath-circ53911-AT4G05320,ath-miR830-5p
ath-circ53911-AT4G05320,ath-miR5021
ath-circ53912-AT4G05320,ath-miR830-5p
ath-circ53912-AT4G05320,ath-miR5021
ath-circ53920-AT4G05265,ath-miR397a
ath-circ53920-AT4G05265,ath-miR397a
ath-circ53927-AT4G05265,ath-miR397a
ath-circ53927-AT4G05265,ath-miR397a
ath-circ53928-AT4G05265,ath-miR397a
ath-circ53928-AT4G05265,ath-miR397a
ath-circ53929-AT4G05265,ath-miR397a
ath-circ53929-AT4G05265,ath-miR397a
ath-circ53946-AT4G05265,ath-miR397a
ath-circ53946-AT4G05265,ath-miR397a
ath-circ53947-AT4G05265,ath-miR397a
ath-circ53947-AT4G05265,ath-miR397a
ath-circ53949-AT4G05265,ath-miR397a
ath-circ53949-AT4G05265,ath-miR397a
ath-circ53950-AT4G05320,ath-miR830-5p
ath-circ53950-AT4G05320,ath-miR5021
ath-circ53951-AT4G05265,ath-miR397a
ath-circ53951-AT4G05265,ath-miR397a
ath-circ53953-AT4G05320,ath-miR830-5p
ath-circ53953-AT4G05320,ath-miR5021
ath-circ53954-AT4G05320,ath-miR830-5p
ath-circ53954-AT4G05320,ath-miR5021
ath-circ53955-AT4G05320,ath-miR830-5p
ath-circ53955-AT4G05320,ath-miR5021
ath-circ53956-AT4G05265,ath-miR397a
ath-circ53956-AT4G05265,ath-miR397a
ath-circ53985-AT4G05140,ath-miR829-3p.1
ath-circ53994-AT4G05140,ath-miR829-3p.1
ath-circ53998-AT4G05140,ath-miR829-3p.1
ath-circ54685--,ath-miR773b-3p
ath-circ54692-AT4G08500,ath-miR401
ath-circ54692-AT4G08500,ath-miR401
ath-circ54695-AT4G08500,ath-miR401
ath-circ54695-AT4G08500,ath-miR401
ath-circ54705-AT4G08500,ath-miR401
ath-circ54705-AT4G08500,ath-miR401
ath-circ54707-AT4G08500,ath-miR401
ath-circ54707-AT4G08500,ath-miR401
ath-circ54710-AT4G08500,ath-miR401
ath-circ54710-AT4G08500,ath-miR401
ath-circ54711-AT4G08500,ath-miR401
ath-circ54711-AT4G08500,ath-miR401
ath-circ54747-AT4G08870,ath-miR2938
ath-circ54747-AT4G08870,ath-miR2938
ath-circ54749-AT4G08900,ath-miR835-5p
ath-circ54749-AT4G08900,ath-miR405a
ath-circ54750-AT4G08900,ath-miR835-5p
ath-circ54750-AT4G08900,ath-miR405a
ath-circ54754-AT4G08870,ath-miR865-3p
ath-circ54755-AT4G08875,ath-miR156a-3p
ath-circ54755-AT4G08875,ath-miR405a
ath-circ54756-AT4G08870,ath-miR865-3p
ath-circ54760-AT4G08900,ath-miR835-5p
ath-circ54760-AT4G08900,ath-miR405a
ath-circ54761-AT4G08875,ath-miR156a-3p
ath-circ54761-AT4G08875,ath-miR405a
ath-circ54765-AT4G08870,ath-miR865-3p
ath-circ55064-AT4G10320,ath-miR415
ath-circ55134-AT4G10430,ath-miR5021
ath-circ55134-AT4G10430,ath-miR5021
ath-circ55149-AT4G10480,ath-miR414
ath-circ55151--,ath-miR5658
ath-circ55155-AT4G10480,ath-miR414
ath-circ55163-AT4G10590,ath-miR845b
ath-circ55163-AT4G10590,ath-miR845b
ath-circ55165-AT4G10590,ath-miR845b
ath-circ55165-AT4G10590,ath-miR845b
ath-circ55167-AT4G10590,ath-miR845b
ath-circ55167-AT4G10590,ath-miR845b
ath-circ55169-AT4G10590,ath-miR845b
ath-circ55169-AT4G10590,ath-miR845b
ath-circ55301-AT4G11220,ath-miR5658
ath-circ55454-AT4G11850,ath-miR5630a
ath-circ55458-AT4G11850,ath-miR5630a
ath-circ55460-AT4G11850,ath-miR5630a
ath-circ55461-AT4G11850,ath-miR5630a
ath-circ55465-AT4G11850,ath-miR5630a
ath-circ55466-AT4G11850,ath-miR5630a
ath-circ55470-AT4G11850,ath-miR5630a
ath-circ55471-AT4G11850,ath-miR5630a
ath-circ55472-AT4G11850,ath-miR5630a
ath-circ55473-AT4G11850,ath-miR5630a
ath-circ55621-AT4G12610,ath-miR414
ath-circ55621-AT4G12610,ath-miR414
ath-circ55737-AT4G12960,ath-miR5016
ath-circ55737-AT4G12960,ath-miR8177
ath-circ55742-AT4G12960,ath-miR5016
ath-circ55742-AT4G12960,ath-miR8177
ath-circ55743-AT4G12960,ath-miR5016
ath-circ55743-AT4G12960,ath-miR8177
ath-circ55745-AT4G12960,ath-miR5016
ath-circ55745-AT4G12960,ath-miR8177
ath-circ55746-AT4G12960,ath-miR5016
ath-circ55746-AT4G12960,ath-miR8177
ath-circ55801-AT4G13150,ath-miR5020c
ath-circ55838-AT4G13300,ath-miR5633
ath-circ55838-AT4G13300,ath-miR841a-3p
ath-circ55962-AT4G13530,ath-miR5012
ath-circ56106-AT4G13880,ath-miR393b-3p
ath-circ56107-AT4G13930,ath-miR843
ath-circ56107-AT4G13930,ath-miR854a
ath-circ56108-AT4G13930,ath-miR843
ath-circ56108-AT4G13930,ath-miR854a
ath-circ56116--,ath-miR8121
ath-circ56330-AT4G14040,ath-miR859
ath-circ56330-AT4G14040,ath-miR859
ath-circ56334-AT4G14040,ath-miR859
ath-circ56334-AT4G14040,ath-miR859
ath-circ56419-AT4G14270,ath-miR831-3p
ath-circ56420-AT4G14270,ath-miR831-3p
ath-circ56421-AT4G14270,ath-miR831-3p
ath-circ56422-AT4G14270,ath-miR831-3p
ath-circ56522-AT4G14400,ath-miR865-5p
ath-circ56523-AT4G14400,ath-miR865-5p
ath-circ56525--,ath-miR5634
ath-circ56797-AT4G15230,ath-miR2934-3p
ath-circ56801-AT4G15236,ath-miR826a
ath-circ56803-AT4G15236,ath-miR826a
ath-circ56804-AT4G15236,ath-miR826a
ath-circ56937--,ath-miR156i
ath-circ57017-AT4G16130,ath-miR5595a
ath-circ57359-AT4G16915,ath-miR447c-3p
ath-circ57359-AT4G16915,ath-miR447c-3p
ath-circ57360-AT4G16890,ath-miR5021
ath-circ57360-AT4G16890,ath-miR5021
ath-circ57362-AT4G16890,ath-miR5021
ath-circ57362-AT4G16890,ath-miR5021
ath-circ57363-AT4G16920,ath-miR774a
ath-circ57363-AT4G16920,ath-miR773a
ath-circ57364-AT4G16950,ath-miR414
ath-circ57364-AT4G16950,ath-miR773a
ath-circ57365-AT4G16900,ath-miR774a
ath-circ57365-AT4G16900,ath-miR773a
ath-circ57366-AT4G16950,ath-miR414
ath-circ57366-AT4G16950,ath-miR773a
ath-circ57367-AT4G16890,ath-miR5021
ath-circ57367-AT4G16890,ath-miR5021
ath-circ57368-AT4G16920,ath-miR774a
ath-circ57368-AT4G16920,ath-miR773a
ath-circ57369-AT4G16950,ath-miR414
ath-circ57369-AT4G16950,ath-miR773a
ath-circ57370-AT4G16920,ath-miR774a
ath-circ57370-AT4G16920,ath-miR773a
ath-circ57371-AT4G16920,ath-miR774a
ath-circ57371-AT4G16920,ath-miR773a
ath-circ57372-AT4G16950,ath-miR414
ath-circ57372-AT4G16950,ath-miR773a
ath-circ57381-AT4G16920,ath-miR774a
ath-circ57381-AT4G16920,ath-miR773a
ath-circ57382-AT4G16950,ath-miR414
ath-circ57382-AT4G16950,ath-miR773a
ath-circ57384-AT4G16920,ath-miR774a
ath-circ57384-AT4G16920,ath-miR773a
ath-circ57385-AT4G16950,ath-miR414
ath-circ57385-AT4G16950,ath-miR773a
ath-circ57387-AT4G16950,ath-miR414
ath-circ57387-AT4G16950,ath-miR5021
ath-circ57391-AT4G16940,ath-miR414
ath-circ57392-AT4G16960,ath-miR414
ath-circ57392-AT4G16960,ath-miR414
ath-circ57393-AT4G16940,ath-miR414
ath-circ57393-AT4G16940,ath-miR5021
ath-circ57396-AT4G16950,ath-miR414
ath-circ57396-AT4G16950,ath-miR5021
ath-circ57397-AT4G16950,ath-miR5021
ath-circ57397-AT4G16950,ath-miR5021
ath-circ57583-AT4G17310,ath-miR863-3p
ath-circ57610--,ath-miR2937
ath-circ57611--,ath-miR2937
ath-circ57841-AT4G18510,ath-miR414
ath-circ57841-AT4G18510,ath-miR414
ath-circ57843-AT4G18510,ath-miR414
ath-circ57843-AT4G18510,ath-miR414
ath-circ57950-AT4G18692,ath-miR393a-5p
ath-circ57950-AT4G18692,ath-miR846-5p
ath-circ57970-AT4G18710,ath-miR5649a
ath-circ57975-AT4G18710,ath-miR5649a
ath-circ58525-AT4G20280,ath-miR870-5p
ath-circ58630--,ath-miR5658
ath-circ58630--,ath-miR5658
ath-circ58718-AT4G20920,ath-miR5017-3p
ath-circ58957-AT4G21540,ath-miR5641
ath-circ58957-AT4G21540,ath-miR5641
ath-circ58990-AT4G21600,ath-miR5658
ath-circ58990-AT4G21600,ath-miR169a-5p
ath-circ59120-AT4G22360,ath-miR415
ath-circ59120-AT4G22360,ath-miR415
ath-circ59122-AT4G21910,ath-miR156h
ath-circ59123-AT4G21910,ath-miR156h
ath-circ59224-AT4G22350,ath-miR414
ath-circ59224-AT4G22350,ath-miR156i
ath-circ59227-AT4G22350,ath-miR414
ath-circ59227-AT4G22350,ath-miR156i
ath-circ59228-AT4G22350,ath-miR414
ath-circ59228-AT4G22350,ath-miR156i
ath-circ59229-AT4G22410,ath-miR414
ath-circ59229-AT4G22410,ath-miR414
ath-circ59230-AT4G22285,ath-miR414
ath-circ59231-AT4G22350,ath-miR414
ath-circ59231-AT4G22350,ath-miR414
ath-circ59265-AT4G22410,ath-miR414
ath-circ59265-AT4G22410,ath-miR414
ath-circ59276--,ath-miR4243
