circRNA,miRNA
ath-circ539-AT1G02205,ath-miR829-3p.2
ath-circ540-AT1G02205,ath-miR829-3p.2
ath-circ563-AT1G02280,ath-miR5658
ath-circ564-AT1G02280,ath-miR5658
ath-circ598-AT1G02410,ath-miR837-3p
ath-circ706-AT1G02880,ath-miR5021
ath-circ714-AT1G02880,ath-miR5021
ath-circ784-AT1G03060,ath-miR403-3p
ath-circ843-AT1G03190,ath-miR5021
ath-circ843-AT1G03190,ath-miR5021
ath-circ871-AT1G03290,ath-miR5021
ath-circ874-AT1G03360,ath-miR164c-3p
ath-circ902-AT1G03475,ath-miR5654-3p
ath-circ903-AT1G03475,ath-miR5654-3p
ath-circ918-AT1G03590,ath-miR156i
ath-circ919-AT1G03590,ath-miR156i
ath-circ920-AT1G03590,ath-miR156i
ath-circ979-AT1G03910,ath-miR831-3p
ath-circ980-AT1G03910,ath-miR831-3p
ath-circ1099-AT1G04200,ath-miR866-5p
ath-circ1109-AT1G04210,ath-miR408-5p
ath-circ1109-AT1G04210,ath-miR415
ath-circ1403-AT1G04850,ath-miR414
ath-circ1403-AT1G04850,ath-miR414
ath-circ1404-AT1G04850,ath-miR414
ath-circ1404-AT1G04850,ath-miR414
ath-circ1566-AT1G05190,ath-miR5019
ath-circ1567-AT1G05190,ath-miR5019
ath-circ1575-AT1G05230,ath-miR1886.2
ath-circ1613-AT1G05500,ath-miR4245
ath-circ1674-AT1G05780,ath-miR5656
ath-circ1688-AT1G05790,ath-miR868-3p
ath-circ1688-AT1G05790,ath-miR156j
ath-circ1820-AT1G06070,ath-miR5021
ath-circ1821-AT1G06080,ath-miR8182
ath-circ1879-AT1G06200,ath-miR5663-5p
ath-circ1881-AT1G06200,ath-miR5663-5p
ath-circ2140-AT1G06840,ath-miR5643a
ath-circ2184-AT1G06960,ath-miR419
ath-circ2227-AT1G07110,ath-miR774b-5p
ath-circ2229-AT1G07110,ath-miR774b-5p
ath-circ2231-AT1G07110,ath-miR774b-5p
ath-circ2323-AT1G07420,ath-miR5021
ath-circ2333-AT1G07470,ath-miR829-3p.2
ath-circ2336-AT1G07470,ath-miR829-3p.2
ath-circ2364-AT1G07480,ath-miR829-3p.2
ath-circ2366-AT1G07480,ath-miR829-3p.2
ath-circ2405-AT1G07610,ath-miR167c-3p
ath-circ2476-AT1G07810,ath-miR5025
ath-circ2477-AT1G07810,ath-miR5025
ath-circ2663-AT1G08030,ath-miR159b-3p
ath-circ2774-AT1G08300,ath-miR156h
ath-circ2817-AT1G08420,ath-miR854a
ath-circ3022-AT1G08780,ath-miR406
ath-circ3023-AT1G08780,ath-miR406
ath-circ3257-AT1G09140,ath-miR5021
ath-circ3258-AT1G09140,ath-miR5021
ath-circ3285-AT1G09170,ath-miR156h
ath-circ3338-AT1G09230,ath-miR5021
ath-circ3418-AT1G09430,ath-miR831-5p
ath-circ3419-AT1G09430,ath-miR831-5p
ath-circ3420-AT1G09430,ath-miR831-5p
ath-circ3421-AT1G09430,ath-miR831-5p
ath-circ3460-AT1G09570,ath-miR864-3p
ath-circ3534-AT1G09730,ath-miR838
ath-circ3535-AT1G09730,ath-miR838
ath-circ3747-AT1G10310,ath-miR1886.1
ath-circ3840-AT1G10500,ath-miR5025
ath-circ3842-AT1G10500,ath-miR5025
ath-circ3843-AT1G10500,ath-miR5025
ath-circ3862-AT1G10570,ath-miR414
ath-circ3862-AT1G10570,ath-miR414
ath-circ3939-AT1G10760,ath-miR8121
ath-circ3940-AT1G10760,ath-miR8121
ath-circ4065-AT1G10950,ath-miR5020c
ath-circ4104-AT1G11130,ath-miR5020a
ath-circ4123-AT1G11240,ath-miR414
ath-circ4195-AT1G11650,ath-miR8165
ath-circ4217-AT1G11720,ath-miR1888a
ath-circ4469-AT1G12330,ath-miR415
ath-circ4470-AT1G12330,ath-miR415
ath-circ4584-AT1G12760,ath-miR5658
ath-circ4584-AT1G12760,ath-miR5658
ath-circ4637-AT1G12840,ath-miR865-3p
ath-circ4637-AT1G12840,ath-miR865-3p
ath-circ4737-AT1G13270,ath-miR5021
ath-circ4737-AT1G13270,ath-miR5021
ath-circ4791-AT1G13430,ath-miR5658
ath-circ4791-AT1G13430,ath-miR5658
ath-circ4886-AT1G13730,ath-miR5020c
ath-circ4887-AT1G13730,ath-miR413
ath-circ5098-AT1G14510,ath-miR414
ath-circ5166-AT1G14670,ath-miR396a-5p
ath-circ5198-AT1G14710,ath-miR837-3p
ath-circ5201-AT1G14710,ath-miR837-3p
ath-circ5215-AT1G14810,ath-miR3933
ath-circ5216-AT1G14810,ath-miR3933
ath-circ5247-AT1G14840,ath-miR829-5p
ath-circ5290-AT1G15050,ath-miR408-5p
ath-circ5383-AT1G15240,ath-miR414
ath-circ5496-AT1G15380,ath-miR419
ath-circ5497-AT1G15380,ath-miR419
ath-circ5499-AT1G15380,ath-miR419
ath-circ5500-AT1G15400,ath-miR5021
ath-circ5501-AT1G15400,ath-miR5021
ath-circ5502-AT1G15400,ath-miR5021
ath-circ5504-AT1G15400,ath-miR5021
ath-circ5505-AT1G15400,ath-miR5021
ath-circ5506-AT1G15400,ath-miR5021
ath-circ5851-AT1G16300,ath-miR773b-3p
ath-circ5893-AT1G16470,ath-miR5632-3p
ath-circ5894-AT1G16470,ath-miR5632-3p
ath-circ5896-AT1G16470,ath-miR5632-3p
ath-circ5901-AT1G16470,ath-miR5632-3p
ath-circ5904-AT1G16470,ath-miR5632-3p
ath-circ6156-AT1G17130,ath-miR414
ath-circ6157-AT1G17130,ath-miR414
ath-circ6357-AT1G17580,ath-miR5655
ath-circ6409-AT1G17690,ath-miR414
ath-circ6409-AT1G17690,ath-miR414
ath-circ6414-AT1G17690,ath-miR414
ath-circ6414-AT1G17690,ath-miR414
ath-circ6439-AT1G17730,ath-miR400
ath-circ6439-AT1G17730,ath-miR400
ath-circ6719-AT1G18370,ath-miR779.2
ath-circ6721-AT1G18370,ath-miR779.2
ath-circ6817-AT1G18660,ath-miR1886.1
ath-circ6819-AT1G18660,ath-miR1886.1
ath-circ6820-AT1G18660,ath-miR1886.1
ath-circ6823-AT1G18660,ath-miR1886.1
ath-circ6863-AT1G18730,ath-miR5021
ath-circ6865-AT1G18730,ath-miR5021
ath-circ6866-AT1G18730,ath-miR5021
ath-circ6874-AT1G18800,ath-miR414
ath-circ6875-AT1G18800,ath-miR414
ath-circ6962-AT1G19270,ath-miR850
ath-circ6963-AT1G19270,ath-miR850
ath-circ7011-AT1G19450,ath-miR835-3p
ath-circ7012-AT1G19450,ath-miR835-3p
ath-circ7023-AT1G19490,ath-miR838
ath-circ7054-AT1G19650,ath-miR855
ath-circ7106-AT1G19835,ath-miR5021
ath-circ7106-AT1G19835,ath-miR5021
ath-circ7140-AT1G19980,ath-miR5021
ath-circ7143-AT1G20010,ath-miR829-5p
ath-circ7143-AT1G20010,ath-miR829-5p
ath-circ7144-AT1G20010,ath-miR829-5p
ath-circ7144-AT1G20010,ath-miR829-5p
ath-circ7265-AT1G20225,ath-miR169g-3p
ath-circ7480-AT1G20696,ath-miR414
ath-circ7496-AT1G20696,ath-miR414
ath-circ7497-AT1G20696,ath-miR414
ath-circ7505-AT1G20696,ath-miR5021
ath-circ7517-AT1G20760,ath-miR5021
ath-circ7518-AT1G20760,ath-miR5021
ath-circ7618-AT1G21060,ath-miR172a
ath-circ7673-AT1G21160,ath-miR838
ath-circ7786-AT1G21440,ath-miR415
ath-circ7882-AT1G21650,ath-miR5021
ath-circ7910-AT1G21730,ath-miR869.2
ath-circ8009-AT1G22070,ath-miR156d-3p
ath-circ8026-AT1G22180,ath-miR867
ath-circ8072-AT1G22400,ath-miR5017-5p
ath-circ8161-AT1G22710,ath-miR4243
ath-circ8162-AT1G22710,ath-miR4243
ath-circ8206-AT1G22850,ath-miR5658
ath-circ8206-AT1G22850,ath-miR5658
ath-circ8279-AT1G23090,ath-miR826a
ath-circ8280-AT1G23090,ath-miR826a
ath-circ8432-AT1G23360,ath-miR831-5p
ath-circ8574-AT1G24050,ath-miR165a-5p
ath-circ8575-AT1G24050,ath-miR165a-5p
ath-circ8581-AT1G24070,ath-miR5636
ath-circ8633-AT1G24300,ath-miR774a
ath-circ8655-AT1G24360,ath-miR398a-5p
ath-circ8658-AT1G24360,ath-miR398a-5p
ath-circ8659-AT1G24360,ath-miR398a-5p
ath-circ8660-AT1G24360,ath-miR398a-5p
ath-circ8794-AT1G25220,ath-miR5634
ath-circ8795-AT1G25220,ath-miR5634
ath-circ8837-AT1G25350,ath-miR833a-3p
ath-circ8838-AT1G25350,ath-miR833a-3p
ath-circ8869-AT1G25470,ath-miR5641
ath-circ8920-AT1G26110,ath-miR2937
ath-circ9032-AT1G26550,ath-miR1886.2
ath-circ9049-AT1G26620,ath-miR5663-3p
ath-circ9112-AT1G26880,ath-miR5021
ath-circ9112-AT1G26880,ath-miR5021
ath-circ9120-AT1G26880,ath-miR5021
ath-circ9120-AT1G26880,ath-miR5021
ath-circ9167-AT1G27150,ath-miR415
ath-circ9297-AT1G27595,ath-miR5665
ath-circ9387-AT1G27840,ath-miR5641
ath-circ9406-AT1G27910,ath-miR158b
ath-circ9408-AT1G27910,ath-miR158b
ath-circ9784-AT1G29170,ath-miR5656
ath-circ9784-AT1G29170,ath-miR5656
ath-circ9785-AT1G29170,ath-miR5656
ath-circ9785-AT1G29170,ath-miR5656
ath-circ9925-AT1G29810,ath-miR419
ath-circ9925-AT1G29810,ath-miR419
ath-circ9955-AT1G29890,ath-miR156i
ath-circ9955-AT1G29890,ath-miR156i
ath-circ10196-AT1G30270,ath-miR5021
ath-circ10218-AT1G30320,ath-miR415
ath-circ10256-AT1G30400,ath-miR5648-5p
ath-circ10265-AT1G30400,ath-miR5648-5p
ath-circ10266-AT1G30400,ath-miR830-5p
ath-circ10272-AT1G30400,ath-miR830-5p
ath-circ10273-AT1G30400,ath-miR830-5p
ath-circ10277-AT1G30400,ath-miR830-5p
ath-circ10472-AT1G30690,ath-miR5020a
ath-circ10500-AT1G30820,ath-miR414
ath-circ10524-AT1G30970,ath-miR855
ath-circ10531-AT1G31070,ath-miR5021
ath-circ10531-AT1G31070,ath-miR5021
ath-circ10680-AT1G31650,ath-miR4221
ath-circ10998-AT1G32470,ath-miR4239
ath-circ11024-AT1G32490,ath-miR414
ath-circ11024-AT1G32490,ath-miR414
ath-circ11078-AT1G32870,ath-miR414
ath-circ11133-AT1G33120,ath-miR5630a
ath-circ11133-AT1G33120,ath-miR5630a
ath-circ11165-AT1G33240,ath-miR854a
ath-circ11165-AT1G33240,ath-miR5021
ath-circ11253-AT1G33910,ath-miR3932b-5p
ath-circ11261-AT1G33980,ath-miR5021
ath-circ11282-AT1G34020,ath-miR5655
ath-circ11355-AT1G34360,ath-miR829-3p.1
ath-circ11873-AT1G43900,ath-miR8166
ath-circ11873-AT1G43900,ath-miR8166
ath-circ11955-AT1G44770,ath-miR5997
ath-circ11965-AT1G44790,ath-miR156a-5p
ath-circ11965-AT1G44790,ath-miR156g
ath-circ12081-AT1G45201,ath-miR3440b-5p
ath-circ12081-AT1G45201,ath-miR5021
ath-circ12116-AT1G45474,ath-miR3932a
ath-circ12118-AT1G45474,ath-miR3932a
ath-circ12207-AT1G47530,ath-miR158a-3p
ath-circ12208-AT1G47530,ath-miR158a-3p
ath-circ12228-AT1G47550,ath-miR414
ath-circ12236-AT1G47560,ath-miR415
ath-circ12391-AT1G48410,ath-miR156a-5p
ath-circ12391-AT1G48410,ath-miR156g
ath-circ12392-AT1G48410,ath-miR156a-5p
ath-circ12392-AT1G48410,ath-miR156g
ath-circ12394-AT1G48410,ath-miR156a-5p
ath-circ12394-AT1G48410,ath-miR156g
ath-circ12432-AT1G48430,ath-miR162a-3p
ath-circ12489-AT1G48500,ath-miR169h
ath-circ12793-AT1G49475,ath-miR165a-3p
ath-circ12853-AT1G49710,ath-miR854a
ath-circ12878-AT1G49910,ath-miR158a-3p
ath-circ12878-AT1G49910,ath-miR158a-3p
ath-circ12930-AT1G50030,ath-miR5664
ath-circ13418-AT1G51720,ath-miR1886.1
ath-circ13419-AT1G51720,ath-miR1886.1
ath-circ13421-AT1G51720,ath-miR1886.1
ath-circ13528-AT1G52100,ath-miR842
ath-circ13528-AT1G52100,ath-miR842
ath-circ13542-AT1G52190,ath-miR5019
ath-circ13611-AT1G52370,ath-miR5021
ath-circ13827-AT1G52980,ath-miR1886.1
ath-circ13835-AT1G53000,ath-miR5021
ath-circ13836-AT1G53000,ath-miR5021
ath-circ13865-AT1G53160,ath-miR156a-5p
ath-circ13865-AT1G53160,ath-miR156a-5p
ath-circ13866-AT1G53160,ath-miR156a-5p
ath-circ13866-AT1G53160,ath-miR156a-5p
ath-circ13867-AT1G53160,ath-miR156a-5p
ath-circ13867-AT1G53160,ath-miR156a-5p
ath-circ13868-AT1G53160,ath-miR156a-5p
ath-circ13868-AT1G53160,ath-miR156a-5p
ath-circ13869-AT1G53160,ath-miR156a-5p
ath-circ13869-AT1G53160,ath-miR156a-5p
ath-circ13871-AT1G53160,ath-miR156a-5p
ath-circ13871-AT1G53160,ath-miR156a-5p
ath-circ13872-AT1G53160,ath-miR156a-5p
ath-circ13872-AT1G53160,ath-miR156a-5p
ath-circ13873-AT1G53160,ath-miR156a-5p
ath-circ13873-AT1G53160,ath-miR156a-5p
ath-circ13874-AT1G53160,ath-miR156a-5p
ath-circ13874-AT1G53160,ath-miR156a-5p
ath-circ13875-AT1G53160,ath-miR156a-5p
ath-circ13875-AT1G53160,ath-miR156a-5p
ath-circ13876-AT1G53160,ath-miR156a-5p
ath-circ13876-AT1G53160,ath-miR156a-5p
ath-circ13878-AT1G53160,ath-miR156a-5p
ath-circ13878-AT1G53160,ath-miR156a-5p
ath-circ13879-AT1G53160,ath-miR156a-5p
ath-circ13879-AT1G53160,ath-miR156a-5p
ath-circ13880-AT1G53160,ath-miR156a-5p
ath-circ13880-AT1G53160,ath-miR156a-5p
ath-circ13881-AT1G53160,ath-miR156a-5p
ath-circ13881-AT1G53160,ath-miR156a-5p
ath-circ13882-AT1G53160,ath-miR156a-5p
ath-circ13882-AT1G53160,ath-miR156a-5p
ath-circ13883-AT1G53160,ath-miR156a-5p
ath-circ13883-AT1G53160,ath-miR156a-5p
ath-circ13884-AT1G53160,ath-miR156a-5p
ath-circ13884-AT1G53160,ath-miR156a-5p
ath-circ13885-AT1G53160,ath-miR156a-5p
ath-circ13885-AT1G53160,ath-miR156a-5p
ath-circ13886-AT1G53160,ath-miR156a-5p
ath-circ13886-AT1G53160,ath-miR156a-5p
ath-circ13887-AT1G53160,ath-miR156a-5p
ath-circ13887-AT1G53160,ath-miR156a-5p
ath-circ13888-AT1G53160,ath-miR156a-5p
ath-circ13888-AT1G53160,ath-miR156a-5p
ath-circ13889-AT1G53160,ath-miR156a-5p
ath-circ13889-AT1G53160,ath-miR156a-5p
ath-circ13891-AT1G53160,ath-miR156a-5p
ath-circ13891-AT1G53160,ath-miR156a-5p
ath-circ13893-AT1G53160,ath-miR156a-5p
ath-circ13893-AT1G53160,ath-miR156a-5p
ath-circ13894-AT1G53160,ath-miR156a-5p
ath-circ13894-AT1G53160,ath-miR156a-5p
ath-circ13895-AT1G53160,ath-miR156a-5p
ath-circ13895-AT1G53160,ath-miR156a-5p
ath-circ13896-AT1G53160,ath-miR156a-5p
ath-circ13896-AT1G53160,ath-miR156a-5p
ath-circ13922-AT1G53210,ath-miR852
ath-circ13929-AT1G53240,ath-miR829-3p.2
ath-circ13932-AT1G53240,ath-miR829-3p.2
ath-circ13934-AT1G53240,ath-miR829-3p.2
ath-circ14030-AT1G53560,ath-miR854a
ath-circ14030-AT1G53560,ath-miR854a
ath-circ14184-AT1G54030,ath-miR837-3p
ath-circ14255-AT1G54170,ath-miR863-5p
ath-circ14356-AT1G54380,ath-miR406
ath-circ14475-AT1G54630,ath-miR5632-3p
ath-circ14477-AT1G54630,ath-miR5632-3p
ath-circ14514-AT1G54780,ath-miR5641
ath-circ14686-AT1G55490,ath-miR833b
ath-circ14686-AT1G55490,ath-miR833b
ath-circ14696-AT1G55490,ath-miR833b
ath-circ14696-AT1G55490,ath-miR833b
ath-circ14702-AT1G55490,ath-miR833b
ath-circ14702-AT1G55490,ath-miR833b
ath-circ14706-AT1G55490,ath-miR833b
ath-circ14706-AT1G55490,ath-miR833b
ath-circ14746-AT1G55680,ath-miR5017-3p
ath-circ14747-AT1G55680,ath-miR5017-3p
ath-circ14866-AT1G55960,ath-miR5021
ath-circ14874-AT1G55980,ath-miR5658
ath-circ14879-AT1G56045,ath-miR5021
ath-circ14880-AT1G56045,ath-miR5021
ath-circ15114-AT1G56460,ath-miR414
ath-circ15137-AT1G56500,ath-miR2934-5p
ath-circ15140-AT1G56500,ath-miR2934-5p
ath-circ15159-AT1G56510,ath-miR405a
ath-circ15205-AT1G57570,ath-miR846-3p
ath-circ15205-AT1G57570,ath-miR846-3p
ath-circ15286-AT1G58060,ath-miR396b-3p
ath-circ15287-AT1G58060,ath-miR396b-3p
ath-circ15389-AT1G58360,ath-miR5017-3p
ath-circ15420-AT1G58602,ath-miR838
ath-circ15471-AT1G59610,ath-miR5658
ath-circ15474-AT1G59610,ath-miR5658
ath-circ15476-AT1G59610,ath-miR5658
ath-circ15477-AT1G59610,ath-miR5658
ath-circ15527-AT1G59820,ath-miR156i
ath-circ15529-AT1G59820,ath-miR156i
ath-circ15530-AT1G59820,ath-miR156i
ath-circ15576-AT1G59890,ath-miR5633
ath-circ15576-AT1G59890,ath-miR5633
ath-circ15636-AT1G60070,ath-miR846-3p
ath-circ15643-AT1G60070,ath-miR846-3p
ath-circ15644-AT1G60070,ath-miR846-3p
ath-circ15645-AT1G60070,ath-miR846-3p
ath-circ15658-AT1G60140,ath-miR396a-5p
ath-circ15658-AT1G60140,ath-miR396a-5p
ath-circ15702-AT1G60430,ath-miR5020b
ath-circ15883-AT1G60940,ath-miR5658
ath-circ15883-AT1G60940,ath-miR5658
ath-circ15896-AT1G60990,ath-miR414
ath-circ15949-AT1G61140,ath-miR5998a
ath-circ15950-AT1G61140,ath-miR5998a
ath-circ15976-AT1G61210,ath-miR1886.1
ath-circ15976-AT1G61210,ath-miR1886.1
ath-circ16080-AT1G61580,ath-miR156a-5p
ath-circ16083-AT1G61580,ath-miR156a-5p
ath-circ16174-AT1G62020,ath-miR5021
ath-circ16287-AT1G62780,ath-miR5664
ath-circ16287-AT1G62780,ath-miR5664
ath-circ16320-AT1G62960,ath-miR5021
ath-circ16320-AT1G62960,ath-miR5021
ath-circ16335-AT1G63010,ath-miR827
ath-circ16450-AT1G63700,ath-miR415
ath-circ16451-AT1G63700,ath-miR415
ath-circ16495-AT1G63770,ath-miR2936
ath-circ16527-AT1G63830,ath-miR830-5p
ath-circ16528-AT1G63830,ath-miR830-5p
ath-circ16548-AT1G63900,ath-miR5999
ath-circ16595-AT1G63980,ath-miR414
ath-circ16595-AT1G63980,ath-miR414
ath-circ16630-AT1G64150,ath-miR835-3p
ath-circ16692-AT1G64430,ath-miR5658
ath-circ16692-AT1G64430,ath-miR5658
ath-circ16693-AT1G64430,ath-miR5658
ath-circ16693-AT1G64430,ath-miR5658
ath-circ16694-AT1G64430,ath-miR5658
ath-circ16694-AT1G64430,ath-miR5658
ath-circ16695-AT1G64430,ath-miR5658
ath-circ16695-AT1G64430,ath-miR5658
ath-circ16705-AT1G64500,ath-miR414
ath-circ16705-AT1G64500,ath-miR414
ath-circ16768-AT1G64710,ath-miR5021
ath-circ16943-AT1G65260,ath-miR5021
ath-circ17004-AT1G65370,ath-miR5655
ath-circ17055-AT1G65440,ath-miR414
ath-circ17055-AT1G65440,ath-miR414
ath-circ17074-AT1G65470,ath-miR414
ath-circ17074-AT1G65470,ath-miR414
ath-circ17076-AT1G65480,ath-miR5665
ath-circ17166-AT1G65900,ath-miR5021
ath-circ17170-AT1G65920,ath-miR5021
ath-circ17170-AT1G65920,ath-miR5021
ath-circ17215-AT1G65960,ath-miR864-3p
ath-circ17215-AT1G65960,ath-miR5014a-5p
ath-circ17218-AT1G65960,ath-miR5651
ath-circ17218-AT1G65960,ath-miR5014a-5p
ath-circ17227-AT1G65980,ath-miR5021
ath-circ17228-AT1G65980,ath-miR5021
ath-circ17229-AT1G65980,ath-miR5021
ath-circ17233-AT1G65985,ath-miR5648-3p
ath-circ17233-AT1G65985,ath-miR5648-3p
ath-circ17282-AT1G66240,ath-miR5020a
ath-circ17309-AT1G66270,ath-miR3434-5p
ath-circ17406-AT1G66660,ath-miR5997
ath-circ17407-AT1G66660,ath-miR5997
ath-circ17528-AT1G67120,ath-miR164b-3p
ath-circ17532-AT1G67120,ath-miR5658
ath-circ17554-AT1G67140,ath-miR413
ath-circ17571-AT1G67230,ath-miR838
ath-circ17646-AT1G67410,ath-miR5021
ath-circ17646-AT1G67410,ath-miR5021
ath-circ17770-AT1G67800,ath-miR158a-5p
ath-circ17898-AT1G68200,ath-miR4239
ath-circ17904-AT1G68290,ath-miR869.2
ath-circ17969-AT1G68550,ath-miR5021
ath-circ18020-AT1G68820,ath-miR447c-3p
ath-circ18101-AT1G69080,ath-miR1888a
ath-circ18157-AT1G69360,ath-miR414
ath-circ18157-AT1G69360,ath-miR414
ath-circ18258-AT1G69770,ath-miR823
ath-circ18258-AT1G69770,ath-miR823
ath-circ18312-AT1G69935,ath-miR414
ath-circ18312-AT1G69935,ath-miR414
ath-circ18593-AT1G70700,ath-miR169a-5p
ath-circ19012-AT1G70950,ath-miR773b-3p
ath-circ19102-AT1G71340,ath-miR5641
ath-circ19102-AT1G71340,ath-miR5641
ath-circ19358-AT1G72390,ath-miR864-3p
ath-circ19456-AT1G72550,ath-miR830-3p
ath-circ19458-AT1G72550,ath-miR830-3p
ath-circ19458-AT1G72550,ath-miR858a
ath-circ19615-AT1G73300,ath-miR171b-5p
ath-circ19663-AT1G73430,ath-miR171b-5p
ath-circ19666-AT1G73430,ath-miR171b-5p
ath-circ19786-AT1G73680,ath-miR391-3p
ath-circ19789-AT1G73720,ath-miR868-5p
ath-circ19790-AT1G73720,ath-miR868-5p
ath-circ19812-AT1G73820,ath-miR2938
ath-circ19830-AT1G73840,ath-miR5021
ath-circ19859-AT1G73920,ath-miR2936
ath-circ19882-AT1G73960,ath-miR840-5p
ath-circ20197-AT1G75010,ath-miR771
ath-circ20220-AT1G75150,ath-miR414
ath-circ20220-AT1G75150,ath-miR414
ath-circ20310-AT1G75370,ath-miR414
ath-circ20310-AT1G75370,ath-miR414
ath-circ20317-AT1G75380,ath-miR1888b
ath-circ20352-AT1G75500,ath-miR414
ath-circ20352-AT1G75500,ath-miR414
ath-circ20353-AT1G75500,ath-miR414
ath-circ20353-AT1G75500,ath-miR414
ath-circ20354-AT1G75500,ath-miR414
ath-circ20354-AT1G75500,ath-miR414
ath-circ20355-AT1G75500,ath-miR414
ath-circ20355-AT1G75500,ath-miR414
ath-circ20356-AT1G75500,ath-miR414
ath-circ20356-AT1G75500,ath-miR414
ath-circ20357-AT1G75500,ath-miR414
ath-circ20357-AT1G75500,ath-miR414
ath-circ20358-AT1G75500,ath-miR414
ath-circ20358-AT1G75500,ath-miR414
ath-circ20454-AT1G75850,ath-miR5595a
ath-circ20562-AT1G76140,ath-miR823
ath-circ20571-AT1G76160,ath-miR4221
ath-circ20620-AT1G76280,ath-miR5649a
ath-circ20769-AT1G76810,ath-miR771
ath-circ20923-AT1G76970,ath-miR414
ath-circ20955-AT1G77080,ath-miR5019
ath-circ20985-AT1G77140,ath-miR2938
ath-circ20986-AT1G77140,ath-miR2938
ath-circ21074-AT1G77330,ath-miR4243
ath-circ21078-AT1G77350,ath-miR4221
ath-circ21355-AT1G78370,ath-miR415
ath-circ21668-AT1G79020,ath-miR5658
ath-circ21669-AT1G79020,ath-miR5658
ath-circ21727-AT1G79150,ath-miR8165
ath-circ21817-AT1G79280,ath-miR414
ath-circ21817-AT1G79280,ath-miR414
ath-circ21818-AT1G79280,ath-miR414
ath-circ21818-AT1G79280,ath-miR414
ath-circ21820-AT1G79280,ath-miR414
ath-circ21820-AT1G79280,ath-miR414
ath-circ21930-AT1G79530,ath-miR773b-3p
ath-circ22058-AT1G79750,ath-miR447a-3p
ath-circ22067-AT1G79750,ath-miR447a-3p
ath-circ22069-AT1G79750,ath-miR447a-3p
ath-circ22164-AT1G79920,ath-miR831-3p
ath-circ22220-AT1G79950,ath-miR773a
ath-circ22220-AT1G79950,ath-miR773a
ath-circ22238-AT1G79990,ath-miR5633
ath-circ22238-AT1G79990,ath-miR5633
ath-circ22239-AT1G79990,ath-miR5633
ath-circ22239-AT1G79990,ath-miR5633
ath-circ22432-AT1G80410,ath-miR5021
ath-circ22432-AT1G80410,ath-miR5021
ath-circ22435-AT1G80410,ath-miR5021
ath-circ22435-AT1G80410,ath-miR5021
ath-circ22453-AT1G80480,ath-miR5658
ath-circ22464-AT1G80490,ath-miR5024-3p
ath-circ22464-AT1G80490,ath-miR415
ath-circ22548-AT1G80770,ath-miR169d
ath-circ22549-AT1G80770,ath-miR169d
ath-circ22632-AT2G01120,ath-miR779.2
ath-circ22722-AT2G01350,ath-miR861-3p
ath-circ22723-AT2G01350,ath-miR407
ath-circ22726-AT2G01350,ath-miR861-3p
ath-circ22727-AT2G01350,ath-miR407
ath-circ22753-AT2G01450,ath-miR5021
ath-circ22792-AT2G01460,ath-miR838
ath-circ22793-AT2G01460,ath-miR838
ath-circ22795-AT2G01460,ath-miR8172
ath-circ22895-AT2G01890,ath-miR163
ath-circ22937-AT2G02050,ath-miR8170-3p
ath-circ23110-AT2G02800,ath-miR846-3p
ath-circ23137-AT2G02960,ath-miR414
ath-circ23138-AT2G02960,ath-miR414
ath-circ23156-AT2G03070,ath-miR157c-3p
ath-circ23189-AT2G03150,ath-miR3440b-3p
ath-circ23208-AT2G03340,ath-miR5641
ath-circ23225-AT2G03420,ath-miR5658
ath-circ23225-AT2G03420,ath-miR5658
ath-circ23227-AT2G03420,ath-miR5658
ath-circ23227-AT2G03420,ath-miR5658
ath-circ23367-AT2G04040,ath-miR398b-5p
ath-circ23375-AT2G04160,ath-miR5021
ath-circ23376-AT2G04160,ath-miR5021
ath-circ23498-AT2G04700,ath-miR829-5p
ath-circ23498-AT2G04700,ath-miR829-5p
ath-circ23509-AT2G04842,ath-miR837-5p
ath-circ23510-AT2G04842,ath-miR837-5p
ath-circ23511-AT2G04842,ath-miR837-5p
ath-circ23805-AT2G05710,ath-miR172d-5p
ath-circ23817-AT2G05710,ath-miR172d-5p
ath-circ23869-AT2G05990,ath-miR169d
ath-circ23966-AT2G06850,ath-miR8165
ath-circ23967-AT2G06850,ath-miR8165
ath-circ23968-AT2G06850,ath-miR8165
ath-circ23969-AT2G06850,ath-miR8165
ath-circ23970-AT2G06850,ath-miR8165
ath-circ23971-AT2G06850,ath-miR8165
ath-circ23973-AT2G06850,ath-miR8165
ath-circ23991-AT2G07050,ath-miR415
ath-circ23991-AT2G07050,ath-miR415
ath-circ24208-AT2G13370,ath-miR5998a
ath-circ24209-AT2G13370,ath-miR5998a
ath-circ24210-AT2G13370,ath-miR5998a
ath-circ24229-AT2G13440,ath-miR5021
ath-circ24330-AT2G14050,ath-miR865-3p
ath-circ24331-AT2G14050,ath-miR865-3p
ath-circ24385-AT2G14255,ath-miR5658
ath-circ24387-AT2G14255,ath-miR5658
ath-circ24556-AT2G15480,ath-miR5023
ath-circ24556-AT2G15480,ath-miR8180
ath-circ24753-AT2G16780,ath-miR5021
ath-circ24755-AT2G16780,ath-miR5021
ath-circ24756-AT2G16780,ath-miR5021
ath-circ24775-AT2G16920,ath-miR414
ath-circ24775-AT2G16920,ath-miR414
ath-circ24785-AT2G16940,ath-miR414
ath-circ24997-AT2G17510,ath-miR5020b
ath-circ24998-AT2G17510,ath-miR5020b
