miRNA,mRNA
gma-miR171i-5p,GLYMA20G29761
gma-miR171i-5p,GLYMA07G04310
gma-miR171i-5p,GLYMA02G38200
gma-miR171i-5p,GLYMA16G08570
gma-miR171i-5p,GLYMA07G31840
gma-miR171i-5p,GLYMA09G37270
gma-miR171i-5p,GLYMA03G06360
gma-miR171i-5p,GLYMA20G37120
gma-miR171i-5p,GLYMA10G30820
gma-miR171i-5p,GLYMA08G39020
gma-miR171i-5p,GLYMA07G35000
gma-miR171i-5p,GLYMA18G53330
gma-miR171i-5p,GLYMA18G53330
gma-miR171i-5p,GLYMA06G40860
gma-miR171i-5p,GLYMA11G02000
gma-miR171i-5p,GLYMA06G36321
gma-miR171i-5p,GLYMA18G49811
gma-miR171i-5p,GLYMA18G51201
gma-miR171i-5p,GLYMA18G51201
gma-miR171i-5p,GLYMA08G28175
gma-miR171i-5p,GLYMA12G14540
gma-miR171i-5p,GLYMA11G29050
gma-miR171i-5p,GLYMA11G29080
gma-miR171i-5p,GLYMA18G06650
gma-miR171i-5p,GLYMA09G06390
gma-miR171i-5p,GLYMA09G06390
gma-miR171i-5p,GLYMA12G00251
gma-miR171i-5p,GLYMA12G00251
gma-miR171i-5p,GLYMA12G00251
gma-miR171i-5p,GLYMA12G00251
gma-miR171i-5p,GLYMA12G00251
gma-miR171i-5p,GLYMA13G02653
gma-miR171i-5p,GLYMA14G33340
gma-miR171i-5p,GLYMA14G06600
gma-miR171i-5p,GLYMA11G35300
gma-miR171i-5p,GLYMA18G03100
gma-miR171i-5p,GLYMA18G03100
gma-miR171i-5p,GLYMA19G29360
gma-miR171i-5p,GLYMA19G18340
gma-miR171i-5p,GLYMA13G27090
gma-miR171i-5p,GLYMA13G27090
gma-miR171i-5p,GLYMA06G11710
gma-miR171i-5p,GLYMA04G43030
gma-miR171i-5p,GLYMA08G02390
gma-miR171i-5p,GLYMA18G49960
gma-miR171i-5p,GLYMA14G31730
gma-miR395i,GLYMA20G28980
gma-miR395i,GLYMA10G38760
gma-miR395i,GLYMA08G14700
gma-miR395i,GLYMA18G36276
gma-miR395i,GLYMA18G02240
gma-miR395i,GLYMA11G36210
gma-miR395i,GLYMA13G41240
gma-miR395i,GLYMA13G41240
gma-miR395i,GLYMA13G02080
gma-miR395i,GLYMA13G02080
gma-miR395i,GLYMA14G34210
gma-miR395i,GLYMA14G34210
gma-miR395i,GLYMA06G11150
gma-miR395i,GLYMA15G04173
gma-miR395i,GLYMA06G43546
gma-miR395i,GLYMA12G14420
gma-miR395i,GLYMA10G35871
gma-miR395i,GLYMA17G37930
gma-miR395i,GLYMA14G40200
gma-miR395i,GLYMA19G44960
gma-miR395i,GLYMA14G00880
gma-miR395i,GLYMA13G40550
gma-miR6299,GLYMA06G03040
gma-miR6299,GLYMA06G03040
gma-miR6299,GLYMA17G15400
gma-miR6299,GLYMA06G08980
gma-miR6299,GLYMA05G14300
gma-miR6299,GLYMA01G07860
gma-miR6299,GLYMA10G41310
gma-miR6299,GLYMA09G33820
gma-miR6299,GLYMA09G33820
gma-miR6299,GLYMA09G33820
gma-miR6299,GLYMA12G35150
gma-miR6299,GLYMA13G43440
gma-miR6299,GLYMA13G43440
gma-miR6299,GLYMA13G43440
gma-miR6299,GLYMA07G02051
gma-miR6299,GLYMA08G07330
gma-miR6299,GLYMA10G37350
gma-miR6299,GLYMA07G18530
gma-miR6299,GLYMA20G25890
gma-miR6299,GLYMA15G42190
gma-miR6299,GLYMA20G28440
gma-miR156f,GLYMA03G29901
gma-miR156f,GLYMA19G32800
gma-miR156f,GLYMA02G30670
gma-miR156f,GLYMA18G36960
gma-miR156f,GLYMA02G13371
gma-miR156f,GLYMA01G08056
gma-miR156f,GLYMA01G08056
gma-miR156f,GLYMA02G13371
gma-miR156f,GLYMA01G08056
gma-miR156f,GLYMA11G36980
gma-miR156f,GLYMA11G36980
gma-miR156f,GLYMA18G00903
gma-miR156f,GLYMA0005S50
gma-miR156f,GLYMA17G08840
gma-miR156f,GLYMA0005S50
gma-miR156f,GLYMA04G32002
gma-miR156f,GLYMA11G36980
gma-miR156f,GLYMA06G17700
gma-miR156f,GLYMA04G37391
gma-miR156f,GLYMA06G17700
gma-miR156f,GLYMA11G36980
gma-miR156f,GLYMA01G15134
gma-miR156f,GLYMA07G14641
gma-miR156f,GLYMA03G27195
gma-miR156f,GLYMA11G16556
gma-miR156f,GLYMA16G05895
gma-miR156f,GLYMA19G26390
gma-miR156f,GLYMA16G05895
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA08G01450
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA08G01450
gma-miR156f,GLYMA05G38180
gma-miR156f,GLYMA20G22930
gma-miR156f,GLYMA13G35000
gma-miR156f,GLYMA12G35460
gma-miR156f,GLYMA03G01320
gma-miR156f,GLYMA07G07870
gma-miR156f,GLYMA12G27330
gma-miR156f,GLYMA12G06460
gma-miR156f,GLYMA02G45180
gma-miR156f,GLYMA02G45180
gma-miR156f,GLYMA11G09186
gma-miR156f,GLYMA11G09186
gma-miR156f,GLYMA15G18430
gma-miR156f,GLYMA15G18430
gma-miR156f,GLYMA15G18430
gma-miR156f,GLYMA07G31880
gma-miR156f,GLYMA07G31880
gma-miR156f,GLYMA13G24590
gma-miR156f,GLYMA13G24590
gma-miR156f,GLYMA06G36140
gma-miR156f,GLYMA10G34350
gma-miR156f,GLYMA17G34100
gma-miR156f,GLYMA11G14580
gma-miR156f,GLYMA18G08961
gma-miR156f,GLYMA18G08961
gma-miR1520k,GLYMA02G43880
gma-miR1520k,GLYMA16G33351
gma-miR1520k,GLYMA16G33351
gma-miR1520k,GLYMA01G40620
gma-miR1520k,GLYMA01G40620
gma-miR530d,GLYMA11G01040
gma-miR530d,GLYMA11G01040
gma-miR530d,GLYMA11G01040
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA11G01040
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA11G01040
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA01G44491
gma-miR530d,GLYMA20G34771
gma-miR530d,GLYMA19G44570
gma-miR530d,GLYMA10G32891
gma-miR530d,GLYMA10G32891
gma-miR530d,GLYMA02G01740
gma-miR530d,GLYMA03G41901
gma-miR530d,GLYMA04G37291
gma-miR530d,GLYMA16G07927
gma-miR530d,GLYMA16G07927
gma-miR530d,GLYMA05G36560
gma-miR530d,GLYMA08G02990
gma-miR530d,GLYMA17G02540
gma-miR530d,GLYMA17G02540
gma-miR530d,GLYMA07G38180
gma-miR530d,GLYMA08G25461
gma-miR530d,GLYMA08G25461
gma-miR530d,GLYMA01G29150
gma-miR530d,GLYMA08G25461
gma-miR530d,GLYMA08G25461
gma-miR530d,GLYMA19G13923
gma-miR530d,GLYMA14G03280
gma-miR530d,GLYMA09G08810
gma-miR530d,GLYMA14G38741
gma-miR530d,GLYMA11G05410
gma-miR1514b-5p,GLYMA07G05360
gma-miR1514b-5p,GLYMA07G05370
gma-miR1514b-5p,GLYMA07G05370
gma-miR1514b-5p,GLYMA07G05360
gma-miR1514b-5p,GLYMA16G01940
gma-miR1514b-5p,GLYMA16G01930
gma-miR1514b-5p,GLYMA16G34620
gma-miR1514b-5p,GLYMA13G43010
gma-miR1514b-5p,GLYMA08G06160
gma-miR1514b-5p,GLYMA06G19400
gma-miR1514b-5p,GLYMA02G36901
gma-miR1514b-5p,GLYMA02G36901
gma-miR1514b-5p,GLYMA02G36901
gma-miR1514b-5p,GLYMA02G36901
gma-miR1514b-5p,GLYMA02G36901
gma-miR1514b-5p,GLYMA17G05020
gma-miR1514b-5p,GLYMA17G05020
gma-miR1514b-5p,GLYMA14G39300
gma-miR1514b-5p,GLYMA05G09130
gma-miR1514b-5p,GLYMA13G04520
gma-miR1514b-5p,GLYMA07G03300
gma-miR1514b-5p,GLYMA09G04150
gma-miR1514b-5p,GLYMA07G03300
gma-miR1514b-5p,GLYMA06G45031
gma-miR1514b-5p,GLYMA06G20160
gma-miR1514b-5p,GLYMA06G20160
gma-miR1514b-5p,GLYMA11G01441
gma-miR1514b-5p,GLYMA11G01441
gma-miR1514b-5p,GLYMA11G01441
gma-miR1514b-5p,GLYMA11G01441
gma-miR1514b-5p,GLYMA01G38500
gma-miR1514b-5p,GLYMA20G35150
gma-miR1514b-5p,GLYMA06G09520
gma-miR1514b-5p,GLYMA15G39420
gma-miR1514b-5p,GLYMA13G33560
gma-miR1514b-5p,GLYMA11G33650
gma-miR1514b-5p,GLYMA20G35921
gma-miR1514b-5p,GLYMA17G01410
gma-miR1514b-5p,GLYMA17G01410
gma-miR1514b-5p,GLYMA15G07190
gma-miR1514b-5p,GLYMA15G07190
gma-miR1514b-5p,GLYMA20G31990
gma-miR1514b-5p,GLYMA20G31990
gma-miR1514b-5p,GLYMA12G32040
gma-miR1514b-5p,GLYMA03G32620
gma-miR1514b-5p,GLYMA02G07861
gma-miR1514b-5p,GLYMA02G07861
gma-miR1514b-5p,GLYMA02G07861
gma-miR1514b-5p,GLYMA02G07861
gma-miR1514b-5p,GLYMA07G14995
gma-miR1514b-5p,GLYMA17G09740
gma-miR1514b-5p,GLYMA03G12220
gma-miR1514b-5p,GLYMA18G46920
gma-miR1514b-5p,GLYMA06G36610
gma-miR1514b-5p,GLYMA16G01370
gma-miR1514b-5p,GLYMA05G03100
gma-miR1514b-5p,GLYMA13G05700
gma-miR1514b-5p,GLYMA13G05700
gma-miR1514b-5p,GLYMA13G05700
gma-miR1514b-5p,GLYMA06G20070
gma-miR1514b-5p,GLYMA16G01510
gma-miR1514b-5p,GLYMA06G17651
gma-miR1514b-5p,GLYMA11G12381
gma-miR1514b-5p,GLYMA02G41940
gma-miR1514b-5p,GLYMA14G35710
gma-miR1514b-5p,GLYMA14G37660
gma-miR1514b-5p,GLYMA01G04450
gma-miR1514b-5p,GLYMA14G09670
gma-miR1514b-5p,GLYMA08G05390
gma-miR5039,GLYMA17G10350
gma-miR5039,GLYMA15G01510
gma-miR5039,GLYMA07G11290
gma-miR5039,GLYMA03G28890
gma-miR5039,GLYMA10G42461
gma-miR5039,GLYMA16G10660
gma-miR5039,GLYMA20G28010
gma-miR5039,GLYMA05G07490
gma-miR5039,GLYMA05G07490
gma-miR5039,GLYMA05G31400
gma-miR9760,GLYMA03G37910
gma-miR9760,GLYMA03G37910
gma-miR9760,GLYMA14G28376
gma-miR9760,GLYMA15G16600
gma-miR9760,GLYMA09G05280
gma-miR9760,GLYMA05G01230
gma-miR9760,GLYMA17G10670
gma-miR9760,GLYMA16G23900
gma-miR9760,GLYMA14G38670
gma-miR9760,GLYMA02G40366
gma-miR9760,GLYMA02G40366
gma-miR9760,GLYMA13G35390
gma-miR9760,GLYMA13G35390
gma-miR9760,GLYMA19G00360
gma-miR9760,GLYMA16G34220
gma-miR9760,GLYMA16G34220
gma-miR9760,GLYMA20G17168
gma-miR9760,GLYMA08G01850
gma-miR1512a-5p,GLYMA08G17793
gma-miR1512a-5p,GLYMA02G10720
gma-miR1512a-5p,GLYMA02G10701
gma-miR1512a-5p,GLYMA08G00780
gma-miR1512a-5p,GLYMA12G00530
gma-miR1512a-5p,GLYMA15G01650
gma-miR1512a-5p,GLYMA15G01650
gma-miR1512a-5p,GLYMA04G05920
gma-miR1512a-5p,GLYMA04G05920
gma-miR1512a-5p,GLYMA04G05920
gma-miR1512a-5p,GLYMA04G05920
gma-miR1512a-5p,GLYMA06G05910
gma-miR1512a-5p,GLYMA06G05910
gma-miR1512a-5p,GLYMA05G36950
gma-miR1512a-5p,GLYMA14G11170
gma-miR1512a-5p,GLYMA14G11170
gma-miR1512a-5p,GLYMA14G11170
gma-miR1512a-5p,GLYMA10G37750
gma-miR1512a-5p,GLYMA03G33890
gma-miR1512a-5p,GLYMA19G29980
gma-miR1512a-5p,GLYMA01G37790
gma-miR1512a-5p,GLYMA11G07530
gma-miR1512a-5p,GLYMA01G37790
gma-miR1512a-5p,GLYMA11G07530
gma-miR172h-5p,GLYMA12G34936
gma-miR172h-5p,GLYMA13G35636
gma-miR172h-5p,GLYMA12G34936
gma-miR172h-5p,GLYMA14G38270
gma-miR172h-5p,GLYMA03G03310
gma-miR172h-5p,GLYMA01G33600
gma-miR172h-5p,GLYMA01G33600
gma-miR172h-5p,GLYMA03G03310
gma-miR172h-5p,GLYMA01G33600
gma-miR172h-5p,GLYMA03G03310
gma-miR172h-5p,GLYMA01G33600
gma-miR172h-5p,GLYMA15G24590
gma-miR172h-5p,GLYMA01G39700
gma-miR172h-5p,GLYMA01G39700
gma-miR172h-5p,GLYMA11G05581
gma-miR172h-5p,GLYMA13G39860
gma-miR172h-5p,GLYMA13G19010
gma-miR172h-5p,GLYMA10G04680
gma-miR172h-5p,GLYMA06G13450
gma-miR172h-5p,GLYMA11G29371
gma-miR172h-5p,GLYMA06G13450
gma-miR172h-5p,GLYMA07G01350
gma-miR172h-5p,GLYMA20G29660
gma-miR172h-5p,GLYMA10G38150
gma-miR172h-5p,GLYMA04G04060
gma-miR172h-5p,GLYMA10G08730
gma-miR172h-5p,GLYMA02G36170
gma-miR172h-5p,GLYMA07G30110
gma-miR172h-5p,GLYMA15G14280
gma-miR172h-5p,GLYMA15G11490
gma-miR172h-5p,GLYMA13G27490
gma-miR172h-5p,GLYMA15G11490
gma-miR172h-5p,GLYMA13G27490
gma-miR172h-5p,GLYMA08G47790
gma-miR172h-5p,GLYMA08G47790
gma-miR172h-5p,GLYMA08G47790
gma-miR172h-5p,GLYMA16G26370
gma-miR172h-5p,GLYMA18G05680
gma-miR172h-5p,GLYMA18G05680
gma-miR172h-5p,GLYMA20G14814
gma-miR172h-5p,GLYMA20G14814
gma-miR172h-5p,GLYMA08G39880
gma-miR172h-5p,GLYMA08G39880
gma-miR172h-5p,GLYMA02G36360
gma-miR172h-5p,GLYMA02G36360
gma-miR172h-5p,GLYMA11G06830
gma-miR172h-5p,GLYMA11G06830
gma-miR172h-5p,GLYMA04G41120
gma-miR172h-5p,GLYMA11G06830
gma-miR172h-5p,GLYMA13G18010
gma-miR172h-5p,GLYMA10G42850
gma-miR172h-5p,GLYMA20G24150
gma-miR172h-5p,GLYMA20G24150
gma-miR172h-5p,GLYMA20G24150
gma-miR172h-5p,GLYMA0430S00200
gma-miR172h-5p,GLYMA20G22680
gma-miR172h-5p,GLYMA20G22680
gma-miR172h-5p,GLYMA20G22680
gma-miR172h-5p,GLYMA09G03540
gma-miR172h-5p,GLYMA01G03650
gma-miR172h-5p,GLYMA01G03650
gma-miR172h-5p,GLYMA02G04040
gma-miR172h-5p,GLYMA01G03650
gma-miR172h-5p,GLYMA02G04040
gma-miR172h-5p,GLYMA01G03650
gma-miR172h-5p,GLYMA01G03650
gma-miR172h-5p,GLYMA10G28581
gma-miR172h-5p,GLYMA05G34290
gma-miR172h-5p,GLYMA20G23700
gma-miR172h-5p,GLYMA16G06555
gma-miR172h-5p,GLYMA16G26840
gma-miR172h-5p,GLYMA01G43910
gma-miR172h-5p,GLYMA11G01380
gma-miR172h-5p,GLYMA11G01380
gma-miR172h-5p,GLYMA11G01380
gma-miR172h-5p,GLYMA18G53700
gma-miR172h-5p,GLYMA18G53700
gma-miR172h-5p,GLYMA05G34130
gma-miR172h-5p,GLYMA15G03335
gma-miR172h-5p,GLYMA08G05560
gma-miR172h-5p,GLYMA15G03335
gma-miR172h-5p,GLYMA15G03335
gma-miR172h-5p,GLYMA17G36041
gma-miR172h-5p,GLYMA14G07320
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA04G40240
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G07953
gma-miR172h-5p,GLYMA06G14540
gma-miR172h-5p,GLYMA13G07435
gma-miR172h-5p,GLYMA13G07435
gma-miR172h-5p,GLYMA13G07435
gma-miR172h-5p,GLYMA13G07435
gma-miR172h-5p,GLYMA19G05440
gma-miR172h-5p,GLYMA19G05440
gma-miR172h-5p,GLYMA02G39495
gma-miR172h-5p,GLYMA02G39495
gma-miR172h-5p,GLYMA12G32685
gma-miR172h-5p,GLYMA13G37781
gma-miR395l,GLYMA20G28980
gma-miR395l,GLYMA10G38760
gma-miR395l,GLYMA08G14700
gma-miR395l,GLYMA18G36276
gma-miR395l,GLYMA18G02240
gma-miR395l,GLYMA11G36210
gma-miR395l,GLYMA13G41240
gma-miR395l,GLYMA13G41240
gma-miR395l,GLYMA13G02080
gma-miR395l,GLYMA13G02080
gma-miR395l,GLYMA14G34210
gma-miR395l,GLYMA14G34210
gma-miR395l,GLYMA06G11150
gma-miR395l,GLYMA15G04173
gma-miR395l,GLYMA06G43546
gma-miR395l,GLYMA12G14420
gma-miR395l,GLYMA10G35871
gma-miR395l,GLYMA17G37930
gma-miR395l,GLYMA14G40200
gma-miR395l,GLYMA19G44960
gma-miR395l,GLYMA14G00880
gma-miR395l,GLYMA13G40550
gma-miR2111c,GLYMA05G14690
gma-miR2111c,GLYMA16G06160
gma-miR2111c,GLYMA19G25770
gma-miR2111c,GLYMA20G34930
gma-miR2111c,GLYMA15G34831
gma-miR2111c,GLYMA14G18397
gma-miR2111c,GLYMA19G01430
gma-miR2111c,GLYMA19G01430
gma-miR2111c,GLYMA02G09190
gma-miR2111c,GLYMA03G30070
gma-miR2111c,GLYMA03G30070
gma-miR2111c,GLYMA03G30070
gma-miR2111c,GLYMA06G20840
gma-miR2111c,GLYMA07G16720
gma-miR2111c,GLYMA15G19921
gma-miR2111c,GLYMA09G39811
gma-miR2111c,GLYMA06G06630
gma-miR2111c,GLYMA06G06630
gma-miR2111c,GLYMA06G06630
gma-miR2111c,GLYMA20G31015
gma-miR2111c,GLYMA10G36580
gma-miR2111c,GLYMA10G36580
gma-miR2111c,GLYMA10G36580
gma-miR2111c,GLYMA10G36580
gma-miR1508c,GLYMA02G42160
gma-miR1508c,GLYMA09G39260
gma-miR1508c,GLYMA09G39260
gma-miR1508c,GLYMA16G27802
gma-miR1508c,GLYMA16G28020
gma-miR1508c,GLYMA09G07290
gma-miR1508c,GLYMA09G07290
gma-miR1508c,GLYMA16G27651
gma-miR1508c,GLYMA12G13601
gma-miR1508c,GLYMA09G30160
gma-miR1508c,GLYMA09G30940
gma-miR1508c,GLYMA09G30940
gma-miR1508c,GLYMA09G30708
gma-miR1508c,GLYMA09G30547
gma-miR1508c,GLYMA12G06540
gma-miR1508c,GLYMA16G32420
gma-miR1508c,GLYMA16G25410
gma-miR1508c,GLYMA16G25410
gma-miR1508c,GLYMA16G25410
gma-miR1508c,GLYMA07G11290
gma-miR1508c,GLYMA18G02110
gma-miR1508c,GLYMA18G02110
gma-miR1508c,GLYMA18G02110
gma-miR1508c,GLYMA09G41880
gma-miR1508c,GLYMA09G41880
gma-miR1508c,GLYMA20G00565
gma-miR1508c,GLYMA04G01151
gma-miR1508c,GLYMA14G02680
gma-miR1508c,GLYMA05G35680
gma-miR1508c,GLYMA02G16310
gma-miR1508c,GLYMA02G16310
gma-miR1508c,GLYMA10G03520
gma-miR1508c,GLYMA09G36391
gma-miR1508c,GLYMA09G30500
gma-miR1508c,GLYMA11G14650
gma-miR1508c,GLYMA07G31781
gma-miR1508c,GLYMA07G31781
gma-miR1508c,GLYMA10G03840
gma-miR1508c,GLYMA06G41930
gma-miR1508c,GLYMA09G07250
gma-miR1508c,GLYMA06G11510
gma-miR1508c,GLYMA16G32022
gma-miR1508c,GLYMA13G18805
gma-miR1508c,GLYMA13G18805
gma-miR1508c,GLYMA13G18805
gma-miR1508c,GLYMA13G18805
gma-miR1508c,GLYMA09G30635
gma-miR1508c,GLYMA09G30680
gma-miR1508c,GLYMA09G30680
gma-miR1508c,GLYMA02G07510
gma-miR1508c,GLYMA02G07510
gma-miR1508c,GLYMA05G32190
gma-miR1508c,GLYMA09G30732
gma-miR1508c,GLYMA11G11930
gma-miR1508c,GLYMA09G30522
gma-miR1508c,GLYMA09G30522
gma-miR1508c,GLYMA09G30571
gma-miR1508c,GLYMA09G30951
gma-miR1508c,GLYMA17G14560
gma-miR1508c,GLYMA17G14560
gma-miR1508c,GLYMA05G04080
gma-miR1508c,GLYMA15G21361
gma-miR1508c,GLYMA03G38260
gma-miR4374b,GLYMA10G12660
gma-miR4374b,GLYMA10G12660
gma-miR4374b,GLYMA04G11130
gma-miR4374b,GLYMA06G15520
gma-miR4374b,GLYMA06G15520
gma-miR4374b,GLYMA18G04070
gma-miR4374b,GLYMA02G45650
gma-miR5371-5p,GLYMA06G06880
gma-miR397b-5p,GLYMA07G17646
gma-miR397b-5p,GLYMA06G43701
gma-miR397b-5p,GLYMA18G07240
gma-miR397b-5p,GLYMA12G14230
gma-miR397b-5p,GLYMA18G42520
gma-miR397b-5p,GLYMA03G14450
gma-miR397b-5p,GLYMA03G15800
gma-miR397b-5p,GLYMA01G27710
gma-miR397b-5p,GLYMA18G38661
gma-miR397b-5p,GLYMA08G47410
gma-miR397b-5p,GLYMA18G38710
gma-miR397b-5p,GLYMA01G26750
gma-miR397b-5p,GLYMA11G14600
gma-miR397b-5p,GLYMA01G26750
gma-miR397b-5p,GLYMA12G06480
gma-miR397b-5p,GLYMA08G47380
gma-miR397b-5p,GLYMA08G47380
gma-miR397b-5p,GLYMA07G16080
gma-miR397b-5p,GLYMA18G40070
gma-miR397b-5p,GLYMA18G02690
gma-miR397b-5p,GLYMA11G07420
gma-miR397b-5p,GLYMA11G35700
gma-miR397b-5p,GLYMA18G41870
gma-miR397b-5p,GLYMA07G17150
gma-miR397b-5p,GLYMA02G38990
gma-miR397b-5p,GLYMA14G37040
gma-miR397b-5p,GLYMA02G38990
gma-miR397b-5p,GLYMA01G37930
gma-miR397b-5p,GLYMA20G08860
gma-miR397b-5p,GLYMA18G41860
gma-miR397b-5p,GLYMA07G17140
gma-miR397b-5p,GLYMA07G16060
gma-miR397b-5p,GLYMA18G40050
gma-miR397b-5p,GLYMA07G37870
gma-miR397b-5p,GLYMA20G33340
gma-miR397b-5p,GLYMA20G12730
gma-miR397b-5p,GLYMA18G41886
gma-miR397b-5p,GLYMA07G17170
gma-miR397b-5p,GLYMA10G34190
gma-miR397b-5p,GLYMA03G15805
gma-miR397b-5p,GLYMA06G03680
gma-miR397b-5p,GLYMA06G03680
gma-miR397b-5p,GLYMA09G10520
gma-miR1526,GLYMA18G33521
gma-miR1526,GLYMA09G08170
gma-miR1526,GLYMA09G08170
gma-miR1526,GLYMA08G44220
gma-miR1526,GLYMA19G38500
gma-miR1520f-3p,GLYMA11G07300
gma-miR1520f-3p,GLYMA11G07300
gma-miR1520f-3p,GLYMA10G05151
gma-miR1520f-3p,GLYMA02G43880
gma-miR164e,GLYMA15G40510
gma-miR164e,GLYMA08G18470
gma-miR164e,GLYMA17G10970
gma-miR164e,GLYMA05G00930
gma-miR164e,GLYMA06G21020
gma-miR164e,GLYMA05G00930
gma-miR164e,GLYMA13G34950
gma-miR164e,GLYMA12G35530
gma-miR164e,GLYMA12G26190
gma-miR164e,GLYMA06G35660
gma-miR164e,GLYMA04G33270
gma-miR164e,GLYMA07G08081
gma-miR164e,GLYMA07G08081
gma-miR164e,GLYMA12G37050
gma-miR164e,GLYMA12G37050
gma-miR164e,GLYMA12G37050
gma-miR164e,GLYMA11G15010
gma-miR164e,GLYMA14G16040
gma-miR164e,GLYMA08G11150
gma-miR164e,GLYMA08G11150
gma-miR164e,GLYMA05G28180
gma-miR164e,GLYMA05G28180
gma-miR5035-3p,GLYMA14G15291
gma-miR1507a,GLYMA17G08341
gma-miR1507a,GLYMA13G22281
gma-miR1507a,GLYMA08G41800
gma-miR1507a,GLYMA08G41800
gma-miR1507a,GLYMA03G29370
gma-miR1507a,GLYMA05G09220
gma-miR396a-3p,GLYMA16G00260
gma-miR396a-3p,GLYMA13G22830
gma-miR396a-3p,GLYMA17G12035
gma-miR396a-3p,GLYMA17G12035
gma-miR396a-3p,GLYMA20G08455
gma-miR396a-3p,GLYMA20G08455
gma-miR396a-3p,GLYMA12G28570
gma-miR396a-3p,GLYMA19G29240
gma-miR396a-3p,GLYMA12G31810
gma-miR396a-3p,GLYMA01G33676
gma-miR396a-3p,GLYMA17G16870
gma-miR396a-3p,GLYMA13G22840
gma-miR396a-3p,GLYMA03G41750
gma-miR396a-3p,GLYMA08G14760
gma-miR396a-3p,GLYMA16G25720
gma-miR396a-3p,GLYMA19G02270
gma-miR396a-3p,GLYMA19G02270
gma-miR396a-3p,GLYMA02G38180
gma-miR396a-3p,GLYMA08G09240
gma-miR396a-3p,GLYMA05G26330
gma-miR396a-3p,GLYMA09G41230
gma-miR156b,GLYMA0005S50
gma-miR156b,GLYMA17G08840
gma-miR156b,GLYMA0005S50
gma-miR156b,GLYMA04G32002
gma-miR156b,GLYMA02G13371
gma-miR156b,GLYMA01G08056
gma-miR156b,GLYMA03G29901
gma-miR156b,GLYMA01G08056
gma-miR156b,GLYMA02G13371
gma-miR156b,GLYMA01G08056
gma-miR156b,GLYMA06G17700
gma-miR156b,GLYMA04G37391
gma-miR156b,GLYMA06G17700
gma-miR156b,GLYMA01G15134
gma-miR156b,GLYMA19G32800
gma-miR156b,GLYMA02G30670
gma-miR156b,GLYMA18G36960
gma-miR156b,GLYMA07G14641
gma-miR156b,GLYMA03G27195
gma-miR156b,GLYMA11G16556
gma-miR156b,GLYMA11G36980
gma-miR156b,GLYMA11G36980
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA18G00903
gma-miR156b,GLYMA11G36980
gma-miR156b,GLYMA08G01450
gma-miR156b,GLYMA11G36980
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA08G01450
gma-miR156b,GLYMA05G38180
gma-miR156b,GLYMA16G05895
gma-miR156b,GLYMA19G26390
gma-miR156b,GLYMA16G05895
gma-miR156b,GLYMA20G22930
gma-miR156b,GLYMA03G01320
gma-miR156b,GLYMA07G07870
gma-miR156b,GLYMA03G40620
gma-miR156b,GLYMA03G40620
gma-miR156b,GLYMA12G27330
gma-miR156b,GLYMA06G36140
gma-miR156b,GLYMA10G34350
gma-miR156b,GLYMA13G35000
gma-miR156b,GLYMA12G35460
gma-miR156b,GLYMA17G34100
gma-miR156b,GLYMA18G08961
gma-miR156b,GLYMA18G08961
gma-miR156b,GLYMA20G26991
gma-miR156b,GLYMA06G05611
gma-miR156b,GLYMA18G03510
gma-miR156b,GLYMA06G12190
gma-miR156b,GLYMA12G06460
gma-miR156b,GLYMA11G14580
gma-miR156b,GLYMA02G39510
gma-miR156b,GLYMA02G47021
gma-miR156b,GLYMA05G34236
gma-miR156b,GLYMA15G18430
gma-miR156b,GLYMA15G18430
gma-miR156b,GLYMA08G05430
gma-miR156b,GLYMA15G18430
gma-miR156b,GLYMA20G33210
gma-miR156b,GLYMA20G33210
gma-miR156b,GLYMA19G07490
gma-miR156b,GLYMA07G40011
gma-miR156b,GLYMA07G31880
gma-miR156b,GLYMA07G31880
gma-miR156b,GLYMA13G24590
gma-miR156b,GLYMA13G24590
gma-miR156b,GLYMA04G42270
gma-miR156b,GLYMA06G47400
