Drug,Target,Combine_score
Diflunisal,PTGDS,0.19047619
Diflunisal,PTGR1,0.19047619
Diflunisal,HSPA1L,0.095238095
Diflunisal,SCN10A,0.047619048
Diflunisal,NEDD8,0.17
Diflunisal,GID8,0.167
Diflunisal,CGB1,0.154
Diflunisal,ARSK,0.17
Diflunisal,CIB2,0.19047619
Diflunisal,UGT1A7,0.742857143
Diflunisal,ARSB,0.17
Diflunisal,ADRA1A,0.095238095
Diflunisal,CX3CL1,0.19047619
Diflunisal,TNF,0.19047619
Diflunisal,PDCD10,0.19047619
Diflunisal,TBPL2,0.196
Diflunisal,GABRB3,0.095238095
Diflunisal,MAPK1,0.047619048
Diflunisal,RPS6KA3,0.571428571
Diflunisal,AR,0.5
Diflunisal,FAT2,0.155
Diflunisal,PPARG,0.714285714
Diflunisal,MAP2K5,0.19047619
Diflunisal,GABRB2,0.095238095
Diflunisal,HTR2A,0.095238095
Diflunisal,ATP6AP2,0.19047619
Diflunisal,GABRG2,0.095238095
Diflunisal,MRPS7,0.189
Diflunisal,DRD2,0.19047619
Diflunisal,ANAPC2,0.619047619
Diflunisal,KMT2A,0.5
Diflunisal,PLA2G1B,0.142857143
Diflunisal,RGCC,0.619047619
Diflunisal,DRD3,0.19047619
Diflunisal,NGFR,0.19047619
Diflunisal,CHRM4,0.095238095
Diflunisal,SLC6A3,0.095238095
Diflunisal,SLC12A5,1
Diflunisal,ALOX12,0.19047619
Diflunisal,CREB1,0.19047619
Diflunisal,APLN,0.19047619
Diflunisal,GABRE,0.095238095
Diflunisal,UBA52,0.171
Diflunisal,DMC1,0.156
Diflunisal,NR2E1,0.19047619
Diflunisal,RTEL1,0.186
Diflunisal,RAB3GAP1,0.19047619
Diflunisal,ST14,0.219
Diflunisal,CYP2C9,0.5
Diflunisal,PPARD,0.571428571
Diflunisal,DOCK5,0.19047619
Diflunisal,AGT,0.19047619
Diflunisal,PTGIS,0.619047619
Diflunisal,GALNS,0.17
Diflunisal,ACADSB,0.047619048
Diflunisal,GPX4,0.19047619
Diflunisal,HTR3A,0.095238095
Diflunisal,HSPA8,0.095238095
Diflunisal,SCN2B,0.047619048
Diflunisal,GABRG3,0.095238095
Diflunisal,ADRA2B,0.19047619
Diflunisal,ALOX5AP,0.19047619
Diflunisal,GABRD,0.095238095
Diflunisal,ND1,0.095238095
Diflunisal,ADRB1,0.19047619
Diflunisal,LIPJ,0.163
Diflunisal,CCL5,0.19047619
Diflunisal,SCN1B,0.047619048
Diflunisal,HDAC7,0.19047619
Diflunisal,SGSH,0.17
Diflunisal,IKBKB,0.571428571
Diflunisal,ADRB3,0.19047619
Diflunisal,SEMA4B,0.166
Diflunisal,CRHR1,0.19047619
Diflunisal,ALDH1A1,0.5
Diflunisal,HOXA9,1
Diflunisal,SNCA,0.619047619
Diflunisal,RAB3B,0.19047619
Diflunisal,ADAM9,0.19047619
Diflunisal,RGS19,0.5
Diflunisal,HSP90B1,0.19047619
Diflunisal,GOPC,0.151
Diflunisal,CHUK,0.142857143
Diflunisal,SLC6A4,0.619047619
Diflunisal,TBP,0.196
Diflunisal,OPRK1,0.095238095
Diflunisal,ALOX12B,0.19047619
Diflunisal,HTR2B,0.095238095
Diflunisal,TNR,0.19047619
Diflunisal,RPS5,0.189
Diflunisal,ARSH,0.17
Diflunisal,UGT1A6,0.047619048
Diflunisal,GABRP,0.095238095
Diflunisal,PSMC5,0.476190476
Diflunisal,AKR1C3,0.571428571
Diflunisal,GUCY1A3,0.19047619
Diflunisal,GABRA6,0.095238095
Diflunisal,PRKAA1,0.571428571
Diflunisal,PDXP,0.19047619
Diflunisal,RPS6KA2,0.095238095
Diflunisal,SERPINB7,0.952380952
Diflunisal,NLGN3,0.19047619
Diflunisal,TDP1,0.5
Diflunisal,POLA1,0.177
Diflunisal,RPS13,0.174
Diflunisal,HTR1A,0.095238095
Diflunisal,PLAT,0.428571429
Diflunisal,ENSG00000267335,0.154
Diflunisal,MEN1,0.5
Diflunisal,DDX11,0.186
Diflunisal,MRPS15,0.174
Diflunisal,HTR1E,0.095238095
Diflunisal,FNDC5,0.619047619
Diflunisal,ITPR1,0.194
Diflunisal,ARSA,0.17
Diflunisal,KCNQ2,0.047619048
Diflunisal,GRIN3A,0.095238095
Diflunisal,SCN3A,0.047619048
Diflunisal,NR1H2,0.19047619
Diflunisal,AKR1D1,0.095238095
Diflunisal,DOCK4,0.19047619
Diflunisal,HTR7,0.095238095
Diflunisal,LUM,0.19047619
Diflunisal,TMPRSS6,0.219
Diflunisal,ALOX5,0.19047619
Diflunisal,BDKRB2,0.619047619
Diflunisal,TBXA2R,0.142857143
Diflunisal,AKR1B1,0.142857143
Diflunisal,XRCC3,0.156
Diflunisal,D2HGDH,0.19047619
Diflunisal,GABRQ,0.095238095
Diflunisal,ADRA1B,0.095238095
Diflunisal,LTC4S,0.19047619
Diflunisal,CUL1,0.476190476
Diflunisal,FAT3,0.176
Diflunisal,GNAO1,0.5
Diflunisal,GRIN2D,0.095238095
Diflunisal,DLL4,0.19047619
Diflunisal,LIPK,0.153
Diflunisal,NFKB1,0.785714286
Diflunisal,IL1A,0.19047619
Diflunisal,PARK2,0.19047619
Diflunisal,RARA,0.095238095
Diflunisal,SLC22A6,0.337142857
Diflunisal,RAD51B,0.156
Diflunisal,NEUROD2,0.619047619
Diflunisal,ABHD16A,0.476190476
Diflunisal,PNKD,0.19047619
Diflunisal,RIC8B,0.15
Diflunisal,VWA5A,0.179
Diflunisal,DRD4,0.19047619
Diflunisal,BCL2,0.428571429
Diflunisal,PSMD1,0.476190476
Diflunisal,ADORA2B,0.19047619
Diflunisal,PTGER3,0.19047619
Diflunisal,P2RY12,0.19047619
Diflunisal,GABRA2,0.095238095
Diflunisal,CUL4A,0.476190476
Diflunisal,SMAD3,0.19047619
Diflunisal,ITGB1BP1,0.19047619
Diflunisal,ADRB2,0.285714286
Diflunisal,UGT1A4,0.047619048
Diflunisal,COPS3,0.476190476
Diflunisal,GLO1,0.428571429
Diflunisal,CXCR1,0.428571429
Diflunisal,XBP1,0.19047619
Diflunisal,FAT1,0.176
Diflunisal,ABP1,0.418
Diflunisal,SLC22A11,0.047619048
Diflunisal,HPGD,0.595238095
Diflunisal,SLC34A2,0.19047619
Diflunisal,AVP,0.619047619
Diflunisal,GPX1,0.19047619
Diflunisal,P2RY11,0.19047619
Diflunisal,HMGB1,0.19047619
Diflunisal,GLUL,0.19047619
Diflunisal,NLGN2,0.19047619
Diflunisal,RXRA,0.547619048
Diflunisal,STS,0.17
Diflunisal,ATP13A2,0.19047619
Diflunisal,NAPRT,0.619047619
Diflunisal,RAD51,0.156
Diflunisal,LIPM,0.163
Diflunisal,PRKG1,0.19047619
Diflunisal,APOA1,0.19047619
Diflunisal,COPS5,0.476190476
Diflunisal,ALB,1
Diflunisal,CGB2,0.154
Diflunisal,SSH1,0.19047619
Diflunisal,CDC20,0.619047619
Diflunisal,CHRNB2,0.19047619
Diflunisal,GLUD1,0.047619048
Diflunisal,PDE4B,0.5
Diflunisal,PLA2G3,0.19047619
Diflunisal,NLGN1,0.19047619
Diflunisal,COPS7A,0.476190476
Diflunisal,CALM2,0.219
Diflunisal,SDHD,0.047619048
Diflunisal,ALOXE3,0.19047619
Diflunisal,PTGS2,1
Diflunisal,CHRNA7,0.19047619
Diflunisal,OPRD1,0.095238095
Diflunisal,NR1H4,0.5
Diflunisal,PRKAG3,0.571428571
Diflunisal,LIPA,0.163
Diflunisal,PLA2G2A,0.428571429
Diflunisal,OXTR,0.19047619
Diflunisal,CBR1,0.19047619
Diflunisal,PRKAB2,0.571428571
Diflunisal,ARSD,0.17
Diflunisal,PLA2G2E,0.142857143
Diflunisal,HSPA5,0.571428571
Diflunisal,DDC,0.340238095
Diflunisal,APOA5,0.19047619
Diflunisal,CCM2L,0.619047619
Diflunisal,PANX1,0.047619048
Diflunisal,CNTNAP4,0.19047619
Diflunisal,WNT11,0.619047619
Diflunisal,THBD,0.428571429
Diflunisal,HBZ,0.155
Diflunisal,NR3C1,0.5
Diflunisal,ATP5D,0.095238095
Diflunisal,PTGES,0.19047619
Diflunisal,POMT2,0.163
Diflunisal,SCN4A,0.047619048
Diflunisal,CA1,1
Diflunisal,PTGR2,0.428571429
Diflunisal,DRD1,0.19047619
Diflunisal,ADORA1,0.19047619
Diflunisal,NFKB2,0.571428571
Diflunisal,RYR3,0.19047619
Diflunisal,MMRN2,0.19047619
Diflunisal,AKR1C1,0.661428571
Diflunisal,ALOX15,0.619047619
Diflunisal,CD46,0.19047619
Diflunisal,P2RY1,0.19047619
Diflunisal,FAM213B,0.19047619
Diflunisal,HEG1,0.619047619
Diflunisal,SOD1,0.19047619
Diflunisal,RELN,0.19047619
Diflunisal,MAPK9,0.619047619
Diflunisal,AGER,0.19047619
Diflunisal,TNFRSF11A,0.19047619
Diflunisal,HTR1B,0.095238095
Diflunisal,SHANK3,0.19047619
Diflunisal,PTGES3,0.354809524
Diflunisal,RAD51C,0.156
Diflunisal,RORC,0.5
Diflunisal,INS,0.619047619
Diflunisal,ZBTB8B,0.169
Diflunisal,RGN,0.19047619
Diflunisal,SIGMAR1,0.095238095
Diflunisal,IL1RN,0.19047619
Diflunisal,CHRM1,0.095238095
Diflunisal,AKR1C2,0.660142857
Diflunisal,UGT1A1,0.714285714
Diflunisal,PLA2G4A,0.142857143
Diflunisal,HSPA1A,0.095238095
Diflunisal,VEGFA,0.19047619
Diflunisal,GRIN1,0.19047619
Diflunisal,TPMT,0.047619048
Diflunisal,SLC11A2,0.19047619
Diflunisal,AOC2,0.418
Diflunisal,NR1I3,0.5
Diflunisal,OGDH,0.047619048
Diflunisal,MID1IP1,0.19047619
Diflunisal,SCN1A,0.047619048
Diflunisal,XCL1,0.19047619
Diflunisal,CAV1,0.476190476
Diflunisal,ZNF622,0.228
Diflunisal,PRKAG1,0.571428571
Diflunisal,ENSG00000108825,0.203
Diflunisal,AVPR1A,0.619047619
Diflunisal,SCN5A,0.047619048
Diflunisal,KHK,0.19047619
Diflunisal,LMNA,0.5
Diflunisal,RARG,0.095238095
Diflunisal,SLC27A1,0.19047619
Diflunisal,ATF2,0.19047619
Diflunisal,PTGS1,1
Diflunisal,LGALS9,0.19047619
Diflunisal,MPO,0.142857143
Diflunisal,KCNA1,0.095238095
Diflunisal,UGT1A10,0.764285714
Diflunisal,UGT1A9,0.142857143
Diflunisal,SLC17A6,0.15
Diflunisal,PIBF1,0.19047619
Diflunisal,CRHR2,0.19047619
Diflunisal,HPGDS,0.19047619
Diflunisal,HMGCR,0.047619048
Diflunisal,SLC26A6,0.19047619
Diflunisal,MAPK3,0.142857143
Diflunisal,HSPA2,0.095238095
Diflunisal,ALDOB,0.19047619
Diflunisal,SCN8A,0.047619048
Diflunisal,GABRG1,0.095238095
Diflunisal,KCNA2,0.095238095
Diflunisal,SRPX2,0.19047619
Diflunisal,TFRC,0.19047619
Diflunisal,TBPL1,0.196
Diflunisal,NUCB1,0.476190476
Diflunisal,GLRA3,0.095238095
Diflunisal,LIPF,0.163
Diflunisal,CGB7,0.154
Diflunisal,ADRA2A,0.19047619
Diflunisal,ARG1,0.19047619
Diflunisal,PRKAG2,0.571428571
Diflunisal,KCNQ3,0.047619048
Diflunisal,TSPO,0.19047619
Diflunisal,ADRA1D,0.095238095
Diflunisal,MRVI1,0.19047619
Diflunisal,HDAC9,0.595238095
Diflunisal,CNR1,0.19047619
Diflunisal,NFKBIA,0.785714286
Diflunisal,RARB,0.095238095
Diflunisal,GABRA4,0.095238095
Diflunisal,FOXC2,0.19047619
Diflunisal,CPLX2,0.619047619
Diflunisal,CYP2D6,0.19047619
Diflunisal,CXCR2,0.047619048
Diflunisal,GABRB1,0.095238095
Diflunisal,PTGDR2,0.428571429
Diflunisal,CA2,1
Diflunisal,BRIP1,0.186
Diflunisal,TTR,1
Diflunisal,CIB1,0.19047619
Diflunisal,CARTPT,0.19047619
Diflunisal,TP53,0.785714286
Diflunisal,RXRG,0.095238095
Diflunisal,SLC6A2,0.095238095
Diflunisal,CHRM2,0.095238095
Diflunisal,GNS,0.17
Diflunisal,GRIA1,0.095238095
Diflunisal,ABAT,0.19047619
Diflunisal,HSPA6,0.095238095
Diflunisal,ESR1,0.5
Diflunisal,SIRT1,0.19047619
Diflunisal,DUSP10,0.19047619
Diflunisal,NR1H3,0.19047619
Diflunisal,CD34,0.19047619
Diflunisal,KCNMA1,0.19047619
Diflunisal,P2RX4,0.19047619
Diflunisal,PINK1,0.19047619
Diflunisal,CCL2,0.19047619
Diflunisal,TOR1A,0.19047619
Diflunisal,CHGA,0.19047619
Diflunisal,ALDH5A1,0.047619048
Diflunisal,NCF1,0.19047619
Diflunisal,GRIN2A,0.19047619
Diflunisal,ESR2,0.5
Diflunisal,PRDM16,0.619047619
Diflunisal,FOXP3,0.332952381
Diflunisal,SLC2A5,0.19047619
Diflunisal,GABRA1,0.095238095
Diflunisal,SCN3B,0.047619048
Diflunisal,OGDHL,0.047619048
Diflunisal,GRIN2C,0.095238095
Diflunisal,NEDD8-MDP1,0.157
Diflunisal,ADORA2A,0.19047619
Diflunisal,CHRM5,0.095238095
Diflunisal,LRRK2,0.19047619
Diflunisal,FOS,0.15
Diflunisal,PTGES3L,0.203
Diflunisal,PTK2B,0.19047619
Diflunisal,RPS23,0.182
Diflunisal,NPS,0.19047619
Diflunisal,OPRM1,0.095238095
Diflunisal,TCAP,0.157
Diflunisal,GRIN3B,0.095238095
Diflunisal,ITPR2,0.194
Diflunisal,FARSA,0.183
Diflunisal,AGTR2,0.19047619
Diflunisal,ATF6,0.5
Diflunisal,NFE2L2,1
Diflunisal,NTRK1,0.19047619
Diflunisal,HTR1D,0.095238095
Diflunisal,TRPV1,0.19047619
Diflunisal,GABRA5,0.095238095
Diflunisal,SCN2A,0.047619048
Diflunisal,CYP3A4,0.19047619
Diflunisal,GRIN2B,0.095238095
Diflunisal,RPS6KA1,0.095238095
Diflunisal,HIF1A,0.5
Diflunisal,ARSF,0.17
Diflunisal,ARSG,0.17
Diflunisal,CLCNKB,0.142857143
Diflunisal,ANXA1,0.619047619
Diflunisal,ATP2C1,0.095238095
Diflunisal,SCN9A,0.047619048
Diflunisal,ARSI,0.17
Diflunisal,GLRA1,0.095238095
Diflunisal,THBS1,0.19047619
Diflunisal,CALCA,0.19047619
Diflunisal,EDNRA,0.571428571
Diflunisal,MRPL20,0.173
Diflunisal,SULF2,0.17
Diflunisal,DRD5,0.095238095
Diflunisal,SCN4B,0.047619048
Diflunisal,APOC2,0.19047619
Diflunisal,HTR1F,0.095238095
Diflunisal,CRH,0.19047619
Diflunisal,GCKR,0.19047619
Diflunisal,ERCC2,0.186
Diflunisal,ARSE,0.17
Diflunisal,CALCRL,0.19047619
Diflunisal,PPARA,0.428571429
Diflunisal,GABRA3,0.095238095
Diflunisal,RBX1,0.476190476
Diflunisal,FTSJ3,0.233
Diflunisal,UGT1A8,0.742857143
Diflunisal,VDR,0.5
Diflunisal,NAMPT,0.619047619
Diflunisal,CFTR,0.428571429
Diflunisal,METRNL,0.619047619
Magnesium_salicylate,RGN,0.095238095
Magnesium_salicylate,GPR39,0.095238095
Magnesium_salicylate,INS,0.333333333
Magnesium_salicylate,RPE65,0.095238095
Magnesium_salicylate,DHRS9,0.095238095
Magnesium_salicylate,FGF21,0.095238095
Magnesium_salicylate,SHANK3,0.095238095
Magnesium_salicylate,FABP4,0.095238095
Magnesium_salicylate,AGER,0.095238095
Magnesium_salicylate,MAPK9,0.333333333
Magnesium_salicylate,SOD1,0.095238095
Magnesium_salicylate,GSN,0.7
Magnesium_salicylate,XCL1,0.095238095
Magnesium_salicylate,CTSG,0.095238095
Magnesium_salicylate,CES4A,0.9
Magnesium_salicylate,SCN1A,0.047619048
Magnesium_salicylate,SLC18A2,0.095238095
Magnesium_salicylate,PRDX3,0.095238095
Magnesium_salicylate,TPMT,0.380952381
Magnesium_salicylate,TLR7,0.095238095
Magnesium_salicylate,SLC7A11,0.238095238
Magnesium_salicylate,AKR1C2,0.928571429
Magnesium_salicylate,NOD2,0.095238095
Magnesium_salicylate,UGT1A10,0.7
Magnesium_salicylate,ERRFI1,0.095238095
Magnesium_salicylate,MPO,0.928571429
Magnesium_salicylate,HNRNPK,0.095238095
Magnesium_salicylate,ATF2,0.095238095
Magnesium_salicylate,RARG,0.095238095
Magnesium_salicylate,KHK,0.095238095
Magnesium_salicylate,IKBKE,0.333333333
Magnesium_salicylate,DEFA1,0.095238095
Magnesium_salicylate,ALDH8A1,0.095238095
Magnesium_salicylate,KCNMB1,0.095238095
Magnesium_salicylate,SLC26A6,0.095238095
Magnesium_salicylate,HEXB,0.095238095
Magnesium_salicylate,PIBF1,0.095238095
Magnesium_salicylate,ABCA7,0.095238095
Magnesium_salicylate,ADAM17,0.095238095
Magnesium_salicylate,RDH14,0.095238095
Magnesium_salicylate,APOA1,0.095238095
Magnesium_salicylate,PLA2G4E,0.095238095
Magnesium_salicylate,CRLS1,0.095238095
Magnesium_salicylate,ATP13A2,0.095238095
Magnesium_salicylate,IL6R,0.095238095
Magnesium_salicylate,SQSTM1,0.095238095
Magnesium_salicylate,PLA2G4F,0.095238095
Magnesium_salicylate,NLGN2,0.095238095
Magnesium_salicylate,RXRA,0.095238095
Magnesium_salicylate,CHRNA7,0.095238095
Magnesium_salicylate,MC4R,0.095238095
Magnesium_salicylate,ITGB3,0.333333333
Magnesium_salicylate,HSD17B2,0.714285714
Magnesium_salicylate,PRMT5,0.095238095
Magnesium_salicylate,OSBPL8,0.333333333
Magnesium_salicylate,PLA2G3,0.095238095
Magnesium_salicylate,PDE4B,0.047619048
Magnesium_salicylate,QPRT,0.047619048
Magnesium_salicylate,TERF1,0.095238095
Magnesium_salicylate,MBOAT1,0.095238095
Magnesium_salicylate,SSH1,0.095238095
Magnesium_salicylate,CNTNAP4,0.095238095
Magnesium_salicylate,APOA5,0.095238095
Magnesium_salicylate,HSPA5,0.619047619
Magnesium_salicylate,DDC,0.238095238
Magnesium_salicylate,HTRA2,0.095238095
Magnesium_salicylate,FABP3,0.333333333
Magnesium_salicylate,HSF1,0.7
Magnesium_salicylate,KCNMB2,0.095238095
Magnesium_salicylate,UNC119B,0.095238095
Magnesium_salicylate,FPGS,0.142857143
Magnesium_salicylate,PRKAB2,0.619047619
Magnesium_salicylate,PLA2G2A,0.095238095
Magnesium_salicylate,IL12B,0.095238095
Magnesium_salicylate,PRKAG3,0.619047619
Magnesium_salicylate,NR1H4,0.095238095
Magnesium_salicylate,KCNN3,0.095238095
Magnesium_salicylate,P2RY1,0.095238095
Magnesium_salicylate,CD46,0.095238095
Magnesium_salicylate,PER2,0.095238095
Magnesium_salicylate,ALOX15,0.333333333
Magnesium_salicylate,PAWR,0.333333333
Magnesium_salicylate,SNAP23,0.095238095
Magnesium_salicylate,ANXA5,0.7
Magnesium_salicylate,MASTL,0.095238095
Magnesium_salicylate,STX2,0.095238095
Magnesium_salicylate,HOXA5,0.095238095
Magnesium_salicylate,RDH10,0.095238095
Magnesium_salicylate,SCN4A,0.095238095
Magnesium_salicylate,CES5A,0.9
Magnesium_salicylate,DAB2IP,0.095238095
Magnesium_salicylate,PTGES,0.095238095
Magnesium_salicylate,YARS,0.047619048
Magnesium_salicylate,THBD,0.047619048
Magnesium_salicylate,PPP4R4,0.095238095
Magnesium_salicylate,RHEB,0.095238095
Magnesium_salicylate,IL1R1,0.095238095
Magnesium_salicylate,AGTR1,0.095238095
Magnesium_salicylate,GABRA1,0.095238095
Magnesium_salicylate,FOXP3,0.095238095
Magnesium_salicylate,KCNN4,0.095238095
Magnesium_salicylate,APOE,0.095238095
Magnesium_salicylate,GRIN2A,0.095238095
Magnesium_salicylate,ALAD,0.095238095
Magnesium_salicylate,CHGA,0.095238095
Magnesium_salicylate,TRPM2,0.095238095
Magnesium_salicylate,RPS19,0.095238095
Magnesium_salicylate,CRP,0.095238095
Magnesium_salicylate,PTGER2,0.095238095
Magnesium_salicylate,LRRK2,0.095238095
Magnesium_salicylate,CTBP1,0.095238095
Magnesium_salicylate,APCS,0.095238095
Magnesium_salicylate,CST3,0.095238095
Magnesium_salicylate,ADORA2A,0.095238095
Magnesium_salicylate,ABHD5,0.333333333
Magnesium_salicylate,TP73,0.095238095
Magnesium_salicylate,THBS1,0.095238095
Magnesium_salicylate,ANXA1,0.333333333
Magnesium_salicylate,CYP3A4,0.095238095
Magnesium_salicylate,SLC8A1,0.095238095
Magnesium_salicylate,GABRA5,0.095238095
Magnesium_salicylate,SCN2A,0.095238095
Magnesium_salicylate,AKR1A1,0.095238095
Magnesium_salicylate,BIRC2,0.095238095
Magnesium_salicylate,CFTR,0.047619048
Magnesium_salicylate,NAMPT,0.333333333
Magnesium_salicylate,VDR,0.095238095
Magnesium_salicylate,PPARA,0.333333333
Magnesium_salicylate,CALCRL,0.095238095
Magnesium_salicylate,GUSB,0.549
Magnesium_salicylate,GCKR,0.095238095
Magnesium_salicylate,PLIN5,0.095238095
Magnesium_salicylate,EDNRA,0.619047619
Magnesium_salicylate,ASH1L,0.095238095
Magnesium_salicylate,TSPO,0.095238095
Magnesium_salicylate,ADRA2A,0.095238095
Magnesium_salicylate,AOX1,0.865
Magnesium_salicylate,XDH,0.972
Magnesium_salicylate,AFP,0.095238095
Magnesium_salicylate,VIMP,0.095238095
Magnesium_salicylate,POT1,0.095238095
Magnesium_salicylate,STARD5,0.095238095
Magnesium_salicylate,S100A8,0.333333333
Magnesium_salicylate,TFRC,0.095238095
Magnesium_salicylate,DEFA3,0.095238095
Magnesium_salicylate,VIP,0.095238095
Magnesium_salicylate,PNPLA2,0.333333333
Magnesium_salicylate,HRSP12,0.095238095
Magnesium_salicylate,ANXA2,0.095238095
Magnesium_salicylate,CPLX2,0.333333333
Magnesium_salicylate,PRKCH,0.095238095
Magnesium_salicylate,FOXC2,0.095238095
Magnesium_salicylate,RARB,0.095238095
Magnesium_salicylate,PPP1R15A,0.095238095
Magnesium_salicylate,NFKBIA,0.619047619
Magnesium_salicylate,SIRT1,0.095238095
Magnesium_salicylate,MBOAT7,0.095238095
Magnesium_salicylate,AKR7A2,0.095238095
Magnesium_salicylate,RXRG,0.095238095
Magnesium_salicylate,LPGAT1,0.095238095
Magnesium_salicylate,TP53,0.619047619
Magnesium_salicylate,MTOR,0.095238095
Magnesium_salicylate,FABP6,0.095238095
Magnesium_salicylate,CIB1,0.095238095
Magnesium_salicylate,CARTPT,0.095238095
Magnesium_salicylate,FITM2,0.095238095
Magnesium_salicylate,EGR1,0.095238095
Magnesium_salicylate,CCL2,0.095238095
Magnesium_salicylate,KCNMA1,0.095238095
Magnesium_salicylate,AKT1,0.095238095
Magnesium_salicylate,NR1H3,0.333333333
Magnesium_salicylate,OXER1,0.333333333
Magnesium_salicylate,ADRA1A,0.095238095
Magnesium_salicylate,PINX1,0.095238095
Magnesium_salicylate,PLA2G5,0.095238095
Magnesium_salicylate,SEPN1,0.095238095
Magnesium_salicylate,GNAS,0.095238095
Magnesium_salicylate,RYR2,0.095238095
Magnesium_salicylate,HPSE,0.549
Magnesium_salicylate,PTGR1,0.095238095
Magnesium_salicylate,PTGDS,0.095238095
Magnesium_salicylate,EHD1,0.095238095
Magnesium_salicylate,CYP1B1,0.095238095
Magnesium_salicylate,CYP17A1,0.095238095
Magnesium_salicylate,IFNG,0.380952381
Magnesium_salicylate,GDNF,0.095238095
Magnesium_salicylate,RYR1,0.095238095
Magnesium_salicylate,MAP2K5,0.095238095
Magnesium_salicylate,PPARG,0.761904762
Magnesium_salicylate,GABRB2,0.095238095
Magnesium_salicylate,PLA2G12A,0.095238095
Magnesium_salicylate,RPS6KA3,0.619047619
Magnesium_salicylate,ACAT1,0.238095238
Magnesium_salicylate,RDH8,0.095238095
Magnesium_salicylate,MT1A,0.15
Magnesium_salicylate,S100A9,0.333333333
Magnesium_salicylate,GABRB3,0.095238095
Magnesium_salicylate,PDCD10,0.095238095
Magnesium_salicylate,AIF1,0.095238095
Magnesium_salicylate,CHIA,0.549
Magnesium_salicylate,TNF,0.333333333
Magnesium_salicylate,APLN,0.095238095
Magnesium_salicylate,MAPK12,0.263
Magnesium_salicylate,CREB1,0.095238095
Magnesium_salicylate,MED25,0.095238095
Magnesium_salicylate,NGFR,0.095238095
Magnesium_salicylate,DRD3,0.095238095
Magnesium_salicylate,SREBF2,0.095238095
Magnesium_salicylate,ANAPC2,0.333333333
Magnesium_salicylate,NR4A3,0.095238095
Magnesium_salicylate,DDIAS,0.095238095
Magnesium_salicylate,HMGA1,0.095238095
Magnesium_salicylate,PLA2G7,0.095238095
Magnesium_salicylate,CASQ2,0.095238095
Magnesium_salicylate,PLA2G2D,0.095238095
Magnesium_salicylate,ATP6AP2,0.095238095
Magnesium_salicylate,TRIM40,0.095238095
Magnesium_salicylate,GABRG3,0.095238095
Magnesium_salicylate,HTR3A,0.095238095
Magnesium_salicylate,GPX4,0.095238095
Magnesium_salicylate,PTGIS,0.333333333
Magnesium_salicylate,LTB4R2,0.095238095
Magnesium_salicylate,DOCK5,0.095238095
Magnesium_salicylate,RAB3GAP1,0.095238095
Magnesium_salicylate,PRKCE,0.095238095
Magnesium_salicylate,GABRE,0.095238095
Magnesium_salicylate,PML,0.095238095
Magnesium_salicylate,TYMS,0.142857143
Magnesium_salicylate,TNFSF11,0.095238095
Magnesium_salicylate,PRKAB1,0.619047619
Magnesium_salicylate,UGT1A3,0.7
Magnesium_salicylate,PTGFR,0.095238095
Magnesium_salicylate,RGS2,0.095238095
Magnesium_salicylate,MAPK14,0.263
Magnesium_salicylate,IRS2,0.095238095
Magnesium_salicylate,FOXF1,0.095238095
Magnesium_salicylate,MCL1,0.15
Magnesium_salicylate,IL10,0.095238095
Magnesium_salicylate,DLL1,0.095238095
Magnesium_salicylate,STARD3,0.095238095
Magnesium_salicylate,MYLIP,0.095238095
Magnesium_salicylate,MAOB,0.095238095
Magnesium_salicylate,IRAK3,0.095238095
Magnesium_salicylate,ZNF675,0.095238095
Magnesium_salicylate,CYP3A5,0.095238095
Magnesium_salicylate,TRAF6,0.095238095
Magnesium_salicylate,FABP2,0.047619048
Magnesium_salicylate,CUBN,0.095238095
Magnesium_salicylate,MAPK11,0.263
Magnesium_salicylate,FKBP1B,0.095238095
Magnesium_salicylate,ERC1,0.095238095
Magnesium_salicylate,BCHE,0.095238095
Magnesium_salicylate,PRKACA,0.095238095
Magnesium_salicylate,GHDC,0.752
Magnesium_salicylate,ACACA,0.095238095
Magnesium_salicylate,PLBD1,0.095238095
Magnesium_salicylate,PLA2G4D,0.095238095
Magnesium_salicylate,PTX3,0.095238095
Magnesium_salicylate,AKR1C4,0.380952381
Magnesium_salicylate,PROC,0.095238095
Magnesium_salicylate,HDAC5,0.095238095
Magnesium_salicylate,KLF4,0.095238095
Magnesium_salicylate,MAFF,0.15
Magnesium_salicylate,ALOX15B,0.699333333
Magnesium_salicylate,MLXIPL,0.095238095
Magnesium_salicylate,S1PR2,0.095238095
Magnesium_salicylate,CYP1A2,0.095238095
Magnesium_salicylate,ALOX5,0.761904762
Magnesium_salicylate,BMP8A,0.095238095
Magnesium_salicylate,LUM,0.095238095
Magnesium_salicylate,DOCK4,0.095238095
Magnesium_salicylate,NR1H2,0.333333333
Magnesium_salicylate,MAP3K7,0.095238095
Magnesium_salicylate,PAH,0.095238095
Magnesium_salicylate,TICAM2,0.095238095
