Drug,Target,Combine_score
Ibuprofen,LRRC55,0.23
Ibuprofen,IL4,0.287952381
Ibuprofen,ZRANB1,0.531
Ibuprofen,VTI1B,0.095238095
Ibuprofen,STAT5A,0.095238095
Ibuprofen,IL10,0.288
Ibuprofen,MAOB,0.095238095
Ibuprofen,DLL1,0.095238095
Ibuprofen,FARSB,0.095238095
Ibuprofen,MCL1,0.333333333
Ibuprofen,ATP6V0C,0.209
Ibuprofen,TCAF1,0.714285714
Ibuprofen,HTR2C,0.095238095
Ibuprofen,IL2,0.372095238
Ibuprofen,ZNF268,0.095238095
Ibuprofen,ARFGAP3,0.311
Ibuprofen,RGS2,0.095238095
Ibuprofen,SDHA,0.142857143
Ibuprofen,CFI,0.256
Ibuprofen,CFP,0.289
Ibuprofen,PML,0.095238095
Ibuprofen,LRR1,0.23
Ibuprofen,SGK3,0.095238095
Ibuprofen,MLXIPL,0.095238095
Ibuprofen,KLK13,0.256
Ibuprofen,PRKCZ,0.095238095
Ibuprofen,PROC,0.195
Ibuprofen,HDAC5,0.095238095
Ibuprofen,HFE,0.095238095
Ibuprofen,LRRK1,0.23
Ibuprofen,PRSS1,0.256
Ibuprofen,CERS6,0.614
Ibuprofen,BCHE,0.256285714
Ibuprofen,LILRB1,0.095238095
Ibuprofen,TNF,0.803666667
Ibuprofen,KLK4,0.256
Ibuprofen,CATSPER3,0.095238095
Ibuprofen,PDCD10,0.095238095
Ibuprofen,KIT,0.095238095
Ibuprofen,RYR1,0.095238095
Ibuprofen,GABRB2,0.095238095
Ibuprofen,MAP2K5,0.095238095
Ibuprofen,PRSS45,0.256
Ibuprofen,LRIT1,0.23
Ibuprofen,KIFC1,0.19
Ibuprofen,PTGR1,0.095238095
Ibuprofen,KLK7,0.256
Ibuprofen,BGN,0.23
Ibuprofen,SEPN1,0.095238095
Ibuprofen,RTN4R,0.23
Ibuprofen,SATB1,0.095238095
Ibuprofen,ABHD4,0.195
Ibuprofen,IGFALS,0.23
Ibuprofen,PINX1,0.095238095
Ibuprofen,STX6,0.382
Ibuprofen,IRF1,0.095238095
Ibuprofen,GABBR2,0.095238095
Ibuprofen,OGN,0.23
Ibuprofen,LRRN2,0.23
Ibuprofen,DOCK5,0.095238095
Ibuprofen,LTB4R2,0.095238095
Ibuprofen,RAB3GAP1,0.095238095
Ibuprofen,ST14,0.256
Ibuprofen,CYTH2,0.17
Ibuprofen,LIPN,0.195
Ibuprofen,PTGIS,0.333333333
Ibuprofen,ATF5,0.095238095
Ibuprofen,HTR3A,0.095238095
Ibuprofen,SCN2B,0.142857143
Ibuprofen,AMACR,0.729
Ibuprofen,FBXO8,0.269
Ibuprofen,ANAPC2,0.333333333
Ibuprofen,HMGA1,0.095238095
Ibuprofen,CASQ2,0.095238095
Ibuprofen,CHRM4,0.095238095
Ibuprofen,DRD3,0.095238095
Ibuprofen,LRRN3,0.23
Ibuprofen,APLN,0.095238095
Ibuprofen,RET,0.333333333
Ibuprofen,LRRC53,0.23
Ibuprofen,ITGAV,0.333333333
Ibuprofen,CRHR1,0.095238095
Ibuprofen,LTF,0.741
Ibuprofen,USF2,0.2
Ibuprofen,ADAM9,0.095238095
Ibuprofen,UAP1L1,0.187
Ibuprofen,SNCA,0.333333333
Ibuprofen,MASP2,0.256
Ibuprofen,STX7,0.095238095
Ibuprofen,PRSS21,0.256
Ibuprofen,CATSPER4,0.095238095
Ibuprofen,ADRA2B,0.095238095
Ibuprofen,LRIG3,0.23
Ibuprofen,TCF3,0.333333333
Ibuprofen,RABGEF1,0.188
Ibuprofen,NLGN3,0.095238095
Ibuprofen,SERPINB7,0.714285714
Ibuprofen,LRRC4,0.23
Ibuprofen,MYOC,0.095238095
Ibuprofen,C8A,0.095238095
Ibuprofen,TPBG,0.23
Ibuprofen,SLC22A7,0.726
Ibuprofen,PLAT,1
Ibuprofen,SDHC,0.142857143
Ibuprofen,CIITA,0.095238095
Ibuprofen,CELA1,0.256
Ibuprofen,PNP,0.333333333
Ibuprofen,RTN4RL2,0.23
Ibuprofen,CHUK,0.714285714
Ibuprofen,LRRC38,0.23
Ibuprofen,NR1D1,0.333333333
Ibuprofen,RAC3,0.095238095
Ibuprofen,CYP7A1,0.8
Ibuprofen,OPRK1,0.274380952
Ibuprofen,KMO,0.333333333
Ibuprofen,WDR89,0.173
Ibuprofen,LGR5,0.23
Ibuprofen,SLC9A3R1,0.095238095
Ibuprofen,TMPRSS5,0.256
Ibuprofen,GRIN2D,0.095238095
Ibuprofen,CATSPERB,0.095238095
Ibuprofen,IL1A,0.297904762
Ibuprofen,ADCY6,0.095238095
Ibuprofen,DROSHA,0.192
Ibuprofen,CCNE1,0.095238095
Ibuprofen,NEUROD2,0.333333333
Ibuprofen,RARA,0.523809524
Ibuprofen,PARK2,0.095238095
Ibuprofen,CTBP2,0.095238095
Ibuprofen,PAH,0.095238095
Ibuprofen,LUM,0.303333333
Ibuprofen,PRSS8,0.256
Ibuprofen,TMPRSS6,0.256
Ibuprofen,ALOX5,1
Ibuprofen,DOCK4,0.095238095
Ibuprofen,CTRB2,0.256
Ibuprofen,SMAD3,0.095238095
Ibuprofen,CXCR1,0.095238095
Ibuprofen,CDKN2A,0.333333333
Ibuprofen,VKORC1,0.095238095
Ibuprofen,CCND1,0.095238095
Ibuprofen,VASN,0.23
Ibuprofen,SCAP,0.095238095
Ibuprofen,SLC22A11,0.737142857
Ibuprofen,HPGD,0.751190476
Ibuprofen,CETP,0.095238095
Ibuprofen,USF1,0.095238095
Ibuprofen,SLC34A2,0.095238095
Ibuprofen,CERS4,0.614
Ibuprofen,PHLPP1,0.23
Ibuprofen,PNKD,0.095238095
Ibuprofen,KIFC3,0.19
Ibuprofen,BCL2,1
Ibuprofen,DRD4,0.095238095
Ibuprofen,TPSAB1,0.256
Ibuprofen,EDN3,0.095238095
Ibuprofen,JAM3,0.095238095
Ibuprofen,TMPRSS13,0.256
Ibuprofen,XRN2,0.241
Ibuprofen,ACMSD,0.333333333
Ibuprofen,MST1L,0.195
Ibuprofen,TERF1,0.095238095
Ibuprofen,PDE4B,0.095238095
Ibuprofen,MC4R,0.095238095
Ibuprofen,NUDT12,0.333333333
Ibuprofen,SEC24B,0.333333333
Ibuprofen,RXRA,0.619047619
Ibuprofen,PRSS54,0.256
Ibuprofen,CEBPZ,0.171
Ibuprofen,ACCS,0.177
Ibuprofen,CELA3B,0.256
Ibuprofen,ENSG00000224963,0.23
Ibuprofen,ABCA7,0.095238095
Ibuprofen,DNAJC2,0.198
Ibuprofen,APOA1,0.095238095
Ibuprofen,IRF7,0.095238095
Ibuprofen,ENSG00000263809,0.283
Ibuprofen,CFD,0.256
Ibuprofen,GZMM,0.256
Ibuprofen,DAB2IP,0.095238095
Ibuprofen,LRRC19,0.23
Ibuprofen,SCN4A,0.142857143
Ibuprofen,SLC13A1,0.142857143
Ibuprofen,NGF,0.333333333
Ibuprofen,P2RY1,0.095238095
Ibuprofen,PER2,0.095238095
Ibuprofen,CD46,0.095238095
Ibuprofen,PRKAG3,0.238095238
Ibuprofen,NR1H4,0.666666667
Ibuprofen,PLA2G2A,0.095238095
Ibuprofen,LRCH1,0.23
Ibuprofen,POR,0.457
Ibuprofen,IL12B,0.095238095
Ibuprofen,GNB2L1,0.095238095
Ibuprofen,RAB11FIP3,0.333333333
Ibuprofen,FABP3,0.333333333
Ibuprofen,UNC119B,0.095238095
Ibuprofen,PRKAB2,0.238095238
Ibuprofen,HSF1,0.7
Ibuprofen,APOA5,0.095238095
Ibuprofen,LRRC39,0.23
Ibuprofen,DDC,0.095238095
Ibuprofen,HSPA5,0.388190476
Ibuprofen,CAND2,0.425
Ibuprofen,IVL,0.095238095
Ibuprofen,OGDH,0.142857143
Ibuprofen,CTSG,0.324
Ibuprofen,MYOG,0.333333333
Ibuprofen,SOD1,0.095238095
Ibuprofen,LRRTM3,0.23
Ibuprofen,ECM2,0.23
Ibuprofen,APOH,0.095238095
Ibuprofen,FABP4,0.853428571
Ibuprofen,DFFA,0.338
Ibuprofen,STX1A,0.095238095
Ibuprofen,FYN,0.185
Ibuprofen,FGF21,0.095238095
Ibuprofen,SHANK3,0.095238095
Ibuprofen,ERCC6,0.095238095
Ibuprofen,PIBF1,0.095238095
Ibuprofen,TAAR1,0.095238095
Ibuprofen,BOK,0.095238095
Ibuprofen,NMRK2,0.095238095
Ibuprofen,PRSS42,0.256
Ibuprofen,MGEA5,0.095238095
Ibuprofen,IHH,0.095238095
Ibuprofen,HNRNPK,0.095238095
Ibuprofen,RARG,0.095238095
Ibuprofen,CMA1,0.256
Ibuprofen,LMNA,0.5
Ibuprofen,MPO,0.253333333
Ibuprofen,NOD2,0.095238095
Ibuprofen,UGT1A10,0.7
Ibuprofen,UGT1A9,0.721
Ibuprofen,MTHFD1,0.095238095
Ibuprofen,THPO,0.5
Ibuprofen,RARB,0.095238095
Ibuprofen,C1QTNF3,0.714285714
Ibuprofen,TNFRSF21,0.267
Ibuprofen,XRRA1,0.23
Ibuprofen,MRPL19,0.221
Ibuprofen,IL12RB1,0.095238095
Ibuprofen,AVIL,0.431
Ibuprofen,POT1,0.095238095
Ibuprofen,TMPRSS11B,0.256
Ibuprofen,KCNA5,0.095238095
Ibuprofen,LRRC15,0.23
Ibuprofen,GZMH,0.256
Ibuprofen,ESD,0.219
Ibuprofen,MYF6,0.333333333
Ibuprofen,BCL2L2,0.095238095
Ibuprofen,UGT2B4,0.7
Ibuprofen,OXER1,0.333333333
Ibuprofen,DCN,0.23
Ibuprofen,KCNMA1,0.095238095
Ibuprofen,AKT1,0.095238095
Ibuprofen,CAV3,0.333333333
Ibuprofen,EGR1,0.095238095
Ibuprofen,KIAA1149,0.242
Ibuprofen,ABHD10,0.195
Ibuprofen,LRFN5,0.23
Ibuprofen,CHADL,0.23
Ibuprofen,ASPN,0.23
Ibuprofen,HOXA1,0.095238095
Ibuprofen,LRRC63,0.23
Ibuprofen,LRTM2,0.23
Ibuprofen,FCER1G,0.095238095
Ibuprofen,TP53,0.666666667
Ibuprofen,RXRG,0.238095238
Ibuprofen,GNA11,0.095238095
Ibuprofen,LRFN4,0.23
Ibuprofen,RAG2,0.333333333
Ibuprofen,CACNA1A,0.095238095
Ibuprofen,ADAMTS18,0.095238095
Ibuprofen,IGSF10,0.23
Ibuprofen,LRRC10,0.23
Ibuprofen,TPSD1,0.256
Ibuprofen,APCS,0.095238095
Ibuprofen,NMRK1,0.095238095
Ibuprofen,ADORA2A,0.095238095
Ibuprofen,CHRM5,0.095238095
Ibuprofen,CRP,0.32052381
Ibuprofen,OXCT1,0.142857143
Ibuprofen,RPS15,0.221
Ibuprofen,RAB11FIP5,0.333333333
Ibuprofen,KLK10,0.256
Ibuprofen,GRIN3B,0.095238095
Ibuprofen,NACA,0.095238095
Ibuprofen,GRIN2A,0.095238095
Ibuprofen,ATF7,0.095238095
Ibuprofen,CHGA,0.095238095
Ibuprofen,ALDH5A1,0.142857143
Ibuprofen,LRRC28,0.23
Ibuprofen,CHRNA10,0.095238095
Ibuprofen,TRIP11,0.29
Ibuprofen,NOS3,0.63447619
Ibuprofen,GABRA1,0.095238095
Ibuprofen,GZMB,0.256
Ibuprofen,OGDHL,0.047619048
Ibuprofen,GRIN2C,0.095238095
Ibuprofen,TCTA,0.171
Ibuprofen,LRRC8D,0.23
Ibuprofen,EDNRA,0.238095238
Ibuprofen,GCKR,0.095238095
Ibuprofen,MYF5,0.333333333
Ibuprofen,PLD1,0.244
Ibuprofen,CALCRL,0.095238095
Ibuprofen,ENSG00000268465,0.17
Ibuprofen,VDR,0.547619048
Ibuprofen,CFTR,1
Ibuprofen,SLC8A1,0.095238095
Ibuprofen,SCN2A,0.142857143
Ibuprofen,GABRA5,0.095238095
Ibuprofen,ADAMTS9,0.333333333
Ibuprofen,SLC7A8,0.095238095
Ibuprofen,STX8,0.440857143
Ibuprofen,ATOH1,0.333333333
Ibuprofen,ANXA1,0.714285714
Ibuprofen,TMPRSS7,0.256
Ibuprofen,TP73,0.095238095
Ibuprofen,COL1A1,0.333333333
Ibuprofen,IL1B,0.816857143
Ibuprofen,SLC22A1,0.728571429
Ibuprofen,PXN,0.095238095
Ibuprofen,TH,0.095238095
Ibuprofen,PTPN14,0.179
Ibuprofen,FBXO22,0.095238095
Ibuprofen,KCNE2,0.714285714
Ibuprofen,SHOX2,0.333333333
Ibuprofen,ABHD11,0.195
Ibuprofen,RXRB,0.238095238
Ibuprofen,SCN7A,0.142857143
Ibuprofen,APOB,0.095238095
Ibuprofen,NDRG2,0.333333333
Ibuprofen,HOXB1,0.095238095
Ibuprofen,TSKU,0.23
Ibuprofen,TLR2,0.196
Ibuprofen,KITLG,0.333333333
Ibuprofen,MINPP1,0.286
Ibuprofen,UNG,0.174
Ibuprofen,P4HA2,0.142857143
Ibuprofen,PRKCB,0.095238095
Ibuprofen,IDH1,0.5
Ibuprofen,SFRP1,0.095238095
Ibuprofen,GAD2,0.095238095
Ibuprofen,MAOA,0.095238095
Ibuprofen,EPX,0.216
Ibuprofen,BCL2L11,0.095238095
Ibuprofen,SERPINF2,0.095238095
Ibuprofen,PPARGC1A,0.095238095
Ibuprofen,NTSR2,0.095238095
Ibuprofen,MFAP4,0.095238095
Ibuprofen,RELA,0.095238095
Ibuprofen,HDAC2,0.142857143
Ibuprofen,TBXAS1,0.095238095
Ibuprofen,ERG,0.5
Ibuprofen,CD36,0.095238095
Ibuprofen,PLOD3,0.142857143
Ibuprofen,PIF1,0.095238095
Ibuprofen,ATF3,0.095238095
Ibuprofen,SIGLEC15,0.095238095
Ibuprofen,SDHB,0.142857143
Ibuprofen,PRSS46,0.256
Ibuprofen,ZFPM1,0.095238095
Ibuprofen,PRKAA2,0.238095238
Ibuprofen,GNAQ,0.095238095
Ibuprofen,ACSF3,0.095238095
Ibuprofen,OVCH1,0.256
Ibuprofen,KLK6,0.256
Ibuprofen,OBFC1,0.095238095
Ibuprofen,HEPH,0.17
Ibuprofen,TOMM40L,0.095238095
Ibuprofen,APOBEC1,0.095238095
Ibuprofen,SCP2,0.095238095
Ibuprofen,CTSL,0.095238095
Ibuprofen,PPARD,0.547619048
Ibuprofen,KCNJ10,0.095238095
Ibuprofen,NR2E1,0.095238095
Ibuprofen,TOMM40,0.095238095
Ibuprofen,KNG1,0.25
Ibuprofen,ANO6,0.095238095
Ibuprofen,APOL1,0.293
Ibuprofen,VIL1,0.095238095
Ibuprofen,NCS1,0.18
Ibuprofen,PCSK4,0.095238095
Ibuprofen,RGCC,0.333333333
Ibuprofen,CABYR,0.095238095
Ibuprofen,DNAJC3,0.333333333
Ibuprofen,C1R,0.256
Ibuprofen,RGS19,0.5
Ibuprofen,HABP2,0.256
Ibuprofen,BAK1,0.095238095
Ibuprofen,HAAO,0.333333333
Ibuprofen,ABCA1,0.333333333
Ibuprofen,HGF,0.195
Ibuprofen,CCL5,0.095238095
Ibuprofen,ATP1A1,0.095238095
Ibuprofen,NUP62CL,0.197
Ibuprofen,TMPRSS15,0.256
Ibuprofen,TF,0.741
Ibuprofen,TYR,0.142857143
Ibuprofen,MFHAS1,0.23
Ibuprofen,GABRA6,0.095238095
Ibuprofen,PDXP,0.333333333
Ibuprofen,PRKAA1,0.238095238
Ibuprofen,APH1A,0.198
Ibuprofen,LRRC57,0.23
Ibuprofen,MAPKAPK2,0.7
Ibuprofen,PSEN2,0.255
Ibuprofen,IL13,0.714285714
Ibuprofen,HTR1A,0.095238095
Ibuprofen,ABHD14A,0.195
Ibuprofen,SLC25A10,0.142857143
Ibuprofen,SLC6A4,0.333333333
Ibuprofen,CEACAM5,0.095238095
Ibuprofen,HP,0.256
Ibuprofen,ATG7,0.095238095
Ibuprofen,AKR1C3,1
Ibuprofen,TBXA2R,0.570238095
Ibuprofen,D2HGDH,0.095238095
Ibuprofen,FGF10,0.095238095
Ibuprofen,GZMA,0.256
Ibuprofen,GNAO1,0.5
Ibuprofen,TAT,0.095238095
Ibuprofen,GABBR1,0.095238095
Ibuprofen,GNAL,0.095238095
Ibuprofen,MEF2C,0.333333333
Ibuprofen,TARDBP,1
Ibuprofen,GOT1,0.095238095
Ibuprofen,CEBPA,0.095238095
Ibuprofen,LIPK,0.195
Ibuprofen,SLC22A6,1
Ibuprofen,AFMID,0.095238095
Ibuprofen,CHAD,0.23
Ibuprofen,IQSEC2,0.17
Ibuprofen,TNFSF8,0.095238095
Ibuprofen,FNDC5,0.333333333
Ibuprofen,SNUPN,0.5
Ibuprofen,UPP2,0.831
Ibuprofen,SCARB1,0.095238095
Ibuprofen,VAMP8,0.095238095
Ibuprofen,CPT1A,0.095238095
Ibuprofen,AKR1D1,0.142857143
Ibuprofen,XRN1,0.241
Ibuprofen,P2RY6,0.095238095
Ibuprofen,TRADD,0.095238095
Ibuprofen,ADRB2,0.261714286
Ibuprofen,NKX2-2,0.095238095
Ibuprofen,SRD5A2,0.142857143
Ibuprofen,P3H3,0.142857143
Ibuprofen,HMGN1,0.095238095
Ibuprofen,PRSS38,0.256
Ibuprofen,CELA2A,0.256
Ibuprofen,CYP2C8,0.946
Ibuprofen,AVP,0.333333333
Ibuprofen,APOC4,0.095238095
Ibuprofen,CPB2,0.095238095
Ibuprofen,YARS2,0.095238095
Ibuprofen,TCAF2,0.333333333
Ibuprofen,GNG2,0.095238095
Ibuprofen,SEC61B,0.333333333
Ibuprofen,ABCA5,0.095238095
Ibuprofen,CYP11A1,0.095238095
Ibuprofen,NLRP3,0.095238095
Ibuprofen,CTRL,0.256
Ibuprofen,GABRA2,0.095238095
Ibuprofen,XPC,0.095238095
Ibuprofen,MRPS10,0.25
Ibuprofen,MMP9,0.191
Ibuprofen,CDC20,0.333333333
Ibuprofen,NLGN1,0.095238095
Ibuprofen,LRRC8A,0.23
Ibuprofen,SDHD,0.142857143
Ibuprofen,PTGS2,1
Ibuprofen,IL20RB,0.095238095
Ibuprofen,P2RY11,0.095238095
Ibuprofen,GLUL,0.095238095
Ibuprofen,POLR2B,0.183
Ibuprofen,SNAI2,0.095238095
Ibuprofen,PRKG1,0.095238095
Ibuprofen,NAPRT,0.333333333
Ibuprofen,DHODH,0.095238095
Ibuprofen,ALB,1
Ibuprofen,FOXO1,0.095238095
Ibuprofen,GSK3B,0.095238095
Ibuprofen,EPO,0.095238095
Ibuprofen,OMG,0.23
Ibuprofen,ATF4,0.095238095
Ibuprofen,CYP3A7,0.201
Ibuprofen,GGCX,0.095238095
Ibuprofen,NPR2,0.095238095
Ibuprofen,MMRN2,0.095238095
Ibuprofen,AKR1C1,0.771428571
Ibuprofen,ZEB2,0.333333333
Ibuprofen,TMPRSS11E,0.256
Ibuprofen,C8G,0.095238095
Ibuprofen,CBR1,0.095238095
Ibuprofen,RUNX1,0.333333333
Ibuprofen,IL6,0.565333333
Ibuprofen,SULT1E1,0.7
Ibuprofen,PLA2G2E,0.047619048
Ibuprofen,IL1RN,0.753
Ibuprofen,SLC11A2,0.095238095
Ibuprofen,GRIN1,0.095238095
Ibuprofen,VEGFA,0.781952381
Ibuprofen,MLYCD,0.095238095
Ibuprofen,WNK1,0.095238095
Ibuprofen,LRTM1,0.23
Ibuprofen,MID1IP1,0.095238095
Ibuprofen,ABCD2,0.095238095
Ibuprofen,NR1I3,0.5
Ibuprofen,PXDNL,0.216
Ibuprofen,GSX2,0.095238095
Ibuprofen,SLC13A2,0.142857143
Ibuprofen,OSBPL11,0.095238095
Ibuprofen,NFATC1,0.095238095
Ibuprofen,LRRN1,0.23
Ibuprofen,TNFRSF11A,0.095238095
Ibuprofen,RELN,0.095238095
Ibuprofen,PTGER1,0.310571429
Ibuprofen,PTGES3,0.095238095
Ibuprofen,NRIP1,0.095238095
Ibuprofen,SPNS2,0.095238095
Ibuprofen,OMA1,0.095238095
Ibuprofen,P4HA1,0.142857143
Ibuprofen,ACHE,0.095238095
Ibuprofen,SGK1,0.095238095
Ibuprofen,MXRA5,0.23
Ibuprofen,ALDOB,0.095238095
Ibuprofen,OMD,0.23
Ibuprofen,ASPA,0.095238095
Ibuprofen,GAP43,0.095238095
Ibuprofen,LINGO1,0.23
Ibuprofen,TMPRSS9,0.256
Ibuprofen,BSPH1,0.095238095
Ibuprofen,PAMR1,0.256
Ibuprofen,ACOT4,0.095238095
Ibuprofen,AVPR1A,0.333333333
Ibuprofen,PRKAG1,0.238095238
Ibuprofen,SHH,0.095238095
Ibuprofen,PTGS1,1
Ibuprofen,C9,0.095238095
Ibuprofen,GABRA4,0.095238095
Ibuprofen,CACNA2D1,0.095238095
Ibuprofen,CNR1,0.095238095
Ibuprofen,NR0B2,0.095238095
Ibuprofen,GATA4,0.18
Ibuprofen,CYP2D6,1
Ibuprofen,TNFSF4,0.095238095
Ibuprofen,MYOD1,0.333333333
Ibuprofen,LRRC70,0.23
Ibuprofen,BBOX1,0.142857143
Ibuprofen,CERS1,0.598285714
Ibuprofen,NCOA6,0.095238095
Ibuprofen,HLA-E,0.095238095
Ibuprofen,STAT6,0.095238095
Ibuprofen,GP9,0.286
Ibuprofen,PPP2R3C,0.095238095
Ibuprofen,NDOR1,0.335
Ibuprofen,NSD1,0.095238095
Ibuprofen,NCOR1,0.095238095
Ibuprofen,TPO,0.216
Ibuprofen,TNFRSF1B,0.263
Ibuprofen,BACE1,0.753
Ibuprofen,KCNQ3,0.095238095
Ibuprofen,OLIG2,0.095238095
Ibuprofen,LRP1,0.095238095
Ibuprofen,SLC13A3,0.142857143
Ibuprofen,DUSP10,0.095238095
Ibuprofen,CD34,0.095238095
Ibuprofen,SLC4A7,0.333333333
Ibuprofen,ENPP1,0.095238095
Ibuprofen,IL15,0.351
Ibuprofen,APOA2,0.714285714
Ibuprofen,AURKA,0.333333333
Ibuprofen,ADIG,0.095238095
Ibuprofen,SEC24A,0.095238095
Ibuprofen,AZU1,0.256
Ibuprofen,SERPINE2,0.095238095
Ibuprofen,RHOA,0.095238095
Ibuprofen,SLC22A20,1
Ibuprofen,ABAT,0.142857143
Ibuprofen,CXCR4,0.095238095
Ibuprofen,LRFN2,0.23
Ibuprofen,SERPINE1,0.095238095
Ibuprofen,FOS,0.095238095
Ibuprofen,HYAL1,0.095238095
Ibuprofen,NMNAT1,0.095238095
Ibuprofen,DNMT3B,0.095238095
Ibuprofen,ATP12A,0.266
Ibuprofen,LRRC66,0.23
Ibuprofen,NPS,0.095238095
Ibuprofen,OPRM1,0.274380952
Ibuprofen,INMT,0.047619048
Ibuprofen,ZNF488,0.095238095
Ibuprofen,LTB4R,0.095238095
Ibuprofen,PRDM16,0.333333333
Ibuprofen,MASP1,0.256
Ibuprofen,LRRTM1,0.23
Ibuprofen,SLC2A5,0.095238095
Ibuprofen,PTGDR,0.095238095
Ibuprofen,MMP3,0.231
Ibuprofen,CALCA,0.095238095
Ibuprofen,TMPRSS11A,0.256
Ibuprofen,GABRA3,0.095238095
Ibuprofen,PTGER4,0.291571429
Ibuprofen,METRNL,0.333333333
Ibuprofen,TGFB1,0.838047619
Ibuprofen,CLCA1,0.286
Ibuprofen,GSTM2,0.095238095
Ibuprofen,HPS4,0.095238095
Ibuprofen,AKT2,0.095238095
Ibuprofen,PRSS58,0.256
Ibuprofen,TMPRSS12,0.256
Ibuprofen,SCN9A,0.142857143
abacavir,HLA-B,
allopurinol,HLA-B,
amikacin,MT-RNR1,
amitriptyline,CYP2C19,
amitriptyline,CYP2D6,
atazanavir,UGT1A1,
atomoxetine,CYP2D6,
atorvastatin,SLCO1B1,
azathioprine,NUDT15,
azathioprine,TPMT,
capecitabine,DPYD,
carbamazepine,HLA-A,
carbamazepine,HLA-B,
celecoxib,CYP2C9,
citalopram,CYP2C19,
clopidogrel,CYP2C19,
codeine,CYP2D6,
dapsone,G6PD,
desflurane,CACNA1S,
desflurane,RYR1,
dibekacin,MT-RNR1,
efavirenz,CYP2B6,
enflurane,CACNA1S,
enflurane,RYR1,
escitalopram,CYP2C19,
fluorouracil,DPYD,
flurbiprofen,CYP2C9,
fluvastatin,CYP2C9,
fluvastatin,SLCO1B1,
fosphenytoin,CYP2C9,
fosphenytoin,HLA-B,
gentamicin,MT-RNR1,
halothane,CACNA1S,
halothane,RYR1,
ibuprofen,CYP2C9,
irinotecan,UGT1A1,
isoflurane,CACNA1S,
isoflurane,RYR1,
ivacaftor,CFTR,
kanamycin,MT-RNR1,
lansoprazole,CYP2C19,
lornoxicam,CYP2C9,
lovastatin,SLCO1B1,
meloxicam,CYP2C9,
mercaptopurine,NUDT15,
mercaptopurine,TPMT,
methoxyflurane,CACNA1S,
methoxyflurane,RYR1,
methylene blue,G6PD,
neomycin,MT-RNR1,
netilmicin,MT-RNR1,
nitrofurantoin,G6PD,
nortriptyline,CYP2D6,
omeprazole,CYP2C19,
ondansetron,CYP2D6,
oxcarbazepine,HLA-B,
pantoprazole,CYP2C19,
paromomycin,MT-RNR1,
paroxetine,CYP2D6,
peginterferon alfa-2a,IFNL3,
peginterferon alfa-2a,IFNL4,
peginterferon alfa-2b,IFNL3,
peginterferon alfa-2b,IFNL4,
pegloticase,G6PD,
phenytoin,CYP2C9,
phenytoin,HLA-B,
piroxicam,CYP2C9,
pitavastatin,SLCO1B1,
pitolisant,CYP2D6,
plazomicin,MT-RNR1,
pravastatin,SLCO1B1,
primaquine,G6PD,
rasburicase,G6PD,
ribostamycin,MT-RNR1,
rosuvastatin,ABCG2,
rosuvastatin,SLCO1B1,
sertraline,CYP2C19,
sevoflurane,CACNA1S,
sevoflurane,RYR1,
simvastatin,SLCO1B1,
siponimod,CYP2C9,
streptomycin,MT-RNR1,
succinylcholine,CACNA1S,
succinylcholine,RYR1,
tacrolimus,CYP3A5,
tafenoquine,G6PD,
tamoxifen,CYP2D6,
tenoxicam,CYP2C9,
thioguanine,NUDT15,
thioguanine,TPMT,
tobramycin,MT-RNR1,
toluidine blue,G6PD,
tramadol,CYP2D6,
tropisetron,CYP2D6,
voriconazole,CYP2C19,
vortioxetine,CYP2D6,
warfarin,CYP2C9,
warfarin,CYP4F2,
warfarin,VKORC1,
divalproex sodium,POLG,
eliglustat,CYP2D6,
hydralazine,NAT2,
oliceridine,CYP2D6,
pimozide,CYP2D6,
tetrabenazine,CYP2D6,
valproic acid,POLG,
velaglucerase alfa,GBA,
acenocoumarol,CYP2C9,
acenocoumarol,CYP4F2,
aripiprazole,CYP2D6,
belinostat,UGT1A1,
brivaracetam,CYP2C19,
carbamazepine,SCN1A,
carglumic acid,NAGS,
clomipramine,CYP2C19,
clomipramine,CYP2D6,
desipramine,CYP2D6,
dexlansoprazole,CYP2C19,
doxepin,CYP2C19,
doxepin,CYP2D6,
fluvoxamine,CYP2D6,
hydrocodone,CYP2D6,
imipramine,CYP2C19,
imipramine,CYP2D6,
metoprolol,CYP2D6,
mycophenolic acid,HPRT1,
phenprocoumon,CYP4F2,
phenytoin,SCN1A,
risperidone,CYP2D6,
sertraline,CYP2B6,
trimipramine,CYP2C19,
trimipramine,CYP2D6,
valproic acid,ABL2,
valproic acid,ASL,
valproic acid,ASS1,
valproic acid,CPS1,
valproic acid,NAGS,
valproic acid,OTC,
venlafaxine,CYP2D6,
allopurinol,HLA-A,
amifampridine,NAT2,
amifampridine phosphate,NAT2,
amoxapine,CYP2D6,
amphetamine,CYP2D6,
aripiprazole lauroxil,CYP2D6,
avatrombopag,CYP2C9,
brexpiprazole,CYP2D6,
bucindolol,ADRB1,
bupropion,CYP2B6,
carisoprodol,CYP2C19,
cevimeline,CYP2D6,
clobazam,CYP2C19,
clozapine,CYP2D6,
daunorubicin,SLC28A3,
deutetrabenazine,CYP2D6,
dextromethorphan,CYP2D6,
diazepam,CYP2C19,
dolutegravir,UGT1A1,
donepezil,CYP2D6,
doxorubicin,SLC28A3,
dronabinol,CYP2C9,
elagolix,SLCO1B1,
erdafitinib,CYP2C9,
