"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","Significance","Label","Source"
"ABHD11","ABHD11",2.52835964067209e-08,-0.293412420856324,0.015,0.028,0.000460742977319675,"Downregulated","ENSG00000106077",-1.41768559913541,6.96125007351812,504.427365453617,1.03436384924711e-111,2.27358837728244e-110,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ABHD3","ABHD3",1.88617915010952e-21,-0.648253970350063,0.045,0.083,3.43718426524457e-17,"Downregulated","ENSG00000158201",2.17048190037412,6.54906607247389,1232.33970098608,5.71553850311341e-270,4.81699901081456e-268,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ABI3","ABI3",9.44136969263729e-40,-0.543933412327066,0.132,0.212,1.72050079908929e-35,"Downregulated","ENSG00000108798",3.67155612931005,-2.18098803542594,10.2675573314602,0.0013538993699855,0.00321248373610886,"Significant","Up in WA (Down in Control)","Common_DEGs"
"AC016831.5","AC016831.5",4.2752005914935e-24,0.716163843778927,0.347,0.285,7.7906980378786e-20,"Upregulated","ENSG00000229858",3.81993186361806,-3.04747329737537,5.13397558867093,0.0234619289821704,0.0451608827329361,"Significant","Up in WA (Down in Control)","Common_DEGs"
"AC058791.1","AC058791.1",9.4299580153099e-50,1.42331317342176,0.305,0.214,1.71842124912992e-45,"Upregulated","ENSG00000226380",4.04997616375899,1.86248710280635,243.892191916298,5.57264991426189e-55,5.53797968189629e-54,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ACADM","ACADM",5.02546030974476e-19,-0.423027789168196,0.062,0.102,9.15789632244788e-15,"Downregulated","ENSG00000117054",-1.12594591498418,5.70273289104017,257.123209115478,7.27111546782198e-58,7.5866779004029e-57,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ACADS","ACADS",1.5576816880123e-06,-0.708170578172508,0.019,0.031,0.0283856334006481,"Downregulated","ENSG00000122971",-1.49479255383325,5.05661393120147,379.806664955983,1.37105017683328e-84,2.12655667742789e-83,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ACAP2","ACAP2",1.3108164563026e-16,-0.751304398182257,0.046,0.078,2.38870082832024e-12,"Downregulated","ENSG00000114331",1.16564921916669,6.5584060086021,328.347424384888,2.20152301886163e-73,2.92408645112971e-72,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ACCS","ACCS",2.1100628090919e-06,-0.753029533541809,0.006,0.013,0.0384516745700818,"Downregulated","ENSG00000110455",-3.31004881192269,3.46834828514241,588.857129535244,4.44119337884912e-130,1.19908290969299e-128,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ACER3","ACER3",1.52827851531439e-06,-0.286017113800872,0.026,0.04,0.0278498193845741,"Downregulated","ENSG00000078124",-1.03916761517191,4.60086147679288,156.542529103987,6.44338795638205e-36,4.56634897006411e-35,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ACTB","ACTB",6.91329841182299e-65,-0.354560286358864,0.944,0.984,1.2598103695865e-60,"Downregulated","ENSG00000075624",1.13874292121183,12.4994679886605,458.026960288486,1.29199480500875e-101,2.50428649974663e-100,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ACTG1","ACTG1",2.34187506376686e-67,-0.319662273311061,0.643,0.82,4.26759892870235e-63,"Downregulated","ENSG00000184009",1.06746797617248,11.8409361168377,462.971270855451,1.08466565114549e-102,2.1418811877539e-101,"Significant","Up in WA (Down in Control)","Common_DEGs"
"AGO3","AGO3",3.37512014242027e-19,-0.614279577638073,0.045,0.08,6.15048143553246e-15,"Downregulated","ENSG00000126070",1.55373740281555,3.66758951244942,203.852829657243,3.01368081692877e-46,2.60244517530937e-45,"Significant","Up in WA (Down in Control)","Common_DEGs"
"AIMP2","AIMP2",2.88139096024754e-07,-0.344854519343119,0.012,0.023,0.00525075874685909,"Downregulated","ENSG00000106305",-1.05689183209559,5.59505438101024,225.129900257897,6.87826110703922e-51,6.40759902640181e-50,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AKAP5","AKAP5",2.9558564459396e-08,-1.11361907214899,0.011,0.023,0.000538645720143574,"Downregulated","ENSG00000179841",-1.48375077191223,-0.3797053577635,9.38245328563534,0.00219072178641673,0.00505687606732149,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AL627171.1","AL627171.1",3.88964707315153e-14,-0.651097955047212,0.042,0.07,7.08810386140403e-10,"Downregulated","ENSG00000197502",-3.85781454335857,-3.04744793191513,5.49276640847709,0.0190953054722779,0.0376854049197054,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AMN1","AMN1",1.70229313829187e-09,-0.754902414118066,0.013,0.027,3.10208878590928e-05,"Downregulated","ENSG00000151743",3.15823021106237,3.93260273560349,720.569867189063,1.00633553220768e-158,3.60355525259672e-157,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ANGPT2","ANGPT2",2.07360763774391e-07,-1.30532110712844,0.007,0.016,0.00377873519826073,"Downregulated","ENSG00000091879",-2.48537995102999,-1.64219754354444,9.29246811384026,0.00230097938551646,0.00529748507204064,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ANKAR","ANKAR",3.05026429079333e-11,-1.44595722780554,0.006,0.017,5.55849661711269e-07,"Downregulated","ENSG00000151687",1.57187794122899,1.90850228301603,64.637341902146,9.0032826256509e-16,3.91395197529187e-15,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ANKMY2","ANKMY2",4.45637532926697e-11,-1.15152599877879,0.009,0.022,8.12085276252319e-07,"Downregulated","ENSG00000106524",2.46707138639563,5.33563854405684,1040.93393299385,2.27447253520992e-228,1.39341129672127e-226,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ANKRD13D","ANKRD13D",1.82424228909526e-06,-0.309110174019772,0.038,0.055,0.0332431672341829,"Downregulated","ENSG00000172932",-1.27339453191198,6.03850608645837,389.141495017261,1.27284451503562e-86,2.04600702366816e-85,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ANXA1","ANXA1",1.01611255784747e-292,1.35727695914505,0.72,0.49,1.85166191416545e-288,"Upregulated","ENSG00000135046",2.91750089495707,2.60836327976053,310.434411230799,1.75627023090876e-69,2.18345755806012e-68,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ANXA11","ANXA11",1.50229417992073e-14,-0.349229511077207,0.164,0.211,2.73763068406955e-10,"Downregulated","ENSG00000122359",-1.25609333190336,6.09763471251893,399.621706136956,6.65709212283827e-89,1.09606704574027e-87,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AP5Z1","AP5Z1",1.9609176321221e-07,-0.645308606499591,0.024,0.039,0.0035733802010161,"Downregulated","ENSG00000242802",2.87080891997794,7.67473264552775,2540.78033575707,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"APEH","APEH",1.05184761586909e-07,-0.510994201411806,0.038,0.056,0.00191678191039825,"Downregulated","ENSG00000164062",-2.58193848899383,7.20077170540642,1733.32864772962,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"APIP","APIP",2.60549350965045e-08,-0.260650151129602,0.038,0.058,0.000474799082263602,"Downregulated","ENSG00000149089",-2.06062582413531,4.87353217548095,500.988936047763,5.79159511839566e-111,1.26301483536192e-109,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AREG","AREG",1.00606602158716e-17,0.252204527132624,0.291,0.232,1.83335411113829e-13,"Upregulated","ENSG00000109321",6.49130132922204,-1.61170738685378,27.8251462920789,1.32788939066671e-07,4.21041128869786e-07,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ARHGAP24","ARHGAP24",2.95688837089266e-23,-1.02346430494077,0.021,0.05,5.3883376782777e-19,"Downregulated","ENSG00000138639",-2.22137898986279,1.02340559662375,69.0056001305203,9.81842454972777e-17,4.39094568436887e-16,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ARHGAP30","ARHGAP30",5.51966293456367e-24,-0.379511657161208,0.089,0.142,1.00584817656554e-19,"Downregulated","ENSG00000186517",1.66506531529322,4.43052412090015,293.349824980269,9.26134281601414e-66,1.09094327403002e-64,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ARL2","ARL2",6.65115946926291e-11,-0.397378810393525,0.06,0.088,1.21204079008378e-06,"Downregulated","ENSG00000213465",-1.08307531500008,4.39861480500403,137.247247896875,1.06467823680762e-31,6.92290458797178e-31,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ARL6IP6","ARL6IP6",9.85151168634191e-08,-0.259847303521982,0.096,0.122,0.00179524097460209,"Downregulated","ENSG00000177917",-2.15752058423417,2.88658948057419,234.535458474245,6.11329996338601e-53,5.86511536424351e-52,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ATAD3C","ATAD3C",6.79491956824153e-07,-0.723579091369067,0.008,0.017,0.0123823819292065,"Downregulated","ENSG00000215915",-2.09816883875061,-0.215798396040838,24.5485057850139,7.24625117417349e-07,2.20722720719708e-06,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ATG16L2","ATG16L2",5.23015199822708e-09,-0.795646738650413,0.007,0.017,9.5309059863692e-05,"Downregulated","ENSG00000168010",-2.17509637873431,3.93096159768727,422.863752975138,5.80926977535015e-94,1.02152744424298e-92,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ATIC","ATIC",5.14188549030402e-07,-0.373285634716836,0.036,0.053,0.00937005792898101,"Downregulated","ENSG00000138363",-1.87869720974343,6.8671397894743,1057.7120336188,5.12975809049225e-232,3.26730249650998e-230,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ATP1B1","ATP1B1",1.39819243605254e-24,2.0951281129005,0.104,0.058,2.54792607621855e-20,"Upregulated","ENSG00000143153",2.14617358830457,6.43732888930488,1212.19402993033,1.36523482578832e-265,1.09610392894673e-263,"Significant","Up in WA (Down in Control)","Common_DEGs"
"AXL","AXL",7.67496473125603e-13,2.13827709288579,0.061,0.036,1.39860882297679e-08,"Upregulated","ENSG00000167601",-1.3860220346796,-0.905116502178702,6.77351636729566,0.00925203675790444,0.0194320796810482,"Significant","Down in WA (Up in Control)","Common_DEGs"
"AZI2","AZI2",5.49225388566712e-08,-0.360030058018624,0.039,0.058,0.00100085342558512,"Downregulated","ENSG00000163512",1.96241362350904,5.1184042016346,596.052440864111,1.20900819067107e-131,3.3170531375165e-130,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BAG3","BAG3",1.71895704913771e-62,-0.597372325752306,0.055,0.135,3.13245543064365e-58,"Downregulated","ENSG00000151929",3.31735587104829,8.82533997874067,3344.8719224716,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BANK1","BANK1",3.61310822441399e-24,-0.865825067547628,0.022,0.053,6.58416711734962e-20,"Downregulated","ENSG00000153064",-1.87321148142475,-1.51989031659296,7.679857977854,0.00558405625908549,0.0121488962710147,"Significant","Down in WA (Up in Control)","Common_DEGs"
"BCAS4","BCAS4",3.24340240934259e-27,-1.0129321137555,0.035,0.074,5.910452210545e-23,"Downregulated","ENSG00000124243",1.21519539459025,3.81599934541964,141.038046895318,1.57842030318141e-32,1.04527946667596e-31,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BCO2","BCO2",1.28442640899094e-09,-0.455473480263919,0.01,0.022,2.34061024510419e-05,"Downregulated","ENSG00000197580",1.19490397425866,0.782085473288678,18.0545281589545,2.14667472252249e-05,5.98983895275641e-05,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BHLHE40","BHLHE40",1.08877620693637e-08,0.699075139117924,0.135,0.105,0.000198407688190015,"Upregulated","ENSG00000134107",1.26716598130098,2.14180735085373,38.2751517735949,6.14400340401177e-10,2.16927901693085e-09,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BHLHE41","BHLHE41",5.36240910425973e-12,-0.334315297316056,0.012,0.027,9.77191811069251e-08,"Downregulated","ENSG00000123095",5.0193500382421,3.25275390889079,787.889289973375,2.31831526856477e-173,9.39302530260857e-172,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BIN1","BIN1",1.61694099583495e-20,-0.336828879046275,0.18,0.241,2.94655157671003e-16,"Downregulated","ENSG00000136717",2.10771387089272,2.08755007735681,109.116903258147,1.52991320328089e-25,8.68069963155973e-25,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BIN2","BIN2",3.95096725049312e-35,-0.363919614652419,0.211,0.3,7.1998476205736e-31,"Downregulated","ENSG00000110934",5.12764236231247,-2.49121170775674,11.5722893119321,0.000669419504830013,0.00164187793816696,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BLNK","BLNK",2.59644962766185e-17,-1.11403683919564,0.012,0.031,4.73151015648819e-13,"Downregulated","ENSG00000095585",-1.43174776155715,-1.25188744969204,5.681950988914,0.0171402980238059,0.0341384875576638,"Significant","Down in WA (Up in Control)","Common_DEGs"
"BRAT1","BRAT1",1.73370332134376e-11,-0.812358891227815,0.021,0.039,3.15932756248474e-07,"Downregulated","ENSG00000106009",-1.25936607825262,7.2096776894105,496.994753908232,4.28405553521693e-110,9.25653330906043e-109,"Significant","Down in WA (Up in Control)","Common_DEGs"
"BRD3","BRD3",4.16042617930504e-07,-0.393726103091745,0.03,0.046,0.00758154462654757,"Downregulated","ENSG00000169925",-1.044433716128,5.85434316487553,227.67621557753,1.91483863975669e-51,1.79974775293706e-50,"Significant","Down in WA (Up in Control)","Common_DEGs"
"BSDC1","BSDC1",1.12711780618541e-08,-0.266523716219365,0.064,0.089,0.000205394677821167,"Downregulated","ENSG00000160058",1.66804819490882,7.4512977857515,966.093210044881,4.21218176609601e-212,2.29891687838682e-210,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BTG1","BTG1",1.67025376226226e-29,0.573438438957166,0.505,0.453,3.04370343097052e-25,"Upregulated","ENSG00000133639",-1.71460954661818,9.19737401466998,1075.62247539884,6.56529827840529e-236,4.25266847507149e-234,"Significant","Down in WA (Up in Control)","Common_DEGs"
"BTN3A1","BTN3A1",9.14566793310801e-14,-0.41381340950968,0.058,0.089,1.66661506745027e-09,"Downregulated","ENSG00000026950",2.25195556173715,1.596085256004,107.647147691708,3.21153691996645e-25,1.80843078426092e-24,"Significant","Up in WA (Down in Control)","Common_DEGs"
"BTN3A2","BTN3A2",6.84330522375709e-17,-0.388147306825311,0.096,0.14,1.24705551092526e-12,"Downregulated","ENSG00000186470",1.59934099710564,1.07251950455242,39.0805141470514,4.06682824602824e-10,1.44558852333771e-09,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C11orf21","C11orf21",1.08873537426701e-12,-0.870628935995568,0.019,0.038,1.98400247252678e-08,"Downregulated","ENSG00000110665",-2.64718400547127,4.64900250542531,820.587986424808,1.80273806460354e-180,7.71384791206021e-179,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C12orf10","C12orf10",5.03546009510144e-09,-0.361481714078521,0.044,0.066,9.17611893130335e-05,"Downregulated","ENSG00000139637",1.0664843283495,5.81804712385009,261.226804172867,9.27052871381167e-59,9.84800001844291e-58,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C12orf49","C12orf49",3.62640824601946e-07,-0.709483062879602,0.01,0.02,0.00660840374672127,"Downregulated","ENSG00000111412",1.14600585239417,5.41397334757714,272.164999296013,3.82881109313102e-61,4.22012997255543e-60,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C12orf75","C12orf75",8.62014360813007e-20,-0.42283453887752,0.123,0.175,1.57084876970954e-15,"Downregulated","ENSG00000235162",-1.42705829570417,4.69151969901901,262.768252656077,4.2767632730872e-59,4.56542234774729e-58,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C15orf48","C15orf48",2.87340646142122e-42,2.62791696718704,0.088,0.032,5.23620859464789e-38,"Upregulated","ENSG00000166920",3.92459957502156,-0.241408546941404,60.2328856065404,8.4272394788992e-15,3.54532059103331e-14,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C16orf54","C16orf54",4.06854972704391e-23,1.79196510491267,0.165,0.114,7.41411816759211e-19,"Upregulated","ENSG00000185905",4.76977573147659,-2.67553749098406,8.57959935106711,0.00339950162919208,0.00764919206468184,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C19orf38","C19orf38",1.43762949371922e-06,-0.632712766258724,0.008,0.016,0.0261979222640453,"Downregulated","ENSG00000214212",2.30028624527186,2.90188665023091,246.398844583381,1.58323878824293e-55,1.59521242372865e-54,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C19orf66","C19orf66",4.84643003296065e-18,-0.511713702431899,0.095,0.139,8.8316494490642e-14,"Downregulated","ENSG00000130813",-2.61319952873011,-1.18043616715058,16.7607075565283,4.24023011382762e-05,0.000115597516345963,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C1orf21","C1orf21",4.93013398279786e-18,-1.15106507251124,0.014,0.036,8.98418315685254e-14,"Downregulated","ENSG00000116667",-4.03995549807835,4.2123857027864,1061.96864124205,6.09418730706698e-233,3.89785242245925e-231,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C20orf27","C20orf27",1.1570706398632e-12,-0.473199734746932,0.047,0.075,2.10852982702271e-08,"Downregulated","ENSG00000101220",-3.35089797483218,6.19059862448429,1984.55018654261,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C2orf42","C2orf42",2.51631164506278e-07,-0.715856929172083,0.007,0.016,0.00458547471079791,"Downregulated","ENSG00000115998",1.4144995087065,3.76468982674291,182.389795004063,1.45763801292519e-41,1.15239901882183e-40,"Significant","Up in WA (Down in Control)","Common_DEGs"
"C8orf37","C8orf37",2.29203738410652e-07,-1.56020174172839,0.005,0.012,0.00417677972505732,"Downregulated","ENSG00000156172",-2.67781417182906,2.60821081069085,273.870313018065,1.62709603369399e-61,1.80907700043622e-60,"Significant","Down in WA (Up in Control)","Common_DEGs"
"C9orf64","C9orf64",3.292262702611e-08,-0.890509020731481,0.007,0.017,0.000599949032296803,"Downregulated","ENSG00000165118",-1.38568380609928,4.78837853107729,300.887598861061,2.11054400046355e-67,2.54709600119234e-66,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CABIN1","CABIN1",1.24244750552307e-11,-0.624098968661964,0.044,0.068,2.26411208931468e-07,"Downregulated","ENSG00000099991",-1.19317021730716,5.98008809739459,360.925033097981,1.77076680765038e-80,2.60987075046403e-79,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CACNB4","CACNB4",1.28960482131248e-06,-1.10757094917523,0.006,0.013,0.0235004686587773,"Downregulated","ENSG00000182389",-1.06764447108546,0.848744437295901,14.9234224284091,0.000111964222323758,0.000295596785987845,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CACNG8","CACNG8",1.15341931566872e-09,-1.5278382134756,0.003,0.011,2.10187601894312e-05,"Downregulated","ENSG00000142408",3.82099206666591,-3.04746780404573,5.1358968409488,0.0234359758530029,0.0451422556537197,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CALHM2","CALHM2",6.99200783870067e-12,-0.991593510552434,0.024,0.043,1.27415358844642e-07,"Downregulated","ENSG00000138172",-1.61312156272357,4.33401437367955,272.871171676974,2.68634582276015e-61,2.97163613874509e-60,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CALM2","CALM2",4.26256182151421e-40,0.482744949606967,0.712,0.689,7.76766640734534e-36,"Upregulated","ENSG00000143933",-1.19454950952254,7.03510109223084,456.46904559029,2.82029345419083e-101,5.43895910201694e-100,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CAPN1","CAPN1",5.27600004015719e-07,-0.380331039676119,0.068,0.089,0.00961445487317845,"Downregulated","ENSG00000014216",-1.3961251140932,5.31654406806344,349.095354389237,6.67021328422965e-78,9.4083003739511e-77,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CAPN2","CAPN2",5.73394670501101e-11,-0.472794177155985,0.069,0.099,1.04489710805416e-06,"Downregulated","ENSG00000162909",2.15299788619718,5.30224428143971,777.612631784561,3.97707859867355e-171,1.58196468014252e-169,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CARS2","CARS2",2.53572356067629e-06,-0.927484084488226,0.011,0.021,0.0462084904462041,"Downregulated","ENSG00000134905",-1.45420810585303,5.53483143226802,437.836739831508,3.20079316079287e-97,5.8650449575153e-96,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CASP8AP2","CASP8AP2",1.67817754556387e-08,-0.652239957295154,0.02,0.035,0.000305814294128104,"Downregulated","ENSG00000118412",-1.40101433564792,6.1062911527558,453.562921165774,1.20985149134183e-100,2.31419179619735e-99,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CBWD1","CBWD1",7.71989817201599e-11,-0.361663705918676,0.033,0.055,1.40679704388647e-06,"Downregulated","ENSG00000172785",-1.30834922589055,6.39523949476274,452.079015451787,2.54487575713464e-100,4.84049965551251e-99,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CBY1","CBY1",6.5559854410669e-07,-1.06454365627509,0.005,0.012,0.0119469722692562,"Downregulated","ENSG00000100211",-1.231753397441,4.4225366643634,184.365673752296,5.39856272777463e-42,4.29701931285354e-41,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCDC159","CCDC159",4.22644829304917e-07,-0.541563049367122,0.031,0.046,0.00770185672442351,"Downregulated","ENSG00000183401",1.15137634883844,5.16970803504118,239.392098390458,5.33649240167114e-54,5.20662125623872e-53,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CCDC18","CCDC18",6.29571102583982e-13,-1.1042503860014,0.007,0.02,1.14726742023879e-08,"Downregulated","ENSG00000122483",-1.65558098439866,3.83143386555302,245.230639055923,2.84605157836455e-55,2.8515660953801e-54,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCDC40","CCDC40",2.63539447688225e-06,-1.40125864754423,0.004,0.01,0.0480247935522252,"Downregulated","ENSG00000141519",-1.54373333089753,2.87906678386436,122.580933638851,1.72243821543557e-28,1.04701867931309e-27,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCDC66","CCDC66",5.83929780501331e-42,-0.930067553412887,0.069,0.134,1.06409523900757e-37,"Downregulated","ENSG00000180376",-1.79144492941984,3.1683325643609,195.957325606245,1.5924948157814e-44,1.33586539275982e-43,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCM2","CCM2",1.40272692044766e-07,-0.481684203859931,0.049,0.069,0.00255618926713176,"Downregulated","ENSG00000136280",-1.71391937682975,5.70076510370292,599.131004945012,2.58709631736334e-132,7.13005614692304e-131,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCNH","CCNH",8.36326745493583e-09,0.61794581117477,0.377,0.35,0.000152403822831296,"Upregulated","ENSG00000134480",-1.31984792900228,5.66778629916467,366.173816065141,1.27433763104118e-81,1.91238400321866e-80,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CCPG1","CCPG1",1.59153852820251e-13,-0.476772298111724,0.046,0.075,2.90026065994344e-09,"Downregulated","ENSG00000260916",1.66536904035081,2.64977071461294,132.223258765577,1.33704385061452e-30,8.49476693844201e-30,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CD19","CD19",5.93808226187422e-16,-1.26748631012895,0.01,0.027,1.08209673058134e-11,"Downregulated","ENSG00000177455",-1.14815154035787,0.0351040182639677,9.9153234448471,0.00163908329446548,0.00384608462012362,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CD22","CD22",1.10551044989437e-07,-0.783268362667841,0.009,0.02,0.00201457169284251,"Downregulated","ENSG00000012124",4.26649034692222,-2.88708502480078,7.13670980297986,0.00755215982015603,0.0160911267513891,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CD302","CD302",5.26599678721144e-11,-0.586088541324106,0.017,0.034,9.59622594533541e-07,"Downregulated","ENSG00000241399",-1.35843501187252,1.65369015608078,38.9978903744982,4.24263764332952e-10,1.50773013232778e-09,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CD44","CD44",8.83530725467736e-18,0.563620570806781,0.42,0.371,1.61005804101986e-13,"Upregulated","ENSG00000026508",1.97705252080469,4.22916780514765,351.930684811143,1.60956638265845e-78,2.29361330072521e-77,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CD99","CD99",9.78634100588334e-48,-0.281048170115723,0.43,0.561,1.78336492150212e-43,"Downregulated","ENSG00000002586",-1.09827578480168,3.71923856511058,99.9070491382116,1.59719777063543e-23,8.60630639073052e-23,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CDK1","CDK1",6.32965615255198e-07,2.0616053840079,0.013,0.005,0.0115345324067955,"Upregulated","ENSG00000170312",-2.57470518510417,6.4097846216699,1381.11993723464,2.66150132441043e-302,2.87942354278148e-300,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CDK10","CDK10",8.97039704972662e-10,-0.351656774250009,0.03,0.049,1.63467545437168e-05,"Downregulated","ENSG00000185324",-1.83746619988082,6.71042421725402,995.959028122373,1.35715452825155e-218,7.76837288976105e-217,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CDK5RAP3","CDK5RAP3",6.75161418770632e-25,-0.395400845998072,0.092,0.145,1.23034665342572e-20,"Downregulated","ENSG00000108465",-1.31027624648604,6.23639616247171,410.815603256841,2.43551615540353e-91,4.13725848469968e-90,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CDK6","CDK6",6.06135093680613e-07,-0.95731822184547,0.017,0.029,0.0110455998121418,"Downregulated","ENSG00000105810",1.44669621908136,6.74571053146489,537.021732893675,8.38207462624689e-119,1.9777936177275e-117,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CEP57","CEP57",3.52328056560381e-09,-0.278201024259537,0.062,0.087,6.42047417469982e-05,"Downregulated","ENSG00000166037",-1.00816878530309,5.11536850813992,190.934739416066,1.98746820126915e-43,1.63394414854542e-42,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CEP78","CEP78",6.9897048641497e-10,-0.921612132299606,0.022,0.039,1.273733917394e-05,"Downregulated","ENSG00000148019",-1.1604348540035,5.23601780856987,221.024152932282,5.40744395597334e-50,4.96018363357759e-49,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CFD","CFD",7.36872635184419e-08,-1.22040261049567,0.016,0.029,0.00134280300309657,"Downregulated","ENSG00000197766",-2.25261329737863,5.10635867358077,749.71294891119,4.63251497399352e-165,1.76006723962102e-163,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CHM","CHM",1.31003799043822e-08,-0.710469923421043,0.018,0.032,0.000238728222997557,"Downregulated","ENSG00000188419",1.02782393319777,4.72995585564004,140.415231754575,2.15979774428053e-32,1.42471933795145e-31,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CHN2","CHN2",1.76401265740956e-10,-1.4139910240547,0.003,0.012,3.21456026559745e-06,"Downregulated","ENSG00000106069",-1.3417081496781,-0.0471883033783731,13.0289761370505,0.000306708187115182,0.00077731849814729,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CHORDC1","CHORDC1",1.7653234844528e-07,0.512599631012683,0.162,0.204,0.00321694898571835,"Upregulated","ENSG00000110172",1.05536840747028,6.08058291372281,287.585730792991,1.66959518901231e-64,1.93605775832674e-63,"Significant","Up in WA (Down in Control)","Common_DEGs"
"CHST12","CHST12",6.88730115940593e-33,-0.594351857461155,0.144,0.217,1.25507289027854e-28,"Downregulated","ENSG00000136213",-2.94002393493775,3.73344949800523,509.627231372213,7.64396169392042e-113,1.70474873771797e-111,"Significant","Down in WA (Up in Control)","Common_DEGs"
"CIITA","CIITA",4.2630407907503e-08,-0.797077775883987,0.014,0.026,0.000776853923298427,"Downregulated","ENSG00000179583",-1.20847620481823,0.248938354838665,13.7406110201375,0.000209867216913843,0.000539868374437136,"Significant","Down in WA (Up in Control)","Common_DEGs"
