"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"SKAP2",1.95974791341338e-29,-0.512198481396056,0.067,0.12,3.5712486226132e-25,"SKAP2","Downregulated"
"AL390728.6",1.99191297404685e-29,-1.82173767049063,0.008,0.033,3.62986301260557e-25,"AL390728.6","Downregulated"
"MSH3",2.40832351503453e-29,-1.10209369392827,0.037,0.078,4.38868794144743e-25,"MSH3","Downregulated"
"NAP1L4",6.44233605587278e-29,-0.489034962136249,0.114,0.177,1.1739868994617e-24,"NAP1L4","Downregulated"
"HIST1H4C",7.42252944359133e-29,-0.83755252494204,0.176,0.249,1.35260754050565e-24,"HIST1H4C","Downregulated"
"ATP1B3",8.36527158865239e-29,0.878700097738501,0.367,0.3,1.52440344160013e-24,"ATP1B3","Upregulated"
"FAM215B",9.01980778304871e-29,-0.488421489622114,0.08,0.135,1.64367957230497e-24,"FAM215B","Downregulated"
"SLC35E3",1.10039151626479e-28,-0.887512215596608,0.045,0.089,2.00524346008933e-24,"SLC35E3","Downregulated"
"CHD9",1.61937155904291e-28,-0.502328007408992,0.086,0.144,2.9509807920439e-24,"CHD9","Downregulated"
"MAPK1",1.82806254008773e-28,-1.10635135757131,0.036,0.077,3.33127836680188e-24,"MAPK1","Downregulated"
"TECR",1.94851095798012e-28,-0.379993759078658,0.176,0.248,3.55077151872718e-24,"TECR","Downregulated"
"APMAP",2.18260717132192e-28,-0.436632155236033,0.131,0.197,3.97736504829994e-24,"APMAP","Downregulated"
"SDCBP",2.39853130706208e-28,0.771830288616021,0.41,0.344,4.37084360085922e-24,"SDCBP","Upregulated"
"POLR2G",2.49865785202288e-28,-0.398070650193741,0.139,0.208,4.55330420374129e-24,"POLR2G","Downregulated"
"NCAM1",2.7612689152521e-28,-1.95299229851587,0.005,0.025,5.0318603442639e-24,"NCAM1","Downregulated"
"HERPUD1",3.00208661753671e-28,0.670291707441197,0.569,0.516,5.47070244313714e-24,"HERPUD1","Upregulated"
"SSR1",1.03094616704583e-27,-0.328719677536698,0.13,0.196,1.87869320020762e-23,"SSR1","Downregulated"
"MEF2C",1.63177831172129e-27,-0.731653496861516,0.032,0.07,2.97358961744971e-23,"MEF2C","Downregulated"
"ZBTB20",1.81401633881356e-27,-0.543240650768975,0.115,0.176,3.30568197421995e-23,"ZBTB20","Downregulated"
"ROMO1",1.81834143004798e-27,-0.368087107040336,0.121,0.184,3.31356358797644e-23,"ROMO1","Downregulated"
"NDUFS8",1.93762653722402e-27,-0.484640749982928,0.109,0.169,3.53093683878333e-23,"NDUFS8","Downregulated"
"NUTM2B-AS1",2.00576882390568e-27,-1.49990687955607,0.019,0.05,3.65511252780332e-23,"NUTM2B-AS1","Downregulated"
"AC245297.3",2.83904290827168e-27,-0.309330298926418,0.171,0.243,5.17358789174348e-23,"AC245297.3","Downregulated"
"NKTR",3.07190046842587e-27,-0.380701799519452,0.155,0.223,5.59792422361247e-23,"NKTR","Downregulated"
"BCAS4",3.24340240934259e-27,-1.0129321137555,0.035,0.074,5.910452210545e-23,"BCAS4","Downregulated"
"FERMT2",3.30116467665968e-27,-1.85916187537265,0.013,0.04,6.01571239027694e-23,"FERMT2","Downregulated"
"CLUAP1",6.09527556735152e-27,-1.83377956460214,0.01,0.035,1.11074206663847e-22,"CLUAP1","Downregulated"
"PILRB",6.15955698310176e-27,-0.64024835240425,0.057,0.104,1.12245606903063e-22,"PILRB","Downregulated"
"TCEA1",8.14872082673424e-27,-0.347748431553394,0.172,0.243,1.48494139625578e-22,"TCEA1","Downregulated"
"IRF3",8.70657912840228e-27,-0.633458788581393,0.064,0.113,1.58659991456875e-22,"IRF3","Downregulated"
"LRIF1",1.45939575245958e-26,-0.488869721705519,0.044,0.087,2.65945687970709e-22,"LRIF1","Downregulated"
"SMIM14",2.002264291856e-26,-0.61957855340118,0.053,0.098,3.64872621904919e-22,"SMIM14","Downregulated"
"MBNL1",2.09558814787942e-26,-0.418843301227254,0.191,0.26,3.81879028188067e-22,"MBNL1","Downregulated"
"FRMD4A",3.19522486087814e-26,-1.90765202967554,0.009,0.033,5.82265826397824e-22,"FRMD4A","Downregulated"
"SRSF8",3.50091603121289e-26,-0.731173038787287,0.059,0.105,6.37971928367926e-22,"SRSF8","Downregulated"
"SPOCK2",3.51190532344254e-26,0.690982349674099,0.287,0.215,6.39974507090933e-22,"SPOCK2","Upregulated"
"CCND3",3.84315293564535e-26,-0.28047836585306,0.251,0.331,7.00337759462652e-22,"CCND3","Downregulated"
"SCML4",4.35882373911335e-26,-0.619859198531295,0.086,0.139,7.94308449978626e-22,"SCML4","Downregulated"
"TMCO1",5.6720252857862e-26,-0.356001125746991,0.164,0.231,1.03361316782882e-21,"TMCO1","Downregulated"
"ARPC5L",6.19100564796254e-26,-0.404077905201084,0.121,0.182,1.12818695922821e-21,"ARPC5L","Downregulated"
"SRP9",7.0855286344184e-26,-0.277910749225081,0.249,0.325,1.29119588305006e-21,"SRP9","Downregulated"
"CD79A",7.71648660347424e-26,-0.983350856454298,0.034,0.071,1.40617535375111e-21,"CD79A","Downregulated"
"TENT5C",7.9558861315738e-26,0.930594981125196,0.19,0.128,1.44980112975669e-21,"TENT5C","Upregulated"
"CDC42",8.13960374817746e-26,0.948471894724499,0.49,0.45,1.48327999103038e-21,"CDC42","Upregulated"
"LY6E",9.56197618833008e-26,-0.259673675784617,0.301,0.379,1.74247892079939e-21,"LY6E","Downregulated"
"PDCL3",1.39142516748884e-25,1.05820532685988,0.242,0.178,2.53559408271491e-21,"PDCL3","Upregulated"
"TTC1",1.47747981579972e-25,-0.482405147464551,0.074,0.125,2.69241146833183e-21,"TTC1","Downregulated"
"PPP1R12A",1.50779616003032e-25,-0.305462625885823,0.155,0.221,2.74765694242325e-21,"PPP1R12A","Downregulated"
"DDX17",1.55192301891343e-25,-0.476263809226544,0.153,0.217,2.82806931736594e-21,"DDX17","Downregulated"
"ZNF75A",1.85057819719204e-25,-0.970244844286387,0.034,0.071,3.37230864874306e-21,"ZNF75A","Downregulated"
"CDIP1",2.21581564284763e-25,-0.956027481488238,0.037,0.075,4.03788084596123e-21,"CDIP1","Downregulated"
"NEMF",2.54039617866321e-25,-0.386851008782211,0.104,0.161,4.62936395637796e-21,"NEMF","Downregulated"
"KLRC3",2.67402012779992e-25,-6.31999715538437,0,0.012,4.8728668788898e-21,"KLRC3","Downregulated"
"PCSK7",2.7412050572613e-25,-0.443829285542074,0.149,0.212,4.99529797584727e-21,"PCSK7","Downregulated"
"PTGDR",2.91634982575206e-25,-0.850917694832684,0.035,0.072,5.31446428746798e-21,"PTGDR","Downregulated"
"BLOC1S1",3.05684863801443e-25,-0.314574704349876,0.202,0.271,5.57049527305369e-21,"BLOC1S1","Downregulated"
"SYNRG",4.39020251853055e-25,-0.629709941317308,0.078,0.128,8.00026604951822e-21,"SYNRG","Downregulated"
"FAM3C",5.6149162461009e-25,-0.521216615209659,0.061,0.107,1.02320618752697e-20,"FAM3C","Downregulated"
"XCL1",5.721131599664e-25,-0.286230701678935,0.112,0.172,1.04256181140677e-20,"XCL1","Downregulated"
"GZMB",6.07214239757261e-25,0.554087801865306,0.326,0.256,1.10652650910966e-20,"GZMB","Upregulated"
"EIF3G",6.1176859351651e-25,-0.303530213945273,0.278,0.352,1.11482590796514e-20,"EIF3G","Downregulated"
"PRDM1",6.64540824157772e-25,1.68904254604979,0.174,0.119,1.21099274386271e-20,"PRDM1","Upregulated"
"CDK5RAP3",6.75161418770632e-25,-0.395400845998072,0.092,0.145,1.23034665342572e-20,"CDK5RAP3","Downregulated"
"ID2",7.47836757181848e-25,0.366892896294299,0.604,0.56,1.36278292261248e-20,"ID2","Upregulated"
"P2RY13",7.85521767094363e-25,-1.16213773572209,0.012,0.037,1.43145631617606e-20,"P2RY13","Downregulated"
"SERPINB6",8.63330326777045e-25,-0.512111358786926,0.042,0.082,1.57324685448581e-20,"SERPINB6","Downregulated"
"SASH3",8.65601500480341e-25,-0.771001625316789,0.068,0.115,1.57738561432532e-20,"SASH3","Downregulated"
"MBP",9.04960868581818e-25,-0.687721890492251,0.094,0.146,1.64911019081665e-20,"MBP","Downregulated"
"ATP1B1",1.39819243605254e-24,2.0951281129005,0.104,0.058,2.54792607621855e-20,"ATP1B1","Upregulated"
"TRBC1",1.40710614079512e-24,0.556849147033155,0.404,0.339,2.56416952037095e-20,"TRBC1","Upregulated"
"AKAP9",1.44283808915158e-24,-0.327388468832316,0.156,0.221,2.62928384986092e-20,"AKAP9","Downregulated"
"CD247",1.50209753606633e-24,-0.529392221936081,0.188,0.253,2.73727233997368e-20,"CD247","Downregulated"
"ITFG2",1.54038609290478e-24,-0.890208527464953,0.034,0.07,2.80704557710038e-20,"ITFG2","Downregulated"
"DCK",1.64996038326877e-24,-0.452299713345776,0.1,0.155,3.00672280643069e-20,"DCK","Downregulated"
"NR4A2",1.84737916616015e-24,0.400179992516456,0.462,0.387,3.36647905449364e-20,"NR4A2","Upregulated"
"ARHGAP15",1.85157062990227e-24,-0.323351836630484,0.16,0.226,3.37411715887091e-20,"ARHGAP15","Downregulated"
"MRPS18C",2.07059717604214e-24,-0.350611808313488,0.087,0.139,3.77324923390159e-20,"MRPS18C","Downregulated"
"ACY3",2.22888411669533e-24,-3.00616721185492,0.002,0.016,4.06169552585389e-20,"ACY3","Downregulated"
"BANK1",3.61310822441399e-24,-0.865825067547628,0.022,0.053,6.58416711734962e-20,"BANK1","Downregulated"
"AC016831.5",4.2752005914935e-24,0.716163843778927,0.347,0.285,7.7906980378786e-20,"AC016831.5","Upregulated"
"MRPL52",4.2856152966106e-24,-0.313854311287134,0.113,0.17,7.8096767550135e-20,"MRPL52","Downregulated"
"IRAK4",4.45380608705048e-24,-0.843872874851227,0.037,0.073,8.1161708324321e-20,"IRAK4","Downregulated"
"KPNA2",4.81301335128184e-24,0.919376172132593,0.24,0.177,8.7707542300409e-20,"KPNA2","Upregulated"
"SLFN5",4.93133190242112e-24,-0.931767054918514,0.052,0.093,8.986366125782e-20,"SLFN5","Downregulated"
"ARHGAP30",5.51966293456367e-24,-0.379511657161208,0.089,0.142,1.00584817656554e-19,"ARHGAP30","Downregulated"
"HDDC3",5.78463264906999e-24,-1.03931983489915,0.035,0.07,1.05413360764002e-19,"HDDC3","Downregulated"
"TMEM219",5.98989020177369e-24,-0.424231563278816,0.15,0.211,1.09153769146922e-19,"TMEM219","Downregulated"
"RBFOX3",6.5453516654464e-24,-1.4090462460801,0.014,0.039,1.1927594339943e-19,"RBFOX3","Downregulated"
"GCC2",7.09397689028246e-24,-0.336974898234753,0.13,0.191,1.29273540871617e-19,"GCC2","Downregulated"
"MEF2A",7.8650357282933e-24,-0.746037792707863,0.031,0.065,1.43324546076689e-19,"MEF2A","Downregulated"
"DENND2D",9.36636107122764e-24,-0.671575835395032,0.079,0.128,1.70683197800981e-19,"DENND2D","Downregulated"
"XIAP",9.56141121817755e-24,-0.930176333987387,0.041,0.079,1.74237596628849e-19,"XIAP","Downregulated"
"SHISA5",9.76462257015341e-24,-0.702869788725137,0.101,0.153,1.77940717095906e-19,"SHISA5","Downregulated"
"FBL",1.04130110575186e-23,-0.368607371607515,0.158,0.222,1.89756300501162e-19,"FBL","Downregulated"
"NAA38",1.09462808495552e-23,-0.424769069630694,0.109,0.163,1.99474075921445e-19,"NAA38","Downregulated"
"DNAJB6",1.10475524610849e-23,0.783763707645889,0.504,0.455,2.01319548498351e-19,"DNAJB6","Upregulated"
"NCOR1",1.32278527690655e-23,-0.43119823580731,0.185,0.249,2.41051161010681e-19,"NCOR1","Downregulated"
"PYHIN1",1.35507014667476e-23,-0.614135230672096,0.087,0.137,2.46934432828541e-19,"PYHIN1","Downregulated"
"IKZF1",1.35603239534542e-23,-0.373352835057273,0.13,0.189,2.47109783403795e-19,"IKZF1","Downregulated"
"TMX2",1.40095710881446e-23,-0.566879296783779,0.054,0.097,2.55296413939259e-19,"TMX2","Downregulated"
"RSBN1L",1.53389215902937e-23,-0.442245967289032,0.106,0.161,2.79521168139921e-19,"RSBN1L","Downregulated"
"WAS",1.63858035164302e-23,-0.282810782536726,0.139,0.2,2.98598497479907e-19,"WAS","Downregulated"
"CD46",1.70541784661778e-23,-0.460080438931223,0.076,0.125,3.10778294189158e-19,"CD46","Downregulated"
"ARHGAP24",2.95688837089266e-23,-1.02346430494077,0.021,0.05,5.3883376782777e-19,"ARHGAP24","Downregulated"
"REX1BD",3.60663570340313e-23,-0.345523949159472,0.207,0.275,6.57237224231153e-19,"REX1BD","Downregulated"
"C16orf54",4.06854972704391e-23,1.79196510491267,0.165,0.114,7.41411816759211e-19,"C16orf54","Upregulated"
"IVD",4.22496494452805e-23,-0.959732807930813,0.028,0.06,7.69915361841346e-19,"IVD","Downregulated"
"TNFSF14",6.47982515949345e-23,-0.412858772381802,0.052,0.093,1.18081853881449e-18,"TNFSF14","Downregulated"
"AL591163.1",6.80858466043726e-23,-2.24398330268964,0.004,0.02,1.24072838267148e-18,"AL591163.1","Downregulated"
"ZNF90",7.60027369188106e-23,1.01127398036718,0.091,0.047,1.38499787487149e-18,"ZNF90","Upregulated"
"MT1G",7.81565819903024e-23,2.16678481185147,0.077,0.038,1.42424739360928e-18,"MT1G","Upregulated"
"ZBTB38",8.65041830409303e-23,-0.49116416838746,0.064,0.109,1.57636572755487e-18,"ZBTB38","Downregulated"
"GNPTAB",9.02990705820758e-23,-0.958895773272543,0.034,0.068,1.64551996321717e-18,"GNPTAB","Downregulated"
"WASHC1",9.45728347264879e-23,-0.681977795521259,0.074,0.12,1.72340076722079e-18,"WASHC1","Downregulated"
"LPAR5",1.0655934962824e-22,-2.37540869082875,0.006,0.024,1.94183102827541e-18,"LPAR5","Downregulated"
"SDCCAG8",1.82035162241242e-22,-0.615442841696474,0.034,0.069,3.31722676152215e-18,"SDCCAG8","Downregulated"
"NDUFB1",1.99341386176901e-22,-0.314262349791374,0.189,0.254,3.63259808030166e-18,"NDUFB1","Downregulated"
"ITSN2",2.40114053881453e-22,-0.595732375338061,0.084,0.132,4.37559840388172e-18,"ITSN2","Downregulated"
"CWF19L2",3.29049405075969e-22,-0.592517089240374,0.052,0.092,5.99626730869938e-18,"CWF19L2","Downregulated"
"ZNF638",3.42757407644249e-22,-0.600313210401912,0.057,0.099,6.24606823950115e-18,"ZNF638","Downregulated"
"NARS",3.61693750195553e-22,-0.489939586653912,0.062,0.106,6.59114520981356e-18,"NARS","Downregulated"
"LAMTOR1",3.64457799142986e-22,-0.255919068908666,0.173,0.237,6.64151447378264e-18,"LAMTOR1","Downregulated"
"AC020916.1",3.85994919494011e-22,1.07620026041563,0.225,0.168,7.03398541793937e-18,"AC020916.1","Upregulated"
"NT5C",6.75846179844391e-22,-0.943684026103891,0.045,0.083,1.23159449353043e-17,"NT5C","Downregulated"
"ANXA6",7.23259720811737e-22,-0.383791515682101,0.181,0.244,1.31799618923523e-17,"ANXA6","Downregulated"
"METTL9",7.87071064470515e-22,-0.807494179696285,0.061,0.102,1.43427960078462e-17,"METTL9","Downregulated"
"FCGBP",1.06906831047276e-21,-1.68590423581862,0.006,0.025,1.94816318217451e-17,"FCGBP","Downregulated"
"LSM2",1.26282175484838e-21,-0.387280086437284,0.094,0.144,2.30124008386021e-17,"LSM2","Downregulated"
"PLEKHJ1",1.28658693308747e-21,-0.412824874045834,0.082,0.129,2.3445473681653e-17,"PLEKHJ1","Downregulated"
"ANKRD44",1.30472455930984e-21,-0.413961404165775,0.131,0.187,2.37759956443033e-17,"ANKRD44","Downregulated"
"AL121749.1",1.34071353253213e-21,-1.86879763590633,0.011,0.032,2.44318227033331e-17,"AL121749.1","Downregulated"
"TTC19",1.36783508258591e-21,-0.572606492754156,0.082,0.129,2.4926058709963e-17,"TTC19","Downregulated"
"FNTA",1.37378955403576e-21,-0.628243822276316,0.067,0.11,2.50345670431936e-17,"FNTA","Downregulated"
"PDE4D",1.5321251882718e-21,0.934670345321328,0.145,0.093,2.79199173058769e-17,"PDE4D","Upregulated"
"ATF6B",1.57855448939001e-21,-0.442207858209619,0.103,0.155,2.87659984601542e-17,"ATF6B","Downregulated"
"DBN1",1.79499651323498e-21,-1.93761088732015,0.007,0.026,3.2710221460681e-17,"DBN1","Downregulated"
"ABHD3",1.88617915010952e-21,-0.648253970350063,0.045,0.083,3.43718426524457e-17,"ABHD3","Downregulated"
"CMC1",2.08777875212834e-21,-0.427401308151328,0.113,0.167,3.80455922000347e-17,"CMC1","Downregulated"
"CXCL2",2.13068923727992e-21,0.690194229959871,0.085,0.045,3.8827549970952e-17,"CXCL2","Upregulated"
"FOS",2.28464415319487e-21,0.311059952094662,0.58,0.518,4.16330704036702e-17,"FOS","Upregulated"
"MYL6",2.33582684673955e-21,0.340523606650589,0.748,0.797,4.25657726281348e-17,"MYL6","Upregulated"
"UPF2",2.42567952574899e-21,-0.464062183683149,0.074,0.119,4.42031579977238e-17,"UPF2","Downregulated"
"TRAC",2.65575676169425e-21,-0.320352130781518,0.544,0.617,4.83958554683543e-17,"TRAC","Downregulated"
"ANKRD49",2.65622888238612e-21,-0.801374382458514,0.038,0.073,4.84044589237222e-17,"ANKRD49","Downregulated"
"NCBP2",2.70713286022137e-21,-0.423459654178878,0.079,0.126,4.93320821118141e-17,"NCBP2","Downregulated"
"CAPN12",3.31004938018378e-21,-1.02252739728867,0.02,0.047,6.0319029855089e-17,"CAPN12","Downregulated"
"SRSF5",3.35941056056852e-21,0.478321550037733,0.622,0.611,6.12185386452402e-17,"SRSF5","Upregulated"
"P4HB",3.45696332989383e-21,-0.523163772788013,0.152,0.207,6.29962427606552e-17,"P4HB","Downregulated"
"PIN4",3.62601538153153e-21,-0.464769685936051,0.071,0.115,6.60768782976491e-17,"PIN4","Downregulated"
"SMIM27",4.12029988271083e-21,-0.585922929874282,0.072,0.116,7.50842247626394e-17,"SMIM27","Downregulated"
"AHSA1",4.32826866089224e-21,0.389528300266459,0.134,0.2,7.88740398074392e-17,"AHSA1","Upregulated"
"SRSF1",4.85828943982467e-21,-0.423526832880742,0.092,0.141,8.85326084619249e-17,"SRSF1","Downregulated"
"ITGAE",5.30508402477437e-21,-0.268976782118315,0.131,0.187,9.66745461834633e-17,"ITGAE","Downregulated"
"SNX14",6.15816280920481e-21,-0.94123453770483,0.038,0.072,1.12220200872139e-16,"SNX14","Downregulated"
"SEPT1",6.20712752781522e-21,-0.285601250472148,0.245,0.311,1.13112484939377e-16,"SEPT1","Downregulated"
"HIBCH",6.45143959513481e-21,-0.479436192641965,0.04,0.075,1.17564583742142e-16,"HIBCH","Downregulated"
"FCGR3A",6.91407639097778e-21,-0.602792730082707,0.083,0.13,1.25995214072788e-16,"FCGR3A","Downregulated"
"AC097376.2",6.99047189225623e-21,-0.693553882791866,0.044,0.08,1.27387369292585e-16,"AC097376.2","Downregulated"
"CCDC88A",8.05718007625642e-21,-0.611707591151033,0.041,0.076,1.46825992529621e-16,"CCDC88A","Downregulated"
"DOCK8",8.28858009724376e-21,-0.553865543749171,0.103,0.152,1.51042795112073e-16,"DOCK8","Downregulated"
"RBM8A",8.98307013761545e-21,0.724609199753112,0.488,0.447,1.63698487117766e-16,"RBM8A","Upregulated"
"ARL4A",9.69144913574309e-21,0.882971056960283,0.258,0.2,1.76607277600646e-16,"ARL4A","Upregulated"
"SRSF10",1.16062787187989e-20,-0.279319250577319,0.14,0.197,2.11501217092673e-16,"SRSF10","Downregulated"
"CCDC69",1.42919422745864e-20,-0.828999903566257,0.067,0.109,2.60442064069787e-16,"CCDC69","Downregulated"
"MARCH1",1.44422297651407e-20,-0.734034373028304,0.021,0.048,2.6318075301016e-16,"MARCH1","Downregulated"
"C12orf57",1.45634947950523e-20,-0.316263016346334,0.218,0.283,2.65390565650239e-16,"C12orf57","Downregulated"
"TSPAN32",1.53184225261383e-20,-0.827670874109963,0.028,0.058,2.79147613693818e-16,"TSPAN32","Downregulated"
"BIN1",1.61694099583495e-20,-0.336828879046275,0.18,0.241,2.94655157671003e-16,"BIN1","Downregulated"
"TMEM60",1.6635929406841e-20,-0.915783188033501,0.024,0.052,3.03156541580863e-16,"TMEM60","Downregulated"
"RB1",1.93629987104875e-20,-0.780300560300894,0.034,0.067,3.52851925501214e-16,"RB1","Downregulated"
"BCL2A1",2.05020640020743e-20,1.47215396718529,0.185,0.136,3.73609112309799e-16,"BCL2A1","Upregulated"
"CD244",2.0677351056161e-20,-1.14567240836117,0.03,0.06,3.76803368296422e-16,"CD244","Downregulated"
"Z95114.1",2.15338250173539e-20,-2.16032211890405,0.007,0.025,3.9241089329124e-16,"Z95114.1","Downregulated"
"TROVE2",2.31508739426662e-20,-0.383924186662651,0.09,0.138,4.21878375857207e-16,"TROVE2","Downregulated"
"ZNF431",2.32528970689399e-20,-0.934777613740173,0.032,0.063,4.23737543287293e-16,"ZNF431","Downregulated"
"CSNK2B",2.52129284593832e-20,-0.330843876182512,0.154,0.212,4.59455195315341e-16,"CSNK2B","Downregulated"
"ZFP14",2.940774141775e-20,-1.29037145253637,0.019,0.045,5.35897271855659e-16,"ZFP14","Downregulated"
"PRKCSH",3.09858571720792e-20,-0.585361842813796,0.076,0.119,5.64655275246799e-16,"PRKCSH","Downregulated"
"TGOLN2",3.18363135002304e-20,-0.474525596359317,0.104,0.153,5.80153140914698e-16,"TGOLN2","Downregulated"
"MT1H",3.76451672674699e-20,2.02029508946589,0.039,0.013,6.86007883115104e-16,"MT1H","Upregulated"
"COPB2",3.99728978170568e-20,-0.707089626541894,0.042,0.076,7.28426116920226e-16,"COPB2","Downregulated"
"SLAMF7",4.09925049604665e-20,-0.850551004062048,0.042,0.076,7.47006417894581e-16,"SLAMF7","Downregulated"
"NOTCH2NL",4.11957498444192e-20,-2.71245699083812,0.003,0.016,7.50710149414851e-16,"NOTCH2NL","Downregulated"
"NDUFAF8",4.39735638938955e-20,-1.79078890820427,0.012,0.033,8.01330254838458e-16,"NDUFAF8","Downregulated"
"PRF1",5.35032525050006e-20,-0.400609084134937,0.224,0.289,9.74989770398627e-16,"PRF1","Downregulated"
"PSMB8-AS1",5.41304786188531e-20,-0.511198285990357,0.101,0.15,9.8641971187136e-16,"PSMB8-AS1","Downregulated"
"AC104958.1",5.55045677087568e-20,-4.43594695416156,0.001,0.011,1.01145973735667e-15,"AC104958.1","Downregulated"
"KDM5A",5.56855860486529e-20,-0.470002064212672,0.073,0.117,1.0147584345646e-15,"KDM5A","Downregulated"
"NAMPT",6.56404971761973e-20,0.826100892208935,0.224,0.169,1.19616678004184e-15,"NAMPT","Upregulated"
"IGLC3",7.33508741109991e-20,-1.59707232182722,0.006,0.024,1.33667297892474e-15,"IGLC3","Downregulated"
"TMEM9B",8.07779885502893e-20,-0.292880533457385,0.152,0.208,1.47201728535192e-15,"TMEM9B","Downregulated"
"BAZ2B",8.3840138765721e-20,-0.763734058195792,0.046,0.082,1.52781884872773e-15,"BAZ2B","Downregulated"
